"School","Pub.Priv","Year","Ave.Act","Range","Num","Pct"
"Culver-Stockton","Private",2007,21.6,"Tot",203,1
"Drury","Private",2007,25.2,"33.36",9,0.016666666666667
"Drury","Private",2007,25.2,"28.32",89,0.164814814814815
"Drury","Private",2007,25.2,"24.27",146,0.27037037037037
"Drury","Private",2007,25.2,"19.23",113,0.209259259259259
"Drury","Private",2007,25.2,"17.18",3,0.005555555555556
"Drury","Private",2007,25.2,"01.16",1,0.001851851851852
"Drury","Private",2007,25.2,"NA",179,0.331481481481481
"Drury","Private",2007,25.2,"Tot",540,1
"Evangel","Private",2007,22.6,"33.36",1,0.002906976744186
"Evangel","Private",2007,22.6,"28.32",47,0.136627906976744
"Evangel","Private",2007,22.6,"24.27",83,0.241279069767442
"Evangel","Private",2007,22.6,"19.23",134,0.38953488372093
"Evangel","Private",2007,22.6,"17.18",38,0.11046511627907
"Evangel","Private",2007,22.6,"01.16",18,0.052325581395349
"Evangel","Private",2007,22.6,"NA",23,0.066860465116279
"Evangel","Private",2007,22.6,"Tot",344,1
"Fontbonne","Private",2007,21.1,"33.36",1,0.005235602094241
"Fontbonne","Private",2007,21.1,"28.32",11,0.057591623036649
"Fontbonne","Private",2007,21.1,"24.27",32,0.167539267015707
"Fontbonne","Private",2007,21.1,"19.23",81,0.424083769633508
"Fontbonne","Private",2007,21.1,"17.18",31,0.162303664921466
"Fontbonne","Private",2007,21.1,"01.16",18,0.094240837696335
"Fontbonne","Private",2007,21.1,"NA",17,0.089005235602094
"Fontbonne","Private",2007,21.1,"Tot",191,1
"Hannibal-Lagrange","Private",2007,21.8,"33.36",0,0
"Hannibal-Lagrange","Private",2007,21.8,"28.32",12,0.083916083916084
"Hannibal-Lagrange","Private",2007,21.8,"24.27",24,0.167832167832168
"Hannibal-Lagrange","Private",2007,21.8,"19.23",59,0.412587412587413
"Hannibal-Lagrange","Private",2007,21.8,"17.18",19,0.132867132867133
"Hannibal-Lagrange","Private",2007,21.8,"01.16",7,0.048951048951049
"Hannibal-Lagrange","Private",2007,21.8,"NA",22,0.153846153846154
"Hannibal-Lagrange","Private",2007,21.8,"Tot",143,1
"Lindenwood","Private",2007,22,"33.36",0,0
"Lindenwood","Private",2007,22,"28.32",59,0.066742081447964
"Lindenwood","Private",2007,22,"24.27",120,0.135746606334842
"Lindenwood","Private",2007,22,"19.23",386,0.436651583710407
"Lindenwood","Private",2007,22,"17.18",79,0.089366515837104
"Lindenwood","Private",2007,22,"01.16",6,0.006787330316742
"Lindenwood","Private",2007,22,"NA",234,0.264705882352941
"Lindenwood","Private",2007,22,"Tot",884,1
"Maryville","Private",2007,24,"33.36",4,0.013201320132013
"Maryville","Private",2007,24,"28.32",45,0.148514851485149
"Maryville","Private",2007,24,"24.27",114,0.376237623762376
"Maryville","Private",2007,24,"19.23",124,0.409240924092409
"Maryville","Private",2007,24,"17.18",5,0.016501650165017
"Maryville","Private",2007,24,"01.16",1,0.003300330033003
"Maryville","Private",2007,24,"NA",10,0.033003300330033
"Maryville","Private",2007,24,"Tot",303,1
"Missouri Baptist","Private",2007,21.6,"33.36",0,0
"Missouri Baptist","Private",2007,21.6,"28.32",17,0.088082901554404
"Missouri Baptist","Private",2007,21.6,"24.27",32,0.16580310880829
"Missouri Baptist","Private",2007,21.6,"19.23",73,0.378238341968912
"Missouri Baptist","Private",2007,21.6,"17.18",32,0.16580310880829
"Missouri Baptist","Private",2007,21.6,"01.16",5,0.025906735751295
"Missouri Baptist","Private",2007,21.6,"NA",34,0.176165803108808
"Missouri Baptist","Private",2007,21.6,"Tot",193,1
"Missouri Valley","Private",2007,19.18,"33.36",1,0.002252252252252
"Missouri Valley","Private",2007,19.18,"28.32",4,0.009009009009009
"Missouri Valley","Private",2007,19.18,"24.27",29,0.065315315315315
"Missouri Valley","Private",2007,19.18,"19.23",148,0.333333333333333
"Missouri Valley","Private",2007,19.18,"17.18",107,0.240990990990991
"Missouri Valley","Private",2007,19.18,"01.16",66,0.148648648648649
"Missouri Valley","Private",2007,19.18,"NA",89,0.20045045045045
"Missouri Valley","Private",2007,19.18,"Tot",444,1
"Park","Private",2007,22.7,"33.36",2,0.011428571428572
"Park","Private",2007,22.7,"28.32",23,0.131428571428571
"Park","Private",2007,22.7,"24.27",38,0.217142857142857
"Park","Private",2007,22.7,"19.23",39,0.222857142857143
"Park","Private",2007,22.7,"17.18",14,0.08
"Park","Private",2007,22.7,"01.16",13,0.074285714285714
"Park","Private",2007,22.7,"NA",46,0.262857142857143
"Park","Private",2007,22.7,"Tot",175,1
"Rockhurst","Private",2007,25.1,"33.36",5,0.013623978201635
"Rockhurst","Private",2007,25.1,"28.32",89,0.242506811989101
"Rockhurst","Private",2007,25.1,"24.27",134,0.365122615803815
"Rockhurst","Private",2007,25.1,"19.23",118,0.321525885558583
"Rockhurst","Private",2007,25.1,"17.18",8,0.021798365122616
"Rockhurst","Private",2007,25.1,"01.16",0,0
"Rockhurst","Private",2007,25.1,"NA",13,0.035422343324251
"Rockhurst","Private",2007,25.1,"Tot",367,1
"Saint Louis","Private",2007,26.2,"33.36",52,0.03227808814401
"Saint Louis","Private",2007,26.2,"28.32",485,0.301055245189323
"Saint Louis","Private",2007,26.2,"24.27",546,0.338919925512104
"Saint Louis","Private",2007,26.2,"19.23",316,0.196151458721291
"Saint Louis","Private",2007,26.2,"17.18",27,0.016759776536313
"Saint Louis","Private",2007,26.2,"01.16",2,0.001241464928616
"Saint Louis","Private",2007,26.2,"NA",183,0.113594040968343
"Saint Louis","Private",2007,26.2,"Tot",1611,1
"Southwest Baptist","Private",2007,23,"33.36",1,0.002439024390244
"Southwest Baptist","Private",2007,23,"28.32",66,0.160975609756098
"Southwest Baptist","Private",2007,23,"24.27",96,0.234146341463415
"Southwest Baptist","Private",2007,23,"19.23",159,0.38780487804878
"Southwest Baptist","Private",2007,23,"17.18",44,0.107317073170732
"Southwest Baptist","Private",2007,23,"01.16",19,0.046341463414634
"Southwest Baptist","Private",2007,23,"NA",25,0.060975609756098
"Southwest Baptist","Private",2007,23,"Tot",410,1
"Stephens","Private",2007,22.3,"33.36",0,0
"Stephens","Private",2007,22.3,"28.32",18,0.08
"Stephens","Private",2007,22.3,"24.27",50,0.222222222222222
"Stephens","Private",2007,22.3,"19.23",102,0.453333333333333
"Stephens","Private",2007,22.3,"17.18",23,0.102222222222222
"Stephens","Private",2007,22.3,"01.16",9,0.04
"Stephens","Private",2007,22.3,"NA",23,0.102222222222222
"Stephens","Private",2007,22.3,"Tot",225,1
"Washington","Private",2007,31.8,"33.36",315,0.23542600896861
"Washington","Private",2007,31.8,"28.32",405,0.302690582959641
"Washington","Private",2007,31.8,"24.27",33,0.024663677130045
"Washington","Private",2007,31.8,"19.23",2,0.001494768310912
"Washington","Private",2007,31.8,"17.18",0,0
"Washington","Private",2007,31.8,"01.16",0,0
"Washington","Private",2007,31.8,"NA",583,0.435724962630792
"Washington","Private",2007,31.8,"Tot",1338,1
"Webster","Private",2007,24.2,"33.36",7,0.014056224899598
"Webster","Private",2007,24.2,"28.32",81,0.162650602409639
"Webster","Private",2007,24.2,"24.27",147,0.295180722891566
"Webster","Private",2007,24.2,"19.23",175,0.35140562248996
"Webster","Private",2007,24.2,"17.18",23,0.046184738955823
"Webster","Private",2007,24.2,"01.16",5,0.01004016064257
"Webster","Private",2007,24.2,"NA",60,0.120481927710843
"Webster","Private",2007,24.2,"Tot",498,1
"Westminster","Private",2007,25.2,"33.36",2,0.008928571428571
"Westminster","Private",2007,25.2,"28.32",47,0.209821428571429
"Westminster","Private",2007,25.2,"24.27",71,0.316964285714286
"Westminster","Private",2007,25.2,"19.23",70,0.3125
"Westminster","Private",2007,25.2,"17.18",1,0.004464285714286
"Westminster","Private",2007,25.2,"01.16",0,0
"Westminster","Private",2007,25.2,"NA",33,0.147321428571429
"Westminster","Private",2007,25.2,"Tot",224,1
"William Jewell","Private",2007,25.2,"33.36",12,0.041958041958042
"William Jewell","Private",2007,25.2,"28.32",64,0.223776223776224
"William Jewell","Private",2007,25.2,"24.27",104,0.363636363636364
"William Jewell","Private",2007,25.2,"19.23",87,0.304195804195804
"William Jewell","Private",2007,25.2,"17.18",10,0.034965034965035
"William Jewell","Private",2007,25.2,"01.16",0,0
"William Jewell","Private",2007,25.2,"NA",9,0.031468531468532
"William Jewell","Private",2007,25.2,"Tot",286,1
"William Woods","Private",2007,22,"33.36",2,0.010752688172043
"William Woods","Private",2007,22,"28.32",20,0.10752688172043
"William Woods","Private",2007,22,"24.27",41,0.220430107526882
"William Woods","Private",2007,22,"19.23",77,0.413978494623656
"William Woods","Private",2007,22,"17.18",29,0.155913978494624
"William Woods","Private",2007,22,"01.16",7,0.037634408602151
"William Woods","Private",2007,22,"NA",10,0.053763440860215
"William Woods","Private",2007,22,"Tot",186,1
"Harris-Stowe","Public",2008,15.8869863013699,"33.36",0,0
"Harris-Stowe","Public",2008,15.8869863013699,"28.32",0,0
"Harris-Stowe","Public",2008,15.8869863013699,"24.27",2,0.00451467268623
"Harris-Stowe","Public",2008,15.8869863013699,"19.23",40,0.090293453724605
"Harris-Stowe","Public",2008,15.8869863013699,"17.18",71,0.160270880361174
"Harris-Stowe","Public",2008,15.8869863013699,"01.16",179,0.404063205417607
"Harris-Stowe","Public",2008,15.8869863013699,"NA",151,0.340857787810384
"Harris-Stowe","Public",2008,15.8869863013699,"Tot",443,1
"Lincoln","Public",2008,17.3768939393939,"33.36",0,0
"Lincoln","Public",2008,17.3768939393939,"28.32",5,0.008695652173913
"Lincoln","Public",2008,17.3768939393939,"24.27",32,0.055652173913044
"Lincoln","Public",2008,17.3768939393939,"19.23",142,0.24695652173913
"Lincoln","Public",2008,17.3768939393939,"17.18",109,0.189565217391304
"Lincoln","Public",2008,17.3768939393939,"01.16",240,0.417391304347826
"Lincoln","Public",2008,17.3768939393939,"NA",47,0.081739130434783
"Lincoln","Public",2008,17.3768939393939,"Tot",575,1
"Missouri Southern","Public",2008,21.5,"33.36",3,0.003891050583658
"Missouri Southern","Public",2008,21.5,"28.32",51,0.066147859922179
"Missouri Southern","Public",2008,21.5,"24.27",145,0.188067444876783
"Missouri Southern","Public",2008,21.5,"19.23",333,0.431906614785992
"Missouri Southern","Public",2008,21.5,"17.18",118,0.153047989623865
"Missouri Southern","Public",2008,21.5,"01.16",62,0.08041504539559
"Missouri Southern","Public",2008,21.5,"NA",59,0.076523994811933
"Missouri Southern","Public",2008,21.5,"Tot",771,1
"Missouri State","Public",2008,24.0926732673267,"33.36",36,0.013750954927426
"Missouri State","Public",2008,24.0926732673267,"28.32",496,0.189457601222307
"Missouri State","Public",2008,24.0926732673267,"24.27",773,0.295263559969442
"Missouri State","Public",2008,24.0926732673267,"19.23",1092,0.417112299465241
"Missouri State","Public",2008,24.0926732673267,"17.18",85,0.032467532467533
"Missouri State","Public",2008,24.0926732673267,"01.16",43,0.016424751718869
"Missouri State","Public",2008,24.0926732673267,"NA",93,0.035523300229183
"Missouri State","Public",2008,24.0926732673267,"Tot",2618,1
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"33.36",64,0.061244019138756
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"28.32",420,0.401913875598086
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"24.27",351,0.335885167464115
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"19.23",152,0.145454545454545
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"17.18",7,0.006698564593301
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"01.16",1,0.000956937799043
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"NA",50,0.047846889952153
"Missouri Univ. Of Sci. & Tech.","Public",2008,27.3457286432161,"Tot",1045,1
"Missouri Western","Public",2008,20.280193236715,"33.36",0,0
"Missouri Western","Public",2008,20.280193236715,"28.32",56,0.049122807017544
"Missouri Western","Public",2008,20.280193236715,"24.27",185,0.162280701754386
"Missouri Western","Public",2008,20.280193236715,"19.23",399,0.35
"Missouri Western","Public",2008,20.280193236715,"17.18",197,0.17280701754386
"Missouri Western","Public",2008,20.280193236715,"01.16",198,0.173684210526316
"Missouri Western","Public",2008,20.280193236715,"NA",105,0.092105263157895
"Missouri Western","Public",2008,20.280193236715,"Tot",1140,1
"Northwest","Public",2008,22.0263157894737,"33.36",4,0.002602472348731
"Northwest","Public",2008,22.0263157894737,"28.32",121,0.078724788549122
"Northwest","Public",2008,22.0263157894737,"24.27",349,0.227065712426805
"Northwest","Public",2008,22.0263157894737,"19.23",756,0.491867273910215
"Northwest","Public",2008,22.0263157894737,"17.18",187,0.121665582303188
"Northwest","Public",2008,22.0263157894737,"01.16",65,0.042290175666884
"Northwest","Public",2008,22.0263157894737,"NA",55,0.035783994795055
"Northwest","Public",2008,22.0263157894737,"Tot",1537,1
"Southeast","Public",2008,22.6107184923439,"33.36",14,0.007658643326039
"Southeast","Public",2008,22.6107184923439,"28.32",181,0.099015317286652
"Southeast","Public",2008,22.6107184923439,"24.27",435,0.237964989059081
"Southeast","Public",2008,22.6107184923439,"19.23",836,0.457330415754923
"Southeast","Public",2008,22.6107184923439,"17.18",186,0.101750547045952
"Southeast","Public",2008,22.6107184923439,"01.16",46,0.025164113785558
"Southeast","Public",2008,22.6107184923439,"NA",130,0.071115973741794
"Southeast","Public",2008,22.6107184923439,"Tot",1828,1
"Truman","Public",2008,27.5667466027178,"33.36",122,0.091454272863568
"Truman","Public",2008,27.5667466027178,"28.32",489,0.366566716641679
"Truman","Public",2008,27.5667466027178,"24.27",449,0.336581709145427
"Truman","Public",2008,27.5667466027178,"19.23",188,0.140929535232384
"Truman","Public",2008,27.5667466027178,"17.18",3,0.002248875562219
"Truman","Public",2008,27.5667466027178,"01.16",0,0
"Truman","Public",2008,27.5667466027178,"NA",83,0.062218890554723
"Truman","Public",2008,27.5667466027178,"Tot",1334,1
"Ucm","Public",2008,22.1,"33.36",5,0.003099814011159
"Ucm","Public",2008,22.1,"28.32",108,0.066955982641042
"Ucm","Public",2008,22.1,"24.27",372,0.230626162430254
"Ucm","Public",2008,22.1,"19.23",809,0.50154990700558
"Ucm","Public",2008,22.1,"17.18",170,0.105393676379417
"Ucm","Public",2008,22.1,"01.16",47,0.029138251704898
"Ucm","Public",2008,22.1,"NA",102,0.06323620582765
"Ucm","Public",2008,22.1,"Tot",1613,1
"Umc","Public",2008,25.4564619615032,"33.36",143,0.024731926668973
"Umc","Public",2008,25.4564619615032,"28.32",1389,0.240228294707714
"Umc","Public",2008,25.4564619615032,"24.27",2174,0.375994465582843
"Umc","Public",2008,25.4564619615032,"19.23",1665,0.287962642684192
"Umc","Public",2008,25.4564619615032,"17.18",73,0.012625389138706
"Umc","Public",2008,25.4564619615032,"01.16",11,0.001902455897613
"Umc","Public",2008,25.4564619615032,"NA",327,0.056554825319959
"Umc","Public",2008,25.4564619615032,"Tot",5782,1
"Umkc","Public",2008,23.9741379310345,"33.36",22,0.021825396825397
"Umkc","Public",2008,23.9741379310345,"28.32",202,0.200396825396825
"Umkc","Public",2008,23.9741379310345,"24.27",273,0.270833333333333
"Umkc","Public",2008,23.9741379310345,"19.23",304,0.301587301587302
"Umkc","Public",2008,23.9741379310345,"17.18",82,0.081349206349206
"Umkc","Public",2008,23.9741379310345,"01.16",45,0.044642857142857
"Umkc","Public",2008,23.9741379310345,"NA",80,0.079365079365079
"Umkc","Public",2008,23.9741379310345,"Tot",1008,1
"Umsl","Public",2008,23.3,"33.36",7,0.014957264957265
"Umsl","Public",2008,23.3,"28.32",57,0.121794871794872
"Umsl","Public",2008,23.3,"24.27",125,0.267094017094017
"Umsl","Public",2008,23.3,"19.23",201,0.42948717948718
"Umsl","Public",2008,23.3,"17.18",34,0.072649572649573
"Umsl","Public",2008,23.3,"01.16",3,0.006410256410256
"Umsl","Public",2008,23.3,"NA",41,0.087606837606838
"Umsl","Public",2008,23.3,"Tot",468,1
"Avila","Private",2008,22,"33.36",1,0.005464480874317
"Avila","Private",2008,22,"28.32",13,0.07103825136612
"Avila","Private",2008,22,"24.27",38,0.207650273224044
"Avila","Private",2008,22,"19.23",101,0.551912568306011
"Avila","Private",2008,22,"17.18",17,0.092896174863388
"Avila","Private",2008,22,"01.16",0,0
"Avila","Private",2008,22,"NA",13,0.07103825136612
"Avila","Private",2008,22,"Tot",183,1
"Central Methodist-Clas","Private",2008,22,"33.36",0,0
"Central Methodist-Clas","Private",2008,22,"28.32",16,0.052980132450331
"Central Methodist-Clas","Private",2008,22,"24.27",58,0.19205298013245
"Central Methodist-Clas","Private",2008,22,"19.23",174,0.576158940397351
"Central Methodist-Clas","Private",2008,22,"17.18",42,0.139072847682119
"Central Methodist-Clas","Private",2008,22,"01.16",3,0.009933774834437
"Central Methodist-Clas","Private",2008,22,"NA",9,0.029801324503311
"Central Methodist-Clas","Private",2008,22,"Tot",302,1
"College Of The Ozarks","Private",2008,22,"33.36",0,0
"College Of The Ozarks","Private",2008,22,"28.32",16,0.058394160583942
"College Of The Ozarks","Private",2008,22,"24.27",81,0.295620437956204
"College Of The Ozarks","Private",2008,22,"19.23",133,0.485401459854015
"College Of The Ozarks","Private",2008,22,"17.18",29,0.105839416058394
"College Of The Ozarks","Private",2008,22,"01.16",5,0.018248175182482
"College Of The Ozarks","Private",2008,22,"NA",10,0.036496350364964
"College Of The Ozarks","Private",2008,22,"Tot",274,1
"Columbia","Private",2008,22,"33.36",12,0.057971014492754
"Columbia","Private",2008,22,"28.32",32,0.154589371980676
"Columbia","Private",2008,22,"24.27",41,0.198067632850242
"Columbia","Private",2008,22,"19.23",62,0.29951690821256
"Columbia","Private",2008,22,"17.18",19,0.091787439613527
"Columbia","Private",2008,22,"01.16",0,0
"Columbia","Private",2008,22,"NA",41,0.198067632850242
"Columbia","Private",2008,22,"Tot",207,1
"Culver-Stockton","Private",2008,21.7,"33.36",0,0
"Culver-Stockton","Private",2008,21.7,"28.32",16,0.070484581497797
"Culver-Stockton","Private",2008,21.7,"24.27",39,0.171806167400881
"Culver-Stockton","Private",2008,21.7,"19.23",120,0.52863436123348
"Culver-Stockton","Private",2008,21.7,"17.18",35,0.154185022026432
"Culver-Stockton","Private",2008,21.7,"01.16",5,0.022026431718062
"Culver-Stockton","Private",2008,21.7,"NA",12,0.052863436123348
"Culver-Stockton","Private",2008,21.7,"Tot",227,1
"Drury","Private",2008,25.2,"33.36",1,0.001788908765653
"Drury","Private",2008,25.2,"28.32",90,0.161001788908766
"Drury","Private",2008,25.2,"24.27",66,0.118067978533095
"Drury","Private",2008,25.2,"19.23",144,0.257602862254025
"Drury","Private",2008,25.2,"17.18",0,0
"Drury","Private",2008,25.2,"01.16",0,0
"Drury","Private",2008,25.2,"NA",258,0.461538461538462
"Drury","Private",2008,25.2,"Tot",559,1
"Evangel","Private",2008,22.8,"33.36",2,0.005917159763314
"Evangel","Private",2008,22.8,"28.32",35,0.103550295857988
"Evangel","Private",2008,22.8,"24.27",90,0.266272189349112
"Evangel","Private",2008,22.8,"19.23",95,0.281065088757396
"Evangel","Private",2008,22.8,"17.18",29,0.085798816568047
"Evangel","Private",2008,22.8,"01.16",21,0.062130177514793
"Evangel","Private",2008,22.8,"NA",66,0.195266272189349
"Evangel","Private",2008,22.8,"Tot",338,1
"Fontbonne","Private",2008,21.8,"33.36",0,0
"Fontbonne","Private",2008,21.8,"28.32",8,0.041884816753927
"Fontbonne","Private",2008,21.8,"24.27",47,0.246073298429319
"Fontbonne","Private",2008,21.8,"19.23",83,0.43455497382199
"Fontbonne","Private",2008,21.8,"17.18",28,0.146596858638743
"Fontbonne","Private",2008,21.8,"01.16",6,0.031413612565445
"Fontbonne","Private",2008,21.8,"NA",19,0.099476439790576
"Fontbonne","Private",2008,21.8,"Tot",191,1
"Hannibal-Lagrange","Private",2008,20,"33.36",0,0
"Hannibal-Lagrange","Private",2008,20,"28.32",9,0.045454545454546
"Hannibal-Lagrange","Private",2008,20,"24.27",27,0.136363636363636
"Hannibal-Lagrange","Private",2008,20,"19.23",77,0.388888888888889
"Hannibal-Lagrange","Private",2008,20,"17.18",33,0.166666666666667
"Hannibal-Lagrange","Private",2008,20,"01.16",12,0.060606060606061
"Hannibal-Lagrange","Private",2008,20,"NA",40,0.202020202020202
"Hannibal-Lagrange","Private",2008,20,"Tot",198,1
"Lindenwood","Private",2008,22.3,"33.36",4,0.003606853020739
"Lindenwood","Private",2008,22.3,"28.32",79,0.071235347159603
"Lindenwood","Private",2008,22.3,"24.27",142,0.128043282236249
"Lindenwood","Private",2008,22.3,"19.23",486,0.438232642019838
"Lindenwood","Private",2008,22.3,"17.18",84,0.075743913435528
"Lindenwood","Private",2008,22.3,"01.16",5,0.004508566275924
"Lindenwood","Private",2008,22.3,"NA",309,0.278629395852119
"Lindenwood","Private",2008,22.3,"Tot",1109,1
"Maryville","Private",2008,24.2,"33.36",4,0.011331444759207
"Maryville","Private",2008,24.2,"28.32",48,0.135977337110482
"Maryville","Private",2008,24.2,"24.27",119,0.337110481586402
"Maryville","Private",2008,24.2,"19.23",141,0.39943342776204
"Maryville","Private",2008,24.2,"17.18",2,0.005665722379603
"Maryville","Private",2008,24.2,"01.16",3,0.008498583569405
"Maryville","Private",2008,24.2,"NA",36,0.101983002832861
"Maryville","Private",2008,24.2,"Tot",353,1
"Missouri Baptist","Private",2008,21.3,"33.36",0,0
"Missouri Baptist","Private",2008,21.3,"28.32",14,0.068627450980392
"Missouri Baptist","Private",2008,21.3,"24.27",29,0.142156862745098
"Missouri Baptist","Private",2008,21.3,"19.23",84,0.411764705882353
"Missouri Baptist","Private",2008,21.3,"17.18",31,0.151960784313725
"Missouri Baptist","Private",2008,21.3,"01.16",10,0.049019607843137
"Missouri Baptist","Private",2008,21.3,"NA",36,0.176470588235294
"Missouri Baptist","Private",2008,21.3,"Tot",204,1
"Missouri Valley","Private",2008,18.9,"33.36",1,0.002364066193853
"Missouri Valley","Private",2008,18.9,"28.32",3,0.00709219858156
"Missouri Valley","Private",2008,18.9,"24.27",25,0.059101654846336
"Missouri Valley","Private",2008,18.9,"19.23",120,0.283687943262411
"Missouri Valley","Private",2008,18.9,"17.18",92,0.217494089834515
"Missouri Valley","Private",2008,18.9,"01.16",80,0.189125295508274
"Missouri Valley","Private",2008,18.9,"NA",102,0.24113475177305
"Missouri Valley","Private",2008,18.9,"Tot",423,1
"Park","Private",2008,22.4,"33.36",1,0.003891050583658
"Park","Private",2008,22.4,"28.32",27,0.105058365758755
"Park","Private",2008,22.4,"24.27",44,0.171206225680934
"Park","Private",2008,22.4,"19.23",57,0.221789883268482
"Park","Private",2008,22.4,"17.18",15,0.058365758754864
"Park","Private",2008,22.4,"01.16",22,0.085603112840467
"Park","Private",2008,22.4,"NA",91,0.35408560311284
"Park","Private",2008,22.4,"Tot",257,1
"Rockhurst","Private",2008,25,"33.36",6,0.016759776536313
"Rockhurst","Private",2008,25,"28.32",92,0.256983240223464
"Rockhurst","Private",2008,25,"24.27",123,0.343575418994413
"Rockhurst","Private",2008,25,"19.23",110,0.307262569832402
"Rockhurst","Private",2008,25,"17.18",13,0.036312849162011
"Rockhurst","Private",2008,25,"01.16",2,0.005586592178771
"Rockhurst","Private",2008,25,"NA",12,0.033519553072626
"Rockhurst","Private",2008,25,"Tot",358,1
"Saint Louis","Private",2008,26.4,"33.36",62,0.038036809815951
"Saint Louis","Private",2008,26.4,"28.32",472,0.289570552147239
"Saint Louis","Private",2008,26.4,"24.27",502,0.307975460122699
"Saint Louis","Private",2008,26.4,"19.23",313,0.192024539877301
"Saint Louis","Private",2008,26.4,"17.18",20,0.012269938650307
"Saint Louis","Private",2008,26.4,"01.16",2,0.001226993865031
"Saint Louis","Private",2008,26.4,"NA",259,0.158895705521472
"Saint Louis","Private",2008,26.4,"Tot",1630,1
"Southwest Baptist","Private",2008,22.8,"33.36",8,0.015503875968992
"Southwest Baptist","Private",2008,22.8,"28.32",65,0.125968992248062
"Southwest Baptist","Private",2008,22.8,"24.27",125,0.242248062015504
"Southwest Baptist","Private",2008,22.8,"19.23",171,0.331395348837209
"Southwest Baptist","Private",2008,22.8,"17.18",56,0.108527131782946
"Southwest Baptist","Private",2008,22.8,"01.16",33,0.063953488372093
"Southwest Baptist","Private",2008,22.8,"NA",58,0.112403100775194
"Southwest Baptist","Private",2008,22.8,"Tot",516,1
"Stephens","Private",2008,22.7,"33.36",1,0.004484304932735
"Stephens","Private",2008,22.7,"28.32",20,0.089686098654709
"Stephens","Private",2008,22.7,"24.27",57,0.255605381165919
"Stephens","Private",2008,22.7,"19.23",101,0.452914798206278
"Stephens","Private",2008,22.7,"17.18",23,0.103139013452915
"Stephens","Private",2008,22.7,"01.16",5,0.022421524663677
"Stephens","Private",2008,22.7,"NA",16,0.071748878923767
"Stephens","Private",2008,22.7,"Tot",223,1
"Washington","Private",2008,32.4,"33.36",449,0.314866760168303
"Washington","Private",2008,32.4,"28.32",402,0.281907433380084
"Washington","Private",2008,32.4,"24.27",13,0.009116409537167
"Washington","Private",2008,32.4,"19.23",1,0.00070126227209
"Washington","Private",2008,32.4,"17.18",0,0
"Washington","Private",2008,32.4,"01.16",0,0
"Washington","Private",2008,32.4,"NA",561,0.393408134642356
"Washington","Private",2008,32.4,"Tot",1426,1
"Webster","Private",2008,24,"33.36",4,0.00952380952381
"Webster","Private",2008,24,"28.32",68,0.161904761904762
"Webster","Private",2008,24,"24.27",113,0.269047619047619
"Webster","Private",2008,24,"19.23",152,0.361904761904762
"Webster","Private",2008,24,"17.18",26,0.061904761904762
"Webster","Private",2008,24,"01.16",9,0.021428571428572
"Webster","Private",2008,24,"NA",48,0.114285714285714
"Webster","Private",2008,24,"Tot",420,1
"Westminster","Private",2008,25,"33.36",2,0.008196721311475
"Westminster","Private",2008,25,"28.32",57,0.233606557377049
"Westminster","Private",2008,25,"24.27",77,0.315573770491803
"Westminster","Private",2008,25,"19.23",69,0.282786885245902
"Westminster","Private",2008,25,"17.18",1,0.004098360655738
"Westminster","Private",2008,25,"01.16",0,0
"Westminster","Private",2008,25,"NA",38,0.155737704918033
"Westminster","Private",2008,25,"Tot",244,1
"William Jewell","Private",2008,25.5,"33.36",5,0.018867924528302
"William Jewell","Private",2008,25.5,"28.32",76,0.286792452830189
"William Jewell","Private",2008,25.5,"24.27",84,0.316981132075472
"William Jewell","Private",2008,25.5,"19.23",87,0.328301886792453
"William Jewell","Private",2008,25.5,"17.18",1,0.00377358490566
"William Jewell","Private",2008,25.5,"01.16",0,0
"William Jewell","Private",2008,25.5,"NA",12,0.045283018867925
"William Jewell","Private",2008,25.5,"Tot",265,1
"William Woods","Private",2008,22,"33.36",0,0
"William Woods","Private",2008,22,"28.32",11,0.072847682119205
"William Woods","Private",2008,22,"24.27",28,0.185430463576159
"William Woods","Private",2008,22,"19.23",69,0.456953642384106
"William Woods","Private",2008,22,"17.18",23,0.152317880794702
"William Woods","Private",2008,22,"01.16",2,0.013245033112583
"William Woods","Private",2008,22,"NA",18,0.119205298013245
"William Woods","Private",2008,22,"Tot",151,1
"Harris-Stowe","Public",2009,15.9256198347107,"33.36",,0
"Harris-Stowe","Public",2009,15.9256198347107,"28.32",,0
"Harris-Stowe","Public",2009,15.9256198347107,"24.27",3,0.007281553398058
"Harris-Stowe","Public",2009,15.9256198347107,"19.23",34,0.08252427184466
"Harris-Stowe","Public",2009,15.9256198347107,"17.18",50,0.121359223300971
"Harris-Stowe","Public",2009,15.9256198347107,"01.16",155,0.37621359223301
"Harris-Stowe","Public",2009,15.9256198347107,"NA",170,0.412621359223301
"Harris-Stowe","Public",2009,15.9256198347107,"Tot",412,1
"Lincoln","Public",2009,17.1632329635499,"33.36",,0
