"School","Pub.Priv","Year","Ave.Act","Range","Num","Pct"
"Evangel","Private",2010,22.3,"Tot",400,1
"Fontbonne","Private",2010,22,"33.36",0,0
"Fontbonne","Private",2010,22,"28.32",16,0.105960264900662
"Fontbonne","Private",2010,22,"24.27",27,0.178807947019868
"Fontbonne","Private",2010,22,"19.23",61,0.403973509933775
"Fontbonne","Private",2010,22,"17.18",19,0.125827814569536
"Fontbonne","Private",2010,22,"01.16",8,0.052980132450331
"Fontbonne","Private",2010,22,"NA",20,0.132450331125828
"Fontbonne","Private",2010,22,"Tot",151,1
"Hannibal-Lagrange","Private",2010,21,"33.36",0,0
"Hannibal-Lagrange","Private",2010,21,"28.32",10,0.058823529411765
"Hannibal-Lagrange","Private",2010,21,"24.27",32,0.188235294117647
"Hannibal-Lagrange","Private",2010,21,"19.23",67,0.394117647058823
"Hannibal-Lagrange","Private",2010,21,"17.18",21,0.123529411764706
"Hannibal-Lagrange","Private",2010,21,"01.16",5,0.029411764705882
"Hannibal-Lagrange","Private",2010,21,"NA",35,0.205882352941176
"Hannibal-Lagrange","Private",2010,21,"Tot",170,1
"Lindenwood","Private",2010,23,"33.36",3,0.002868068833652
"Lindenwood","Private",2010,23,"28.32",84,0.080305927342256
"Lindenwood","Private",2010,23,"24.27",170,0.162523900573614
"Lindenwood","Private",2010,23,"19.23",488,0.466539196940727
"Lindenwood","Private",2010,23,"17.18",52,0.049713193116635
"Lindenwood","Private",2010,23,"01.16",3,0.002868068833652
"Lindenwood","Private",2010,23,"NA",246,0.235181644359465
"Lindenwood","Private",2010,23,"Tot",1046,1
"Maryville","Private",2010,25,"33.36",1,0.002688172043011
"Maryville","Private",2010,25,"28.32",79,0.212365591397849
"Maryville","Private",2010,25,"24.27",150,0.403225806451613
"Maryville","Private",2010,25,"19.23",90,0.241935483870968
"Maryville","Private",2010,25,"17.18",6,0.016129032258065
"Maryville","Private",2010,25,"01.16",1,0.002688172043011
"Maryville","Private",2010,25,"NA",45,0.120967741935484
"Maryville","Private",2010,25,"Tot",372,1
"Missouri Baptist","Private",2010,21,"33.36",1,0.004672897196262
"Missouri Baptist","Private",2010,21,"28.32",16,0.074766355140187
"Missouri Baptist","Private",2010,21,"24.27",23,0.107476635514019
"Missouri Baptist","Private",2010,21,"19.23",89,0.41588785046729
"Missouri Baptist","Private",2010,21,"17.18",38,0.177570093457944
"Missouri Baptist","Private",2010,21,"01.16",15,0.070093457943925
"Missouri Baptist","Private",2010,21,"NA",32,0.149532710280374
"Missouri Baptist","Private",2010,21,"Tot",214,1
"Missouri Valley","Private",2010,19.3,"33.36",0,0
"Missouri Valley","Private",2010,19.3,"28.32",5,0.011848341232228
"Missouri Valley","Private",2010,19.3,"24.27",26,0.061611374407583
"Missouri Valley","Private",2010,19.3,"19.23",155,0.367298578199052
"Missouri Valley","Private",2010,19.3,"17.18",85,0.201421800947867
"Missouri Valley","Private",2010,19.3,"01.16",73,0.172985781990521
"Missouri Valley","Private",2010,19.3,"NA",78,0.184834123222749
"Missouri Valley","Private",2010,19.3,"Tot",422,1
"Park","Private",2010,21.5,"33.36",0,0
"Park","Private",2010,21.5,"28.32",14,0.090322580645161
"Park","Private",2010,21.5,"24.27",17,0.109677419354839
"Park","Private",2010,21.5,"19.23",44,0.283870967741935
"Park","Private",2010,21.5,"17.18",17,0.109677419354839
"Park","Private",2010,21.5,"01.16",12,0.07741935483871
"Park","Private",2010,21.5,"NA",51,0.329032258064516
"Park","Private",2010,21.5,"Tot",155,1
"Rockhurst","Private",2010,25,"33.36",8,0.021621621621622
"Rockhurst","Private",2010,25,"28.32",89,0.240540540540541
"Rockhurst","Private",2010,25,"24.27",127,0.343243243243243
"Rockhurst","Private",2010,25,"19.23",112,0.302702702702703
"Rockhurst","Private",2010,25,"17.18",19,0.051351351351351
"Rockhurst","Private",2010,25,"01.16",2,0.005405405405405
"Rockhurst","Private",2010,25,"NA",13,0.035135135135135
"Rockhurst","Private",2010,25,"Tot",370,1
"Saint Louis","Private",2010,27.1,"33.36",95,0.055040556199305
"Saint Louis","Private",2010,27.1,"28.32",594,0.3441483198146
"Saint Louis","Private",2010,27.1,"24.27",509,0.294901506373117
"Saint Louis","Private",2010,27.1,"19.23",264,0.152954808806489
"Saint Louis","Private",2010,27.1,"17.18",8,0.004634994206257
"Saint Louis","Private",2010,27.1,"01.16",6,0.003476245654693
"Saint Louis","Private",2010,27.1,"NA",250,0.144843568945539
"Saint Louis","Private",2010,27.1,"Tot",1726,1
"Southwest Baptist","Private",2010,22.1,"33.36",5,0.00965250965251
"Southwest Baptist","Private",2010,22.1,"28.32",45,0.086872586872587
"Southwest Baptist","Private",2010,22.1,"24.27",101,0.194980694980695
"Southwest Baptist","Private",2010,22.1,"19.23",197,0.38030888030888
"Southwest Baptist","Private",2010,22.1,"17.18",40,0.077220077220077
"Southwest Baptist","Private",2010,22.1,"01.16",38,0.073359073359073
"Southwest Baptist","Private",2010,22.1,"NA",92,0.177606177606178
"Southwest Baptist","Private",2010,22.1,"Tot",518,1
"Stephens","Private",2010,22,"33.36",1,0.005649717514124
"Stephens","Private",2010,22,"28.32",17,0.096045197740113
"Stephens","Private",2010,22,"24.27",39,0.220338983050847
"Stephens","Private",2010,22,"19.23",76,0.429378531073446
"Stephens","Private",2010,22,"17.18",21,0.11864406779661
"Stephens","Private",2010,22,"01.16",14,0.07909604519774
"Stephens","Private",2010,22,"NA",9,0.050847457627119
"Stephens","Private",2010,22,"Tot",177,1
"Washington","Private",2010,32.6,"33.36",579,0.354779411764706
"Washington","Private",2010,32.6,"28.32",448,0.274509803921569
"Washington","Private",2010,32.6,"24.27",6,0.003676470588235
"Washington","Private",2010,32.6,"19.23",0,0
"Washington","Private",2010,32.6,"17.18",0,0
"Washington","Private",2010,32.6,"01.16",0,0
"Washington","Private",2010,32.6,"NA",599,0.36703431372549
"Washington","Private",2010,32.6,"Tot",1632,1
"Webster","Private",2010,24,"33.36",1,0.002024291497976
"Webster","Private",2010,24,"28.32",61,0.123481781376518
"Webster","Private",2010,24,"24.27",127,0.257085020242915
"Webster","Private",2010,24,"19.23",135,0.273279352226721
"Webster","Private",2010,24,"17.18",28,0.05668016194332
"Webster","Private",2010,24,"01.16",10,0.020242914979757
"Webster","Private",2010,24,"NA",64,0.129554655870445
"Webster","Private",2010,24,"Tot",494,0.862348178137652
"Westminster","Private",2010,25,"33.36",7,0.021739130434783
"Westminster","Private",2010,25,"28.32",65,0.201863354037267
"Westminster","Private",2010,25,"24.27",95,0.295031055900621
"Westminster","Private",2010,25,"19.23",83,0.257763975155279
"Westminster","Private",2010,25,"17.18",14,0.043478260869565
"Westminster","Private",2010,25,"01.16",1,0.003105590062112
"Westminster","Private",2010,25,"NA",57,0.177018633540373
"Westminster","Private",2010,25,"Tot",322,1
"William Jewell","Private",2010,25.71,"33.36",6,0.022140221402214
"William Jewell","Private",2010,25.71,"28.32",80,0.29520295202952
"William Jewell","Private",2010,25.71,"24.27",99,0.365313653136531
"William Jewell","Private",2010,25.71,"19.23",70,0.25830258302583
"William Jewell","Private",2010,25.71,"17.18",5,0.018450184501845
"William Jewell","Private",2010,25.71,"01.16",2,0.007380073800738
"William Jewell","Private",2010,25.71,"NA",9,0.033210332103321
"William Jewell","Private",2010,25.71,"Tot",271,1
"William Woods","Private",2010,23,"33.36",3,0.014492753623188
"William Woods","Private",2010,23,"28.32",21,0.101449275362319
"William Woods","Private",2010,23,"24.27",51,0.246376811594203
"William Woods","Private",2010,23,"19.23",81,0.391304347826087
"William Woods","Private",2010,23,"17.18",29,0.140096618357488
"William Woods","Private",2010,23,"01.16",1,0.004830917874396
"William Woods","Private",2010,23,"NA",21,0.101449275362319
"William Woods","Private",2010,23,"Tot",207,1
"Harris-Stowe","Public",2011,16.79,"33.36",0,0
"Harris-Stowe","Public",2011,16.79,"28.32",0,0
"Harris-Stowe","Public",2011,16.79,"24.27",4,0.012698412698413
"Harris-Stowe","Public",2011,16.79,"19.23",35,0.111111111111111
"Harris-Stowe","Public",2011,16.79,"17.18",38,0.120634920634921
"Harris-Stowe","Public",2011,16.79,"01.16",89,0.282539682539682
"Harris-Stowe","Public",2011,16.79,"NA",149,0.473015873015873
"Harris-Stowe","Public",2011,16.79,"Tot",315,1
"Lincoln","Public",2011,16.73,"33.36",0,0
"Lincoln","Public",2011,16.73,"28.32",5,0.007874015748032
"Lincoln","Public",2011,16.73,"24.27",27,0.04251968503937
"Lincoln","Public",2011,16.73,"19.23",120,0.188976377952756
"Lincoln","Public",2011,16.73,"17.18",106,0.166929133858268
"Lincoln","Public",2011,16.73,"01.16",322,0.507086614173228
"Lincoln","Public",2011,16.73,"NA",55,0.086614173228347
"Lincoln","Public",2011,16.73,"Tot",635,1
"Missouri Southern","Public",2011,21.16,"33.36",1,0.001293661060802
"Missouri Southern","Public",2011,21.16,"28.32",48,0.062095730918499
"Missouri Southern","Public",2011,21.16,"24.27",140,0.18111254851229
"Missouri Southern","Public",2011,21.16,"19.23",293,0.379042690815006
"Missouri Southern","Public",2011,21.16,"17.18",111,0.14359637774903
"Missouri Southern","Public",2011,21.16,"01.16",81,0.104786545924968
"Missouri Southern","Public",2011,21.16,"NA",99,0.128072445019405
"Missouri Southern","Public",2011,21.16,"Tot",773,1
"Missouri State","Public",2011,24.06,"33.36",26,0.010321556173085
"Missouri State","Public",2011,24.06,"28.32",442,0.175466454942437
"Missouri State","Public",2011,24.06,"24.27",779,0.309249702262803
"Missouri State","Public",2011,24.06,"19.23",1098,0.435887256847956
"Missouri State","Public",2011,24.06,"17.18",75,0.029773719730052
"Missouri State","Public",2011,24.06,"01.16",18,0.007145692735212
"Missouri State","Public",2011,24.06,"NA",81,0.032155617308456
"Missouri State","Public",2011,24.06,"Tot",2519,1
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"33.36",93,0.08485401459854
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"28.32",466,0.425182481751825
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"24.27",375,0.342153284671533
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"19.23",105,0.095802919708029
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"17.18",5,0.00456204379562
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"01.16",0,0
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"NA",52,0.047445255474453
"Missouri Univ. Of Sci. & Tech.","Public",2011,27.83,"Tot",1096,1
"Missouri Western","Public",2011,20.19,"33.36",1,0.000871839581517
"Missouri Western","Public",2011,20.19,"28.32",44,0.038360941586748
"Missouri Western","Public",2011,20.19,"24.27",165,0.143853530950305
"Missouri Western","Public",2011,20.19,"19.23",397,0.346120313862249
"Missouri Western","Public",2011,20.19,"17.18",206,0.179598953792502
"Missouri Western","Public",2011,20.19,"01.16",191,0.166521360069747
"Missouri Western","Public",2011,20.19,"NA",143,0.124673060156931
"Missouri Western","Public",2011,20.19,"Tot",1147,1
"Northwest","Public",2011,22.31,"33.36",5,0.003134796238245
"Northwest","Public",2011,22.31,"28.32",151,0.094670846394984
"Northwest","Public",2011,22.31,"24.27",394,0.247021943573668
"Northwest","Public",2011,22.31,"19.23",762,0.477742946708464
"Northwest","Public",2011,22.31,"17.18",197,0.123510971786834
"Northwest","Public",2011,22.31,"01.16",49,0.030721003134796
"Northwest","Public",2011,22.31,"NA",37,0.023197492163009
"Northwest","Public",2011,22.31,"Tot",1595,1
"Southeast","Public",2011,22.8,"33.36",10,0.005252100840336
"Southeast","Public",2011,22.8,"28.32",219,0.115021008403361
"Southeast","Public",2011,22.8,"24.27",460,0.241596638655462
"Southeast","Public",2011,22.8,"19.23",793,0.416491596638655
"Southeast","Public",2011,22.8,"17.18",195,0.102415966386555
"Southeast","Public",2011,22.8,"01.16",36,0.01890756302521
"Southeast","Public",2011,22.8,"NA",191,0.10031512605042
"Southeast","Public",2011,22.8,"Tot",1904,1
"Truman","Public",2011,27.11,"33.36",74,0.053701015965167
"Truman","Public",2011,27.11,"28.32",528,0.383164005805515
"Truman","Public",2011,27.11,"24.27",526,0.381712626995646
"Truman","Public",2011,27.11,"19.23",203,0.147314949201742
"Truman","Public",2011,27.11,"17.18",3,0.002177068214804
"Truman","Public",2011,27.11,"01.16",0,0
"Truman","Public",2011,27.11,"NA",44,0.031930333817126
"Truman","Public",2011,27.11,"Tot",1378,1
"Ucm","Public",2011,,"33.36",,
"Ucm","Public",2011,,"28.32",,
"Ucm","Public",2011,,"24.27",,
"Ucm","Public",2011,,"19.23",,
"Ucm","Public",2011,,"17.18",,
"Ucm","Public",2011,,"01.16",,
"Ucm","Public",2011,,"NA",,
"Ucm","Public",2011,,"Tot",,
"Umc","Public",2011,25.67,"33.36",168,0.027370478983382
"Umc","Public",2011,25.67,"28.32",1633,0.266047572499185
"Umc","Public",2011,25.67,"24.27",2354,0.383512544802867
"Umc","Public",2011,25.67,"19.23",1656,0.269794721407625
"Umc","Public",2011,25.67,"17.18",55,0.008960573476703
"Umc","Public",2011,25.67,"01.16",14,0.002280873248615
"Umc","Public",2011,25.67,"NA",258,0.042033235581623
"Umc","Public",2011,25.67,"Tot",6138,1
"Umkc","Public",2011,23.53,"33.36",33,0.028472821397757
"Umkc","Public",2011,23.53,"28.32",211,0.182053494391717
"Umkc","Public",2011,23.53,"24.27",283,0.244176013805004
"Umkc","Public",2011,23.53,"19.23",370,0.319240724762726
"Umkc","Public",2011,23.53,"17.18",103,0.088869715271786
"Umkc","Public",2011,23.53,"01.16",82,0.070750647109577
"Umkc","Public",2011,23.53,"NA",77,0.066436583261432
"Umkc","Public",2011,23.53,"Tot",1159,1
"Umsl","Public",2011,23.51,"33.36",4,0.007936507936508
"Umsl","Public",2011,23.51,"28.32",69,0.136904761904762
"Umsl","Public",2011,23.51,"24.27",145,0.287698412698413
"Umsl","Public",2011,23.51,"19.23",205,0.406746031746032
"Umsl","Public",2011,23.51,"17.18",24,0.047619047619048
"Umsl","Public",2011,23.51,"01.16",7,0.013888888888889
"Umsl","Public",2011,23.51,"NA",50,0.099206349206349
"Umsl","Public",2011,23.51,"Tot",504,1
"Avila","Private",2011,22,"33.36",1,0.007246376811594
"Avila","Private",2011,22,"28.32",16,0.115942028985507
"Avila","Private",2011,22,"24.27",26,0.188405797101449
"Avila","Private",2011,22,"19.23",62,0.449275362318841
"Avila","Private",2011,22,"17.18",18,0.130434782608696
"Avila","Private",2011,22,"01.16",4,0.028985507246377
"Avila","Private",2011,22,"NA",11,0.079710144927536
"Avila","Private",2011,22,"Tot",138,1
"Central Methodist-Clas","Private",2011,22.2,"33.36",0,0
"Central Methodist-Clas","Private",2011,22.2,"28.32",21,0.074733096085409
"Central Methodist-Clas","Private",2011,22.2,"24.27",63,0.224199288256228
"Central Methodist-Clas","Private",2011,22.2,"19.23",149,0.530249110320285
"Central Methodist-Clas","Private",2011,22.2,"17.18",33,0.117437722419929
"Central Methodist-Clas","Private",2011,22.2,"01.16",0,0
"Central Methodist-Clas","Private",2011,22.2,"NA",15,0.05338078291815
"Central Methodist-Clas","Private",2011,22.2,"Tot",281,1
"College Of The Ozarks","Private",2011,22,"33.36",1,0.003571428571429
"College Of The Ozarks","Private",2011,22,"28.32",19,0.067857142857143
"College Of The Ozarks","Private",2011,22,"24.27",76,0.271428571428571
"College Of The Ozarks","Private",2011,22,"19.23",154,0.55
"College Of The Ozarks","Private",2011,22,"17.18",19,0.067857142857143
"College Of The Ozarks","Private",2011,22,"01.16",3,0.010714285714286
"College Of The Ozarks","Private",2011,22,"NA",8,0.028571428571429
"College Of The Ozarks","Private",2011,22,"Tot",280,1
"Columbia","Private",2011,23.2,"33.36",1,0.000751314800902
"Columbia","Private",2011,23.2,"28.32",15,0.011269722013524
"Columbia","Private",2011,23.2,"24.27",32,0.024042073628851
"Columbia","Private",2011,23.2,"19.23",40,0.030052592036063
"Columbia","Private",2011,23.2,"17.18",10,0.007513148009016
"Columbia","Private",2011,23.2,"01.16",4,0.003005259203606
"Columbia","Private",2011,23.2,"NA",1229,0.923365890308039
"Columbia","Private",2011,23.2,"Tot",1331,1
"Cottey","Private",2011,21.59,"33.36",1,
"Cottey","Private",2011,21.59,"28.32",12,
"Cottey","Private",2011,21.59,"24.27",18,
"Cottey","Private",2011,21.59,"19.23",54,
"Cottey","Private",2011,21.59,"17.18",12,
"Cottey","Private",2011,21.59,"01.16",11,
"Cottey","Private",2011,21.59,"NA",60,
"Cottey","Private",2011,21.59,"Tot",,
"Culver-Stockton","Private",2011,21.19,"33.36",0,0
"Culver-Stockton","Private",2011,21.19,"28.32",7,0.035532994923858
"Culver-Stockton","Private",2011,21.19,"24.27",40,0.203045685279188
"Culver-Stockton","Private",2011,21.19,"19.23",95,0.482233502538071
"Culver-Stockton","Private",2011,21.19,"17.18",46,0.233502538071066
"Culver-Stockton","Private",2011,21.19,"01.16",2,0.010152284263959
"Culver-Stockton","Private",2011,21.19,"NA",7,0.035532994923858
"Culver-Stockton","Private",2011,21.19,"Tot",197,1
"Drury","Private",2011,25.7,"33.36",8,0.013986013986014
"Drury","Private",2011,25.7,"28.32",92,0.160839160839161
"Drury","Private",2011,25.7,"24.27",126,0.22027972027972
"Drury","Private",2011,25.7,"19.23",84,0.146853146853147
"Drury","Private",2011,25.7,"17.18",6,0.010489510489511
"Drury","Private",2011,25.7,"01.16",1,0.001748251748252
"Drury","Private",2011,25.7,"NA",255,0.445804195804196
"Drury","Private",2011,25.7,"Tot",572,1
"Evangel","Private",2011,22.4,"33.36",5,0.012224938875306
"Evangel","Private",2011,22.4,"28.32",45,0.110024449877751
"Evangel","Private",2011,22.4,"24.27",76,0.185819070904645
"Evangel","Private",2011,22.4,"19.23",123,0.300733496332518
"Evangel","Private",2011,22.4,"17.18",47,0.114914425427873
"Evangel","Private",2011,22.4,"01.16",28,0.068459657701712
"Evangel","Private",2011,22.4,"NA",85,0.207823960880196
"Evangel","Private",2011,22.4,"Tot",409,1
"Fontbonne","Private",2011,43,"33.36",2,0.014084507042254
"Fontbonne","Private",2011,43,"28.32",4,0.028169014084507
"Fontbonne","Private",2011,43,"24.27",11,0.077464788732394
"Fontbonne","Private",2011,43,"19.23",21,0.147887323943662
"Fontbonne","Private",2011,43,"17.18",7,0.049295774647887
"Fontbonne","Private",2011,43,"01.16",1,0.007042253521127
"Fontbonne","Private",2011,43,"NA",96,0.676056338028169
"Fontbonne","Private",2011,43,"Tot",142,1
"Hannibal-Lagrange","Private",2011,22,"33.36",0,0
"Hannibal-Lagrange","Private",2011,22,"28.32",11,0.069182389937107
"Hannibal-Lagrange","Private",2011,22,"24.27",36,0.226415094339623
"Hannibal-Lagrange","Private",2011,22,"19.23",50,0.314465408805031
"Hannibal-Lagrange","Private",2011,22,"17.18",14,0.088050314465409
"Hannibal-Lagrange","Private",2011,22,"01.16",4,0.025157232704403
"Hannibal-Lagrange","Private",2011,22,"NA",44,0.276729559748428
"Hannibal-Lagrange","Private",2011,22,"Tot",159,1
"Lindenwood","Private",2011,22,"33.36",1,0.000973709834469
"Lindenwood","Private",2011,22,"28.32",49,0.047711781888997
"Lindenwood","Private",2011,22,"24.27",192,0.186952288218111
"Lindenwood","Private",2011,22,"19.23",404,0.393378773125609
"Lindenwood","Private",2011,22,"17.18",99,0.096397273612464
"Lindenwood","Private",2011,22,"01.16",47,0.045764362220059
"Lindenwood","Private",2011,22,"NA",235,0.228821811100292
"Lindenwood","Private",2011,22,"Tot",1027,1
"Maryville","Private",2011,25,"33.36",0,0
"Maryville","Private",2011,25,"28.32",63,0.177966101694915
"Maryville","Private",2011,25,"24.27",156,0.440677966101695
"Maryville","Private",2011,25,"19.23",92,0.259887005649717
"Maryville","Private",2011,25,"17.18",7,0.019774011299435
"Maryville","Private",2011,25,"01.16",2,0.005649717514124
"Maryville","Private",2011,25,"NA",34,0.096045197740113
"Maryville","Private",2011,25,"Tot",354,1
"Missouri Baptist","Private",2011,21,"33.36",0,0
"Missouri Baptist","Private",2011,21,"28.32",16,0.067510548523207
"Missouri Baptist","Private",2011,21,"24.27",34,0.143459915611814
"Missouri Baptist","Private",2011,21,"19.23",97,0.409282700421941
"Missouri Baptist","Private",2011,21,"17.18",38,0.160337552742616
"Missouri Baptist","Private",2011,21,"01.16",8,0.033755274261603
"Missouri Baptist","Private",2011,21,"NA",44,0.185654008438819
"Missouri Baptist","Private",2011,21,"Tot",237,1
"Missouri Valley","Private",2011,0,"33.36",0,0
"Missouri Valley","Private",2011,0,"28.32",6,0.015873015873016
"Missouri Valley","Private",2011,0,"24.27",18,0.047619047619048
"Missouri Valley","Private",2011,0,"19.23",144,0.380952380952381
"Missouri Valley","Private",2011,0,"17.18",95,0.251322751322751
"Missouri Valley","Private",2011,0,"01.16",49,0.12962962962963
"Missouri Valley","Private",2011,0,"NA",66,0.174603174603175
"Missouri Valley","Private",2011,0,"Tot",378,1
"Park","Private",2011,21.6,"33.36",4,0.022222222222222
"Park","Private",2011,21.6,"28.32",8,0.044444444444445
"Park","Private",2011,21.6,"24.27",30,0.166666666666667
"Park","Private",2011,21.6,"19.23",57,0.316666666666667
"Park","Private",2011,21.6,"17.18",25,0.138888888888889
"Park","Private",2011,21.6,"01.16",6,0.033333333333333
"Park","Private",2011,21.6,"NA",50,0.277777777777778
"Park","Private",2011,21.6,"Tot",180,1
"Rockhurst","Private",2011,24.7,"33.36",3,0.00920245398773
"Rockhurst","Private",2011,24.7,"28.32",71,0.217791411042945
"Rockhurst","Private",2011,24.7,"24.27",120,0.368098159509202
"Rockhurst","Private",2011,24.7,"19.23",110,0.337423312883436
"Rockhurst","Private",2011,24.7,"17.18",12,0.03680981595092
"Rockhurst","Private",2011,24.7,"01.16",1,0.003067484662577
"Rockhurst","Private",2011,24.7,"NA",9,0.02760736196319
"Rockhurst","Private",2011,24.7,"Tot",326,1
"Saint Louis","Private",2011,27.8,"33.36",85,0.048405466970387
"Saint Louis","Private",2011,27.8,"28.32",653,0.371867881548975
"Saint Louis","Private",2011,27.8,"24.27",574,0.326879271070615
"Saint Louis","Private",2011,27.8,"19.23",222,0.126423690205011
"Saint Louis","Private",2011,27.8,"17.18",2,0.001138952164009
"Saint Louis","Private",2011,27.8,"01.16",0,0
"Saint Louis","Private",2011,27.8,"NA",220,0.125284738041002
"Saint Louis","Private",2011,27.8,"Tot",1756,1
"Southwest Baptist","Private",2011,23.1,"33.36",4,0.00750469043152
"Southwest Baptist","Private",2011,23.1,"28.32",52,0.097560975609756
"Southwest Baptist","Private",2011,23.1,"24.27",139,0.26078799249531
"Southwest Baptist","Private",2011,23.1,"19.23",165,0.309568480300188
"Southwest Baptist","Private",2011,23.1,"17.18",53,0.099437148217636
"Southwest Baptist","Private",2011,23.1,"01.16",33,0.061913696060038
"Southwest Baptist","Private",2011,23.1,"NA",87,0.163227016885553
"Southwest Baptist","Private",2011,23.1,"Tot",533,1
"Stephens","Private",2011,23.1,"33.36",0,0
"Stephens","Private",2011,23.1,"28.32",24,0.148148148148148
"Stephens","Private",2011,23.1,"24.27",40,0.246913580246914
"Stephens","Private",2011,23.1,"19.23",58,0.358024691358025
"Stephens","Private",2011,23.1,"17.18",8,0.049382716049383
"Stephens","Private",2011,23.1,"01.16",8,0.049382716049383
"Stephens","Private",2011,23.1,"NA",24,0.148148148148148
"Stephens","Private",2011,23.1,"Tot",162,1
"Washington","Private",2011,32.8,"33.36",577,0.387768817204301
"Washington","Private",2011,32.8,"28.32",342,0.229838709677419
"Washington","Private",2011,32.8,"24.27",8,0.005376344086022
"Washington","Private",2011,32.8,"19.23",0,0
"Washington","Private",2011,32.8,"17.18",0,0
"Washington","Private",2011,32.8,"01.16",0,0
"Washington","Private",2011,32.8,"NA",561,0.377016129032258
"Washington","Private",2011,32.8,"Tot",1488,1
"Webster","Private",2011,24,"33.36",5,0.010121457489879
"Webster","Private",2011,24,"28.32",90,0.182186234817814
"Webster","Private",2011,24,"24.27",152,0.307692307692308
"Webster","Private",2011,24,"19.23",149,0.301619433198381
"Webster","Private",2011,24,"17.18",22,0.044534412955466
"Webster","Private",2011,24,"01.16",7,0.01417004048583
"Webster","Private",2011,24,"NA",49,0.09919028340081
"Webster","Private",2011,24,"Tot",494,0.959514170040486
"Westminster","Private",2011,24.6,"33.36",3,0.011811023622047
"Westminster","Private",2011,24.6,"28.32",42,0.165354330708661
"Westminster","Private",2011,24.6,"24.27",80,0.31496062992126
"Westminster","Private",2011,24.6,"19.23",50,0.196850393700787
"Westminster","Private",2011,24.6,"17.18",12,0.047244094488189
"Westminster","Private",2011,24.6,"01.16",1,0.003937007874016
"Westminster","Private",2011,24.6,"NA",66,0.259842519685039
"Westminster","Private",2011,24.6,"Tot",254,1
"William Jewell","Private",2011,25.45,"33.36",5,0.018518518518519
"William Jewell","Private",2011,25.45,"28.32",63,0.233333333333333
"William Jewell","Private",2011,25.45,"24.27",111,0.411111111111111
"William Jewell","Private",2011,25.45,"19.23",69,0.255555555555556
"William Jewell","Private",2011,25.45,"17.18",3,0.011111111111111
"William Jewell","Private",2011,25.45,"01.16",1,0.003703703703704
"William Jewell","Private",2011,25.45,"NA",18,0.066666666666667
"William Jewell","Private",2011,25.45,"Tot",270,1
"William Woods","Private",2011,23,"33.36",1,0.005524861878453
"William Woods","Private",2011,23,"28.32",16,0.088397790055249
"William Woods","Private",2011,23,"24.27",34,0.187845303867403
"William Woods","Private",2011,23,"19.23",71,0.392265193370166
"William Woods","Private",2011,23,"17.18",15,0.082872928176796
"William Woods","Private",2011,23,"01.16",5,0.027624309392265
"William Woods","Private",2011,23,"NA",39,0.215469613259669
"William Woods","Private",2011,23,"Tot",181,1
"Harris-Stowe","Public",2012,15.54,"33.36",,0
"Harris-Stowe","Public",2012,15.54,"28.32",,0
"Harris-Stowe","Public",2012,15.54,"24.27",1,0.003125
"Harris-Stowe","Public",2012,15.54,"19.23",7,0.021875
"Harris-Stowe","Public",2012,15.54,"17.18",9,0.028125
"Harris-Stowe","Public",2012,15.54,"01.16",40,0.125
"Harris-Stowe","Public",2012,15.54,"NA",263,0.821875
"Harris-Stowe","Public",2012,15.54,"Tot",320,1
"Lincoln","Public",2012,17.59,"33.36",,0
"Lincoln","Public",2012,17.59,"28.32",4,0.008888888888889
"Lincoln","Public",2012,17.59,"24.27",27,0.06
"Lincoln","Public",2012,17.59,"19.23",121,0.268888888888889
"Lincoln","Public",2012,17.59,"17.18",88,0.195555555555556
"Lincoln","Public",2012,17.59,"01.16",186,0.413333333333333
"Lincoln","Public",2012,17.59,"NA",24,0.053333333333333
"Lincoln","Public",2012,17.59,"Tot",450,1
"Missouri Southern","Public",2012,21.28,"33.36",2,0.002493765586035
"Missouri Southern","Public",2012,21.28,"28.32",60,0.074812967581047
"Missouri Southern","Public",2012,21.28,"24.27",127,0.158354114713217
"Missouri Southern","Public",2012,21.28,"19.23",327,0.407730673316708
"Missouri Southern","Public",2012,21.28,"17.18",105,0.130922693266833
"Missouri Southern","Public",2012,21.28,"01.16",86,0.107231920199501
"Missouri Southern","Public",2012,21.28,"NA",95,0.118453865336658
"Missouri Southern","Public",2012,21.28,"Tot",802,1
"Missouri State","Public",2012,23.89,"33.36",25,0.010036130068246
"Missouri State","Public",2012,23.89,"28.32",411,0.164993978321959
"Missouri State","Public",2012,23.89,"24.27",756,0.303492573263749
"Missouri State","Public",2012,23.89,"19.23",1081,0.433962264150943
"Missouri State","Public",2012,23.89,"17.18",77,0.030911280610197
"Missouri State","Public",2012,23.89,"01.16",34,0.013649136892814
"Missouri State","Public",2012,23.89,"NA",107,0.042954636692092
"Missouri State","Public",2012,23.89,"Tot",2491,1
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"33.36",87,0.077402135231317
