,DriverNumber,LapNumber,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,StartPosition,EndPosition,Points,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,TotalTime,PitTime,TotalTimeWithPit,TotalTimeWithPitWoop
108,77,9,MEDIUM,16.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.689,29.726000000000003,29.286,93.70100000000001,NA,NA,NA
158,31,9,MEDIUM,16.0,False,1,Alpine,OCO,2,9.0,4.0,12.0,NA,NA,35.357,30.293000000000003,29.592000000000002,95.242,NA,NA,NA
208,3,9,HARD,9.0,True,1,McLaren,RIC,2,11.0,5.0,10.0,NA,NA,35.316,30.073,29.526000000000003,94.91500000000002,NA,NA,NA
258,10,9,MEDIUM,16.0,False,1,AlphaTauri,GAS,2,6.0,6.0,8.0,NA,NA,35.498000000000005,30.048000000000002,29.711000000000002,95.257,NA,NA,NA
308,16,9,MEDIUM,14.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.626000000000005,29.885,29.452,93.96300000000001,NA,NA,NA
358,55,9,HARD,9.0,True,1,Ferrari,SAI,2,15.0,8.0,4.0,NA,NA,35.386,29.782000000000004,29.764000000000003,94.93200000000002,NA,NA,NA
408,99,9,MEDIUM,15.0,False,1,Alfa Romeo Racing,GIO,2,10.0,9.0,2.0,NA,NA,35.452000000000005,30.265,29.956000000000003,95.67300000000002,NA,NA,NA
458,4,9,SOFT,13.0,False,1,McLaren,NOR,2,7.0,10.0,1.0,NA,NA,35.481,30.438000000000002,29.875000000000004,95.79400000000001,NA,NA,NA
558,6,9,MEDIUM,9.0,True,1,Williams,LAT,24,16.0,12.0,0.0,NA,NA,35.742000000000004,30.689000000000004,36.869,103.30000000000001,NA,NA,NA
608,14,9,MEDIUM,9.0,True,1,Alpine,ALO,24,13.0,13.0,0.0,NA,NA,35.484,30.414,29.703000000000003,95.601,NA,NA,NA
657,22,9,MEDIUM,16.0,False,1,AlphaTauri,TSU,24,8.0,14.0,0.0,NA,NA,36.043,30.324,29.438000000000002,95.805,NA,NA,NA
706,7,9,MEDIUM,9.0,True,1,Alfa Romeo Racing,RAI,24,12.0,15.0,0.0,NA,NA,35.730000000000004,30.144000000000002,29.414,95.28800000000001,NA,NA,NA
755,5,9,HARD,10.0,False,1,Aston Martin,VET,24,17.0,16.0,0.0,NA,NA,35.749,30.292,31.361,97.402,NA,NA,NA
799,11,9,MEDIUM,16.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,34.886,29.863000000000003,29.389000000000003,94.138,NA,NA,NA
814,9,9,MEDIUM,9.0,True,1,Haas F1 Team,MAZ,24,20.0,18.0,0.0,NA,NA,36.483000000000004,30.66,42.686,109.82900000000001,NA,NA,NA
844,47,9,MEDIUM,9.0,True,1,Haas F1 Team,MSC,24,19.0,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,44,10,MEDIUM,19.0,False,1,Mercedes,HAM,24,1.0,1.0,26.0,4662.299,NA,40.924,37.885000000000005,43.234,122.043,20.576000000000022,142.61900000000003,142.61900000000003
309,16,10,MEDIUM,15.0,False,1,Ferrari,LEC,24,4.0,7.0,6.0,4674.817,NA,42.168,39.256,43.872,125.296,20.55200000000059,145.84800000000058,145.84800000000058
800,11,10,MEDIUM,17.0,False,1,Red Bull Racing,PER,24,5.0,17.0,0.0,4678.059,NA,44.601000000000006,38.244,42.995000000000005,125.84,20.70600000000013,146.54600000000013,146.54600000000013
459,4,10,SOFT,14.0,False,1,McLaren,NOR,24,7.0,10.0,1.0,4687.91,NA,43.933,40.676,42.252,126.86100000000002,20.963000000000648,147.82400000000067,147.82400000000067
109,77,10,MEDIUM,17.0,False,1,Mercedes,BOT,24,2.0,3.0,15.0,4671.117,NA,40.104,43.253,44.083000000000006,127.44,20.850000000000364,148.29000000000036,148.29000000000036
609,14,10,MEDIUM,10.0,True,1,Alpine,ALO,4,13.0,13.0,0.0,4701.808,NA,52.762,34.669000000000004,43.330000000000005,130.76100000000002,19.35900000000038,150.1200000000004,150.1200000000004
559,6,10,MEDIUM,10.0,True,1,Williams,LAT,4,16.0,12.0,0.0,4716.709000000001,NA,41.791000000000004,41.337,43.319,126.44700000000002,24.19799999999941,150.6449999999994,150.6449999999994
59,33,10,MEDIUM,14.0,False,1,Red Bull Racing,VER,24,3.0,2.0,18.0,NA,NA,40.446000000000005,41.792,41.992000000000004,124.23,NA,NA,NA
159,31,10,MEDIUM,17.0,False,1,Alpine,OCO,24,9.0,4.0,12.0,NA,NA,44.532000000000004,40.536,39.946000000000005,125.01400000000001,NA,NA,NA
209,3,10,HARD,10.0,True,1,McLaren,RIC,24,11.0,5.0,10.0,NA,NA,45.85,39.805,39.109,124.76400000000001,NA,NA,NA
259,10,10,MEDIUM,17.0,False,1,AlphaTauri,GAS,24,6.0,6.0,8.0,NA,NA,47.781000000000006,37.690000000000005,38.813,124.284,NA,NA,NA
359,55,10,HARD,10.0,True,1,Ferrari,SAI,24,15.0,8.0,4.0,NA,NA,51.839000000000006,34.346000000000004,40.341,126.52600000000001,NA,NA,NA
409,99,10,MEDIUM,16.0,False,1,Alfa Romeo Racing,GIO,24,10.0,9.0,2.0,NA,NA,53.947,34.409,38.779,127.13499999999999,NA,NA,NA
509,18,10,HARD,2.0,False,2,Aston Martin,STR,4,18.0,11.0,0.0,NA,4610.848,64.244,42.1,41.331,147.675,NA,NA,NA
658,22,10,MEDIUM,17.0,False,1,AlphaTauri,TSU,4,8.0,14.0,0.0,NA,NA,55.087,37.357,36.105000000000004,128.549,NA,NA,NA
707,7,10,MEDIUM,10.0,True,1,Alfa Romeo Racing,RAI,4,12.0,15.0,0.0,NA,NA,56.31100000000001,37.294000000000004,36.371,129.97600000000003,NA,NA,NA
756,5,10,HARD,11.0,False,1,Aston Martin,VET,4,17.0,16.0,0.0,NA,NA,53.607000000000006,38.772000000000006,34.859,127.23800000000003,NA,NA,NA
815,9,10,MEDIUM,10.0,True,1,Haas F1 Team,MAZ,4,20.0,18.0,0.0,NA,NA,45.226000000000006,36.129000000000005,41.548,122.90300000000002,NA,NA,NA
830,63,10,HARD,1.0,True,2,Williams,RUS,4,14.0,19.0,0.0,NA,4606.529,60.623000000000005,38.371,41.012,140.006,NA,NA,NA
10,44,11,HARD,1.0,True,2,Mercedes,HAM,4,1.0,1.0,26.0,NA,4682.875,65.394,53.437000000000005,61.73800000000001,180.56900000000002,NA,NA,NA
60,33,11,MEDIUM,15.0,False,1,Red Bull Racing,VER,4,3.0,2.0,18.0,NA,NA,54.726000000000006,55.784000000000006,61.527,172.03700000000003,NA,NA,NA
110,77,11,HARD,1.0,True,2,Mercedes,BOT,4,2.0,3.0,15.0,NA,4691.967000000001,60.507000000000005,51.186,62.282000000000004,173.97500000000002,NA,NA,NA
160,31,11,MEDIUM,18.0,False,1,Alpine,OCO,4,9.0,4.0,12.0,NA,NA,45.057,51.278000000000006,62.496,158.83100000000002,NA,NA,NA
210,3,11,HARD,11.0,True,1,McLaren,RIC,4,11.0,5.0,10.0,NA,NA,45.906000000000006,51.133,62.31100000000001,159.35000000000002,NA,NA,NA
260,10,11,MEDIUM,18.0,False,1,AlphaTauri,GAS,4,6.0,6.0,8.0,NA,NA,47.933,50.898,64.86500000000001,163.69600000000003,NA,NA,NA
310,16,11,HARD,1.0,True,2,Ferrari,LEC,4,4.0,7.0,6.0,NA,4695.369000000001,60.748000000000005,51.314,62.453,174.51500000000001,NA,NA,NA
360,55,11,HARD,11.0,True,1,Ferrari,SAI,4,15.0,8.0,4.0,NA,NA,46.541000000000004,49.681000000000004,64.76100000000001,160.983,NA,NA,NA
410,99,11,MEDIUM,17.0,False,1,Alfa Romeo Racing,GIO,4,10.0,9.0,2.0,NA,NA,47.133,50.376000000000005,64.453,161.96200000000002,NA,NA,NA
460,4,11,HARD,1.0,True,2,McLaren,NOR,4,7.0,10.0,1.0,NA,4708.8730000000005,63.035000000000004,49.161,65.429,177.625,NA,NA,NA
510,18,11,HARD,3.0,False,2,Aston Martin,STR,4,18.0,11.0,0.0,NA,NA,37.831,36.183,68.369,142.383,NA,NA,NA
560,6,11,HARD,1.0,True,2,Williams,LAT,4,16.0,12.0,0.0,NA,4740.907,63.196000000000005,40.155,55.117000000000004,158.46800000000002,NA,NA,NA
610,14,11,HARD,1.0,True,2,Alpine,ALO,4,13.0,13.0,0.0,NA,4721.167,58.425000000000004,42.902,64.96600000000001,166.293,NA,NA,NA
659,22,11,MEDIUM,18.0,False,1,AlphaTauri,TSU,4,8.0,14.0,0.0,NA,NA,45.59,49.264,64.846,159.70000000000002,NA,NA,NA
708,7,11,MEDIUM,11.0,True,1,Alfa Romeo Racing,RAI,4,12.0,15.0,0.0,NA,NA,44.742000000000004,50.714000000000006,63.643,159.09900000000002,NA,NA,NA
757,5,11,HARD,12.0,False,1,Aston Martin,VET,4,17.0,16.0,0.0,NA,NA,46.052,50.793000000000006,64.281,161.126,NA,NA,NA
801,11,11,HARD,1.0,True,2,Red Bull Racing,PER,4,5.0,17.0,0.0,NA,4698.765,59.813,51.761,64.48100000000001,176.055,NA,NA,NA
816,9,11,MEDIUM,11.0,True,1,Haas F1 Team,MAZ,4,20.0,18.0,0.0,NA,NA,40.061,39.690000000000005,66.989,146.74,NA,NA,NA
831,63,11,HARD,2.0,True,2,Williams,RUS,4,14.0,19.0,0.0,NA,NA,38.861000000000004,39.477000000000004,68.36,146.698,NA,NA,NA
11,44,12,HARD,2.0,True,2,Mercedes,HAM,4,1.0,1.0,26.0,NA,NA,57.606,53.233000000000004,57.226000000000006,168.065,NA,NA,NA
61,33,12,MEDIUM,16.0,False,1,Red Bull Racing,VER,4,3.0,2.0,18.0,NA,NA,58.377,53.73800000000001,55.167,167.282,NA,NA,NA
111,77,12,HARD,2.0,True,2,Mercedes,BOT,4,2.0,3.0,15.0,NA,NA,57.511,53.104000000000006,57.157000000000004,167.77200000000002,NA,NA,NA
161,31,12,MEDIUM,19.0,False,1,Alpine,OCO,4,9.0,4.0,12.0,NA,NA,57.585,53.0,57.569,168.154,NA,NA,NA
211,3,12,HARD,12.0,True,1,McLaren,RIC,4,11.0,5.0,10.0,NA,NA,57.487,53.689,57.739000000000004,168.91500000000002,NA,NA,NA
261,10,12,MEDIUM,19.0,False,1,AlphaTauri,GAS,4,6.0,6.0,8.0,NA,NA,53.958000000000006,53.709,59.082,166.749,NA,NA,NA
311,16,12,HARD,2.0,True,2,Ferrari,LEC,4,4.0,7.0,6.0,NA,NA,56.425000000000004,54.2,57.766000000000005,168.39100000000002,NA,NA,NA
361,55,12,HARD,12.0,True,1,Ferrari,SAI,4,15.0,8.0,4.0,NA,NA,54.778000000000006,53.444,57.96,166.18200000000002,NA,NA,NA
411,99,12,MEDIUM,18.0,False,1,Alfa Romeo Racing,GIO,4,10.0,9.0,2.0,NA,NA,54.136,54.032000000000004,57.454,165.622,NA,NA,NA
461,4,12,HARD,2.0,True,2,McLaren,NOR,4,7.0,10.0,1.0,NA,NA,53.053000000000004,55.510000000000005,55.510000000000005,164.07300000000004,NA,NA,NA
511,18,12,HARD,4.0,False,2,Aston Martin,STR,4,18.0,11.0,0.0,NA,NA,51.193000000000005,56.079,57.054,164.32600000000002,NA,NA,NA
561,6,12,HARD,2.0,True,2,Williams,LAT,4,16.0,12.0,0.0,NA,NA,53.416000000000004,53.646,57.887,164.949,NA,NA,NA
611,14,12,HARD,2.0,True,2,Alpine,ALO,4,13.0,13.0,0.0,NA,NA,53.080000000000005,57.005,53.768,163.853,NA,NA,NA
660,22,12,MEDIUM,19.0,False,1,AlphaTauri,TSU,4,8.0,14.0,0.0,NA,NA,54.562000000000005,52.641000000000005,57.829,165.032,NA,NA,NA
709,7,12,MEDIUM,12.0,True,1,Alfa Romeo Racing,RAI,4,12.0,15.0,0.0,NA,NA,54.334,53.396,58.901,166.631,NA,NA,NA
758,5,12,HARD,13.0,False,1,Aston Martin,VET,4,17.0,16.0,0.0,NA,NA,53.207,55.841,55.804,164.852,NA,NA,NA
802,11,12,HARD,2.0,True,2,Red Bull Racing,PER,4,5.0,17.0,0.0,NA,NA,54.912000000000006,52.957,58.604000000000006,166.473,NA,NA,NA
817,9,12,MEDIUM,12.0,True,1,Haas F1 Team,MAZ,4,20.0,18.0,0.0,NA,NA,51.715,55.99,55.792,163.497,NA,NA,NA
832,63,12,HARD,3.0,True,2,Williams,RUS,4,14.0,19.0,0.0,NA,NA,51.253,56.05800000000001,56.512,163.823,NA,NA,NA
62,33,13,MEDIUM,17.0,False,1,Red Bull Racing,VER,45,3.0,2.0,18.0,5182.085,NA,55.515,52.036,67.33,174.881,996.4800000000005,1171.3610000000006,1171.3610000000006
162,31,13,MEDIUM,20.0,False,1,Alpine,OCO,45,9.0,4.0,12.0,5190.286,NA,54.219,53.763000000000005,68.681,176.663,997.1370000000006,1173.8000000000006,1173.8000000000006
212,3,13,HARD,13.0,True,1,McLaren,RIC,45,11.0,5.0,10.0,5194.79,NA,55.063,52.066,72.173,179.30200000000002,996.9030000000002,1176.2050000000004,1176.2050000000004
262,10,13,MEDIUM,20.0,False,1,AlphaTauri,GAS,45,6.0,6.0,8.0,5197.838000000001,NA,54.626000000000005,51.98800000000001,72.959,179.573,1001.6719999999996,1181.2449999999997,1181.2449999999997
362,55,13,HARD,13.0,True,1,Ferrari,SAI,45,15.0,8.0,4.0,5201.415,NA,55.260000000000005,52.004000000000005,73.655,180.919,1004.3290000000006,1185.2480000000007,1185.2480000000007
412,99,13,MEDIUM,19.0,False,1,Alfa Romeo Racing,GIO,45,10.0,9.0,2.0,5203.385,NA,55.189,52.646,74.295,182.13,1004.576,1186.7060000000001,1186.7060000000001
661,22,13,MEDIUM,20.0,False,1,AlphaTauri,TSU,45,8.0,14.0,0.0,5205.138,NA,55.009,53.49,74.45,182.949,1006.3710000000001,1189.3200000000002,1189.3200000000002
710,7,13,MEDIUM,13.0,True,1,Alfa Romeo Racing,RAI,45,12.0,15.0,0.0,5207.985000000001,NA,53.604000000000006,53.352000000000004,76.548,183.50400000000002,1008.2379999999994,1191.7419999999993,1191.7419999999993
759,5,13,HARD,14.0,False,1,Aston Martin,VET,45,17.0,16.0,0.0,5209.921,NA,54.755,52.142,78.03200000000001,184.92900000000003,1012.3230000000003,1197.2520000000004,1197.2520000000004
818,9,13,MEDIUM,13.0,True,1,Haas F1 Team,MAZ,45,20.0,18.0,0.0,5218.793000000001,NA,53.876000000000005,52.451,84.058,190.385,1018.9889999999996,1209.3739999999996,1209.3739999999996
12,44,13,HARD,3.0,True,2,Mercedes,HAM,45,1.0,1.0,26.0,5186.01,NA,53.956,53.149,68.4,175.505,995.8200000000006,1171.3250000000007,1313.9440000000009
112,77,13,HARD,3.0,True,2,Mercedes,BOT,45,2.0,3.0,15.0,5188.617,NA,54.367000000000004,52.965,69.605,176.937,996.027,1172.964,1321.2540000000004
312,16,13,HARD,3.0,True,2,Ferrari,LEC,45,4.0,7.0,6.0,5196.039000000001,NA,54.98500000000001,51.73500000000001,72.47,179.19,999.406,1178.596,1324.4440000000006
803,11,13,HARD,3.0,True,2,Red Bull Racing,PER,45,5.0,17.0,0.0,5199.647,NA,55.064,52.298,73.489,180.851,1002.5830000000005,1183.4340000000007,1329.9800000000007
833,63,13,HARD,4.0,True,2,Williams,RUS,45,14.0,19.0,0.0,5221.541,NA,53.309000000000005,53.185,87.516,194.01,1021.299,1215.309,1338.2539999999997
462,4,13,HARD,3.0,True,2,McLaren,NOR,45,7.0,10.0,1.0,5211.397,NA,55.522000000000006,51.918000000000006,78.938,186.37800000000001,1017.0440000000008,1203.4220000000007,1351.2460000000015
512,18,13,HARD,5.0,False,2,Aston Martin,STR,45,18.0,11.0,0.0,5225.820000000001,NA,53.233000000000004,53.30500000000001,98.35300000000001,204.89100000000002,1020.6909999999998,1225.5819999999999,1355.1009999999999
612,14,13,HARD,3.0,True,2,Alpine,ALO,45,13.0,13.0,0.0,5214.477000000001,NA,55.93000000000001,51.85,80.44300000000001,188.223,1019.8849999999993,1208.1079999999993,1358.2279999999996
562,6,13,HARD,3.0,True,2,Williams,LAT,45,16.0,12.0,0.0,5233.787,NA,53.553000000000004,52.374,99.82000000000001,205.747,1017.0439999999999,1222.791,1373.4359999999992
13,44,14,HARD,4.0,False,3,Mercedes,HAM,1,1.0,1.0,26.0,NA,6181.830000000001,NA,58.848000000000006,70.91000000000001,NA,NA,NA,NA
63,33,14,HARD,1.0,True,2,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,6178.5650000000005,NA,57.187000000000005,66.387,NA,NA,NA,NA
113,77,14,HARD,4.0,False,3,Mercedes,BOT,1,2.0,3.0,15.0,NA,6184.644,NA,58.99400000000001,71.433,NA,NA,NA,NA
163,31,14,HARD,1.0,True,2,Alpine,OCO,1,9.0,4.0,12.0,NA,6187.423000000001,NA,58.657000000000004,71.989,NA,NA,NA,NA
213,3,14,MEDIUM,1.0,True,2,McLaren,RIC,1,11.0,5.0,10.0,NA,6191.693,NA,58.209,74.262,NA,NA,NA,NA
263,10,14,HARD,1.0,True,2,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,6199.51,NA,58.57,75.744,NA,NA,NA,NA
313,16,14,HARD,4.0,False,3,Ferrari,LEC,1,4.0,7.0,6.0,NA,6195.445000000001,NA,58.472,74.50800000000001,NA,NA,NA,NA
363,55,14,MEDIUM,4.0,False,2,Ferrari,SAI,1,15.0,8.0,4.0,NA,6205.744000000001,NA,58.268,77.57900000000001,NA,NA,NA,NA
413,99,14,HARD,1.0,True,2,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,6207.961,NA,58.118,77.632,NA,NA,NA,NA
463,4,14,HARD,4.0,False,3,McLaren,NOR,1,7.0,10.0,1.0,NA,6228.441000000001,NA,52.306000000000004,78.00200000000001,NA,NA,NA,NA
513,18,14,HARD,6.0,False,3,Aston Martin,STR,1,18.0,11.0,0.0,NA,6246.511,NA,56.373000000000005,78.24600000000001,NA,NA,NA,NA
563,6,14,MEDIUM,1.0,True,3,Williams,LAT,1,16.0,12.0,0.0,NA,6250.831,NA,55.788000000000004,80.866,NA,NA,NA,NA
613,14,14,HARD,4.0,False,3,Alpine,ALO,1,13.0,13.0,0.0,NA,6234.362,NA,55.68300000000001,77.775,NA,NA,NA,NA
662,22,14,HARD,1.0,True,2,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,6211.509,NA,56.14,78.105,NA,NA,NA,NA
711,7,14,HARD,1.0,True,2,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,6216.223,NA,57.584,80.248,NA,NA,NA,NA
760,5,14,MEDIUM,1.0,False,2,Aston Martin,VET,1,17.0,16.0,0.0,NA,6222.244000000001,NA,51.356,81.53500000000001,NA,NA,NA,NA
804,11,14,MEDIUM,1.0,True,3,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,6202.2300000000005,NA,57.641000000000005,78.623,NA,NA,NA,NA
819,9,14,HARD,1.0,True,2,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,6237.782,NA,55.84,76.828,NA,NA,NA,NA
834,63,14,HARD,5.0,False,3,Williams,RUS,1,14.0,19.0,0.0,NA,6242.84,NA,55.382000000000005,78.125,NA,NA,NA,NA
164,31,15,HARD,2.0,True,2,Alpine,OCO,25,9.0,4.0,12.0,6592.247,NA,98.71300000000001,48.353,59.826,206.892,1087.8249999999998,1294.7169999999999,2468.5170000000007
214,3,15,MEDIUM,2.0,True,2,McLaren,RIC,25,11.0,5.0,10.0,6599.087,NA,97.006,51.583000000000006,62.154,210.743,1087.2780000000002,1298.0210000000002,2474.2260000000006
264,10,15,HARD,2.0,True,2,AlphaTauri,GAS,25,6.0,6.0,8.0,6602.264,NA,91.24600000000001,54.765,61.212,207.223,1092.4880000000003,1299.7110000000002,2480.956
414,99,15,HARD,2.0,True,2,Alfa Romeo Racing,GIO,25,10.0,9.0,2.0,6607.47,NA,86.06400000000001,56.398,63.353,205.81500000000003,1094.7510000000002,1300.5660000000003,2487.2720000000004
364,55,15,MEDIUM,5.0,False,2,Ferrari,SAI,25,15.0,8.0,4.0,6608.341,NA,88.095,56.862,63.74700000000001,208.704,1097.299,1306.003,2491.2510000000007
761,5,15,MEDIUM,2.0,False,2,Aston Martin,VET,25,17.0,16.0,0.0,6613.967000000001,NA,75.117,58.499,67.10300000000001,200.71900000000002,1098.4989999999998,1299.2179999999998,2496.4700000000003
712,7,15,HARD,2.0,True,2,Alfa Romeo Racing,RAI,25,12.0,15.0,0.0,6618.107,NA,79.24900000000001,61.819,67.565,208.633,1099.0280000000002,1307.6610000000003,2499.4029999999993
663,22,15,HARD,2.0,True,2,AlphaTauri,TSU,25,8.0,14.0,0.0,6619.317,NA,84.82100000000001,63.468,67.852,216.14100000000002,1100.6190000000006,1316.7600000000007,2506.080000000001
314,16,15,HARD,5.0,False,3,Ferrari,LEC,25,4.0,7.0,6.0,6603.945000000001,NA,96.20200000000001,54.989000000000004,61.851000000000006,213.04200000000003,1095.254,1308.2959999999998,2632.7400000000007
514,18,15,HARD,7.0,False,3,Aston Martin,STR,25,18.0,11.0,0.0,6628.648,NA,62.138000000000005,65.607,71.44200000000001,199.187,1100.6860000000006,1299.8730000000005,2654.974
614,14,15,HARD,5.0,False,3,Alpine,ALO,25,13.0,13.0,0.0,6624.964000000001,NA,69.766,65.253,70.208,205.227,1101.527,1306.7540000000001,2664.982
564,6,15,MEDIUM,2.0,True,3,Williams,LAT,25,16.0,12.0,0.0,6627.848000000001,NA,58.751000000000005,66.686,71.05300000000001,196.49,1107.2599999999993,1303.7499999999993,2677.185999999999
464,4,15,HARD,5.0,False,3,McLaren,NOR,25,7.0,10.0,1.0,6629.874000000001,NA,77.87,64.934,72.111,214.91500000000002,1116.5929999999998,1331.5079999999998,2682.7540000000013
14,44,15,HARD,5.0,False,3,Mercedes,HAM,25,1.0,1.0,26.0,6596.06,NA,NA,49.282000000000004,61.736000000000004,NA,1086.7889999999998,NA,NA
64,33,15,HARD,2.0,True,2,Red Bull Racing,VER,25,3.0,2.0,18.0,6589.7880000000005,NA,NA,47.477000000000004,59.851000000000006,NA,1087.625,NA,NA
114,77,15,HARD,5.0,False,3,Mercedes,BOT,25,2.0,3.0,15.0,6600.735000000001,NA,NA,53.07,61.702000000000005,NA,1089.549,NA,NA
805,11,15,MEDIUM,2.0,True,3,Red Bull Racing,PER,2,5.0,17.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,9,15,HARD,2.0,True,2,Haas F1 Team,MAZ,2,20.0,18.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,63,15,HARD,6.0,False,3,Williams,RUS,2,14.0,19.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,44,16,HARD,6.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,7682.849,NA,64.27600000000001,80.787,NA,NA,NA,NA
65,33,16,MEDIUM,1.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,7677.4130000000005,NA,63.563,83.99300000000001,NA,NA,NA,NA
115,77,16,MEDIUM,1.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,7690.284000000001,NA,61.987,88.619,NA,NA,NA,NA
165,31,16,HARD,3.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,7680.072,NA,62.462,77.393,NA,NA,NA,NA
215,3,16,MEDIUM,3.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,7686.365000000001,NA,61.653000000000006,87.387,NA,NA,NA,NA
265,10,16,HARD,3.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,7694.752,NA,62.405,90.351,NA,NA,NA,NA
315,16,16,HARD,6.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,7699.1990000000005,NA,61.68300000000001,90.858,NA,NA,NA,NA
365,55,16,MEDIUM,6.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,7705.64,NA,64.39500000000001,89.406,NA,NA,NA,NA
415,99,16,HARD,3.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,7702.2210000000005,NA,62.21,90.63600000000001,NA,NA,NA,NA
465,4,16,HARD,6.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,7746.467000000001,NA,59.232000000000006,93.322,NA,NA,NA,NA
515,18,16,MEDIUM,1.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,7729.334000000001,NA,67.434,91.161,NA,NA,NA,NA
565,6,16,HARD,4.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,7735.108,NA,65.03800000000001,91.281,NA,NA,NA,NA
615,14,16,HARD,6.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,7726.491000000001,NA,67.45700000000001,90.022,NA,NA,NA,NA
664,22,16,MEDIUM,3.0,False,3,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,7719.936000000001,NA,65.90100000000001,91.012,NA,NA,NA,NA
713,7,16,HARD,3.0,False,3,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,7717.135,NA,67.004,90.28200000000001,NA,NA,NA,NA
762,5,16,MEDIUM,1.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,7712.466,NA,67.07900000000001,88.21300000000001,NA,NA,NA,NA
16,44,17,HARD,7.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,98.881,29.666,29.000000000000004,157.547,NA,NA,NA
66,33,17,MEDIUM,2.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,92.926,29.916,29.361,152.203,NA,NA,NA
116,77,17,MEDIUM,2.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,89.147,30.014000000000003,29.573,148.734,NA,NA,NA
166,31,17,HARD,4.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,NA,30.035,29.412000000000003,NA,NA,NA,NA
216,3,17,MEDIUM,4.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,91.34700000000001,30.036,29.454,150.83700000000002,NA,NA,NA
266,10,17,HARD,4.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,85.626,30.463,29.583000000000002,145.672,NA,NA,NA
316,16,17,HARD,7.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,84.36800000000001,31.094,29.857000000000003,145.31900000000002,NA,NA,NA
366,55,17,MEDIUM,7.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,81.751,31.080000000000002,30.069000000000003,142.9,NA,NA,NA
