,DriverNumber,LapNumber,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,StartPosition,EndPosition,Points,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,TotalTime,PitTime,TotalTimeWithPit,TotalTimeWithPitWoop
588,6,39,HARD,27.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.440000000000005,29.745,29.433000000000003,93.61800000000001,NA,NA,NA
638,14,39,HARD,29.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.605000000000004,29.887,29.562,94.054,NA,NA,NA
687,22,39,HARD,18.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,34.121,29.662000000000003,29.181,92.964,NA,NA,NA
736,7,39,MEDIUM,18.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.515,29.876,29.651000000000003,94.042,NA,NA,NA
785,5,39,MEDIUM,24.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,34.838,30.05,29.317,94.20500000000001,NA,NA,NA
39,44,40,HARD,30.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.138000000000005,28.897000000000002,28.501,91.53600000000002,NA,NA,NA
89,33,40,MEDIUM,25.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,33.814,29.172,28.581000000000003,91.56700000000001,NA,NA,NA
139,77,40,MEDIUM,25.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.173,29.367,29.186000000000003,92.72600000000001,NA,NA,NA
189,31,40,HARD,27.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,34.14,29.623,29.075000000000003,92.83800000000001,NA,NA,NA
239,3,40,MEDIUM,27.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.758,29.693,29.122000000000003,94.57300000000001,NA,NA,NA
289,10,40,HARD,27.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.164,29.594,29.062,92.82000000000001,NA,NA,NA
339,16,40,HARD,30.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.829,29.409000000000002,28.907,92.145,NA,NA,NA
389,55,40,MEDIUM,30.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,34.017,29.278000000000002,29.053,92.348,NA,NA,NA
439,99,40,HARD,27.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.493,29.673000000000002,29.209000000000003,93.375,NA,NA,NA
489,4,40,HARD,30.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.741,29.32,29.074,92.135,NA,NA,NA
539,18,40,MEDIUM,25.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.385000000000005,29.769000000000002,29.227,93.38100000000001,NA,NA,NA
589,6,40,HARD,28.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.496,29.829,29.499000000000002,93.82400000000001,NA,NA,NA
639,14,40,HARD,30.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.509,29.961000000000002,29.223000000000003,93.693,NA,NA,NA
688,22,40,HARD,19.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,34.363,29.539,29.053,92.955,NA,NA,NA
737,7,40,MEDIUM,19.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.89,30.066000000000003,29.353,94.309,NA,NA,NA
786,5,40,MEDIUM,25.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,34.985,29.998,29.462000000000003,94.44500000000001,NA,NA,NA
40,44,41,HARD,31.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,33.742000000000004,28.924000000000003,28.423000000000002,91.08900000000001,NA,NA,NA
90,33,41,MEDIUM,26.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,33.802,29.238000000000003,28.544,91.584,NA,NA,NA
140,77,41,MEDIUM,26.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.887,29.181,29.040000000000003,92.108,NA,NA,NA
190,31,41,HARD,28.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,34.02,29.578000000000003,29.000000000000004,92.59800000000001,NA,NA,NA
240,3,41,MEDIUM,28.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.636,29.597,29.014000000000003,93.24700000000001,NA,NA,NA
290,10,41,HARD,28.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.098,29.639000000000003,29.085,92.822,NA,NA,NA
340,16,41,HARD,31.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.812000000000005,29.271,28.8,91.88300000000001,NA,NA,NA
390,55,41,MEDIUM,31.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.842,29.261000000000003,28.983,92.086,NA,NA,NA
440,99,41,HARD,28.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.334,29.650000000000002,29.153000000000002,93.13700000000001,NA,NA,NA
490,4,41,HARD,31.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,34.057,29.389000000000003,28.997000000000003,92.44300000000001,NA,NA,NA
540,18,41,MEDIUM,26.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.387,29.687,29.255000000000003,93.32900000000001,NA,NA,NA
590,6,41,HARD,29.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.349000000000004,29.685000000000002,29.388,93.42200000000001,NA,NA,NA
640,14,41,HARD,31.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.896,29.944000000000003,29.406000000000002,94.24600000000001,NA,NA,NA
689,22,41,HARD,20.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.923,29.658,29.262,92.843,NA,NA,NA
738,7,41,MEDIUM,20.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,35.641000000000005,30.1,29.786,95.52700000000002,NA,NA,NA
787,5,41,MEDIUM,26.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,34.744,29.965000000000003,29.321,94.03,NA,NA,NA
41,44,42,HARD,32.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,33.816,28.712000000000003,29.436000000000003,91.96400000000001,NA,NA,NA
91,33,42,MEDIUM,27.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,33.664,29.209000000000003,30.218000000000004,93.09100000000001,NA,NA,NA
141,77,42,MEDIUM,27.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.999,29.069000000000003,28.757,91.825,NA,NA,NA
191,31,42,HARD,29.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.836000000000006,29.505000000000003,29.214000000000002,92.555,NA,NA,NA
241,3,42,MEDIUM,29.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.492000000000004,29.499000000000002,29.133000000000003,93.12400000000001,NA,NA,NA
291,10,42,HARD,29.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,33.939,29.573,29.037000000000003,92.549,NA,NA,NA
341,16,42,HARD,32.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.892,29.201,29.001,92.09400000000001,NA,NA,NA
391,55,42,MEDIUM,32.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.878,29.42,28.989,92.287,NA,NA,NA
441,99,42,HARD,29.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.262,29.692,29.179000000000002,93.13300000000001,NA,NA,NA
491,4,42,HARD,32.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,34.209,29.364,29.029000000000003,92.602,NA,NA,NA
541,18,42,MEDIUM,27.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.36,29.708000000000002,29.155,93.223,NA,NA,NA
591,6,42,HARD,30.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.335,29.676000000000002,29.28,93.291,NA,NA,NA
641,14,42,HARD,32.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.672000000000004,30.049000000000003,29.396,94.117,NA,NA,NA
690,22,42,HARD,21.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.859,29.64,29.134,92.63300000000001,NA,NA,NA
739,7,42,MEDIUM,21.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.357,29.700000000000003,29.540000000000003,93.59700000000001,NA,NA,NA
788,5,42,MEDIUM,27.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,34.755,30.048000000000002,29.377000000000002,94.18,NA,NA,NA
42,44,43,HARD,33.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.265,28.714000000000002,28.917,91.896,NA,NA,NA
92,33,43,MEDIUM,28.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,33.768,29.065,30.17,93.003,NA,NA,NA
142,77,43,MEDIUM,28.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.777,29.05,28.85,91.67699999999999,NA,NA,NA
192,31,43,HARD,30.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.886,29.554000000000002,29.107000000000003,92.54700000000001,NA,NA,NA
242,3,43,MEDIUM,30.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.352000000000004,29.443,28.921000000000003,92.71600000000001,NA,NA,NA
292,10,43,HARD,30.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.311,29.48,29.067,92.858,NA,NA,NA
342,16,43,HARD,33.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.15,29.381,28.864,92.395,NA,NA,NA
392,55,43,MEDIUM,33.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.826,29.314,28.985000000000003,92.125,NA,NA,NA
442,99,43,HARD,30.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.326,29.647000000000002,29.258000000000003,93.231,NA,NA,NA
492,4,43,HARD,33.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.781,29.216,29.005000000000003,92.00200000000001,NA,NA,NA
542,18,43,MEDIUM,28.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.152,29.727,29.196,93.075,NA,NA,NA
592,6,43,HARD,31.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.293,29.771,29.335,93.399,NA,NA,NA
642,14,43,HARD,33.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.943000000000005,30.020000000000003,29.454,94.417,NA,NA,NA
691,22,43,HARD,22.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.989000000000004,29.693,29.248,92.93,NA,NA,NA
740,7,43,MEDIUM,22.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.985,29.708000000000002,29.490000000000002,94.18299999999999,NA,NA,NA
789,5,43,MEDIUM,28.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.788000000000004,29.866000000000003,29.3,94.95400000000001,NA,NA,NA
790,5,44,MEDIUM,29.0,False,3,Aston Martin,VET,1,17.0,16.0,0.0,10816.466,NA,34.746,30.672,36.067,101.48500000000001,-9446.759,-9345.274,-6848.803999999999
643,14,44,HARD,34.0,False,4,Alpine,ALO,1,13.0,13.0,0.0,10807.985,NA,34.873000000000005,30.127000000000002,32.519000000000005,97.519,21.090000000000146,118.60900000000015,2783.591
43,44,44,HARD,34.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,33.846000000000004,28.863000000000003,28.629,91.33800000000001,NA,NA,NA
93,33,44,MEDIUM,29.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.405,29.396,28.905,92.706,NA,NA,NA
143,77,44,MEDIUM,29.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.797000000000004,29.015,28.781000000000002,91.593,NA,NA,NA
193,31,44,HARD,31.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.835,29.551000000000002,29.176000000000002,92.56200000000001,NA,NA,NA
243,3,44,MEDIUM,31.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.499,29.448,29.031000000000002,92.97800000000001,NA,NA,NA
293,10,44,HARD,31.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.017,29.494000000000003,28.956000000000003,92.46700000000001,NA,NA,NA
343,16,44,HARD,34.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.829,29.138,28.743000000000002,91.71000000000001,NA,NA,NA
393,55,44,MEDIUM,34.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.792,29.334000000000003,28.886000000000003,92.012,NA,NA,NA
443,99,44,HARD,31.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.406,29.638,29.268,93.312,NA,NA,NA
493,4,44,HARD,34.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.862,29.449,29.034000000000002,92.34500000000001,NA,NA,NA
543,18,44,MEDIUM,29.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.713,29.703000000000003,29.288,93.704,NA,NA,NA
593,6,44,HARD,32.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.366,29.719,29.311000000000003,93.39600000000002,NA,NA,NA
692,22,44,HARD,23.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.896,29.536,29.074,92.506,NA,NA,NA
741,7,44,MEDIUM,23.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.45,29.32,29.122000000000003,92.89200000000001,NA,NA,NA
44,44,45,HARD,35.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,33.593,28.775000000000002,28.486,90.85400000000001,NA,NA,NA
94,33,45,MEDIUM,30.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.402,29.525000000000002,28.816000000000003,92.74300000000001,NA,NA,NA
144,77,45,MEDIUM,30.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.787,29.022000000000002,28.925,91.734,NA,NA,NA
194,31,45,HARD,32.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.856,29.433000000000003,28.954,92.243,NA,NA,NA
244,3,45,MEDIUM,32.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.389,29.505000000000003,29.063000000000002,92.95700000000001,NA,NA,NA
294,10,45,HARD,32.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,33.96,29.448,28.975,92.38300000000001,NA,NA,NA
344,16,45,HARD,35.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.859,29.326,28.560000000000002,91.745,NA,NA,NA
394,55,45,MEDIUM,35.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.745000000000005,29.302000000000003,28.994000000000003,92.04100000000001,NA,NA,NA
444,99,45,HARD,32.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.416000000000004,29.718000000000004,29.214000000000002,93.34800000000001,NA,NA,NA
494,4,45,HARD,35.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.808,29.337000000000003,29.053,92.19800000000001,NA,NA,NA
544,18,45,MEDIUM,30.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.048,29.630000000000003,29.126,92.804,NA,NA,NA
594,6,45,HARD,33.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.348,29.694000000000003,29.240000000000002,93.28200000000001,NA,NA,NA
644,14,45,SOFT,1.0,True,5,Alpine,ALO,1,13.0,13.0,0.0,NA,10829.075,53.146,30.151000000000003,29.581000000000003,112.878,NA,NA,NA
693,22,45,HARD,24.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,34.261,29.637,29.123,93.021,NA,NA,NA
742,7,45,MEDIUM,24.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.002,29.481,29.295,92.778,NA,NA,NA
45,44,46,HARD,36.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.062000000000005,28.999000000000002,28.549000000000003,91.61000000000001,NA,NA,NA
95,33,46,MEDIUM,31.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.006,29.408,28.899,92.313,NA,NA,NA
145,77,46,MEDIUM,31.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.86,29.07,28.867,91.797,NA,NA,NA
195,31,46,HARD,33.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.862,29.547,29.003,92.412,NA,NA,NA
245,3,46,MEDIUM,33.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.237,29.461000000000002,29.090000000000003,92.78800000000001,NA,NA,NA
295,10,46,HARD,33.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,33.875,29.462000000000003,28.96,92.297,NA,NA,NA
345,16,46,HARD,36.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,33.829,29.182000000000002,28.590000000000003,91.601,NA,NA,NA
395,55,46,MEDIUM,36.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.694,29.42,28.821,91.935,NA,NA,NA
445,99,46,HARD,33.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.264,29.765,29.240000000000002,93.269,NA,NA,NA
495,4,46,HARD,36.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.799,29.287000000000003,28.949,92.035,NA,NA,NA
545,18,46,MEDIUM,31.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.276,29.803,29.28,93.35900000000001,NA,NA,NA
595,6,46,HARD,34.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.449000000000005,29.66,29.232000000000003,93.34100000000001,NA,NA,NA
645,14,46,SOFT,2.0,True,5,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,33.706,29.163,28.764000000000003,91.63300000000001,NA,NA,NA
694,22,46,HARD,25.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,34.001000000000005,29.518,29.157000000000004,92.67600000000002,NA,NA,NA
743,7,46,MEDIUM,25.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,38.258,29.975,29.472,97.70500000000001,NA,NA,NA
46,44,47,HARD,37.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,33.564,28.748,28.422,90.734,NA,NA,NA
96,33,47,MEDIUM,32.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.314,29.463,28.989,92.766,NA,NA,NA
146,77,47,MEDIUM,32.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,33.978,28.889000000000003,28.541,91.408,NA,NA,NA
196,31,47,HARD,34.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.661,29.28,28.856,91.797,NA,NA,NA
246,3,47,MEDIUM,34.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.399,29.375000000000004,29.003,92.777,NA,NA,NA
296,10,47,HARD,34.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.015,29.492,28.916,92.423,NA,NA,NA
346,16,47,HARD,37.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.245000000000005,29.287000000000003,28.719,92.251,NA,NA,NA
396,55,47,MEDIUM,37.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,34.009,29.389000000000003,28.915000000000003,92.313,NA,NA,NA
446,99,47,HARD,34.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.327000000000005,29.741000000000003,29.279000000000003,93.34700000000001,NA,NA,NA
496,4,47,HARD,37.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.79,29.312,28.926000000000002,92.028,NA,NA,NA
546,18,47,MEDIUM,32.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.278,29.629,29.576,93.483,NA,NA,NA
596,6,47,HARD,35.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.400000000000006,29.64,29.333000000000002,93.373,NA,NA,NA
646,14,47,SOFT,3.0,True,5,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,34.024,29.632,29.744000000000003,93.4,NA,NA,NA
695,22,47,HARD,26.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.932,29.598000000000003,29.063000000000002,92.593,NA,NA,NA
744,7,47,MEDIUM,26.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,35.236000000000004,30.001,29.433000000000003,94.67000000000002,NA,NA,NA
47,44,48,HARD,38.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.04,28.874000000000002,28.674000000000003,91.58800000000001,NA,NA,NA
97,33,48,MEDIUM,33.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.313,29.475,29.041,92.82900000000001,NA,NA,NA
147,77,48,MEDIUM,33.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.392,29.055000000000003,29.058000000000003,92.50500000000001,NA,NA,NA
197,31,48,HARD,35.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.467,29.531000000000002,29.536,92.534,NA,NA,NA
247,3,48,MEDIUM,35.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.434000000000005,29.417,29.041,92.89200000000001,NA,NA,NA
297,10,48,HARD,35.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.006,29.516000000000002,28.989,92.51100000000001,NA,NA,NA
347,16,48,HARD,38.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.542,29.491000000000003,28.683000000000003,92.71600000000001,NA,NA,NA
397,55,48,MEDIUM,38.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,33.994,29.388,29.029000000000003,92.411,NA,NA,NA
447,99,48,HARD,35.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.129000000000005,29.560000000000002,29.196,92.885,NA,NA,NA
497,4,48,HARD,38.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,34.052,29.281000000000002,28.930000000000003,92.263,NA,NA,NA
547,18,48,MEDIUM,33.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.185,29.622000000000003,29.211000000000002,93.018,NA,NA,NA
597,6,48,HARD,36.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.282000000000004,29.564000000000004,29.196,93.042,NA,NA,NA
647,14,48,SOFT,4.0,True,5,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,35.487,30.200000000000003,30.295,95.98200000000001,NA,NA,NA
696,22,48,HARD,27.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,33.952000000000005,29.627000000000002,30.042,93.62100000000001,NA,NA,NA
745,7,48,MEDIUM,27.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,35.315000000000005,29.979000000000003,30.236,95.53000000000002,NA,NA,NA
48,44,49,HARD,39.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.439,30.006,29.262,93.707,NA,NA,NA
98,33,49,MEDIUM,34.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,35.006,29.977,29.175,94.158,NA,NA,NA
148,77,49,MEDIUM,34.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.621,29.19,28.659000000000002,92.47000000000001,NA,NA,NA
198,31,49,HARD,36.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,33.945,29.666,28.876,92.48700000000001,NA,NA,NA
248,3,49,MEDIUM,36.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.387,29.556,29.157000000000004,93.1,NA,NA,NA
298,10,49,HARD,36.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.237,29.590000000000003,29.155,92.982,NA,NA,NA
348,16,49,HARD,39.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.29,29.139000000000003,28.563000000000002,91.992,NA,NA,NA
398,55,49,MEDIUM,39.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,34.077000000000005,29.499000000000002,29.32,92.89600000000002,NA,NA,NA
448,99,49,HARD,36.0,False,3,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,34.317,29.621000000000002,29.229000000000003,93.167,NA,NA,NA
498,4,49,HARD,39.0,False,4,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,33.88,29.257,28.777,91.914,NA,NA,NA
548,18,49,MEDIUM,34.0,False,4,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,34.048,29.631,29.165000000000003,92.84400000000001,NA,NA,NA
598,6,49,HARD,37.0,False,4,Williams,LAT,1,16.0,12.0,0.0,NA,NA,34.077000000000005,29.495,29.179000000000002,92.751,NA,NA,NA
648,14,49,SOFT,5.0,True,5,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,35.109,29.724,28.709000000000003,93.542,NA,NA,NA
697,22,49,HARD,28.0,False,4,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,34.257000000000005,29.48,29.193,92.93,NA,NA,NA
746,7,49,MEDIUM,28.0,False,4,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,34.607,29.831000000000003,29.637,94.075,NA,NA,NA
49,44,50,HARD,40.0,False,4,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,35.742000000000004,30.163,29.699,95.604,NA,NA,NA
99,33,50,MEDIUM,35.0,True,3,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.867000000000004,29.875000000000004,29.290000000000003,94.03200000000001,NA,NA,NA
149,77,50,MEDIUM,35.0,False,4,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.809000000000005,29.317,28.521,92.647,NA,NA,NA
199,31,50,HARD,37.0,False,3,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,34.157000000000004,29.988000000000003,29.078000000000003,93.22300000000001,NA,NA,NA
249,3,50,MEDIUM,37.0,False,3,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,34.748000000000005,29.694000000000003,29.708000000000002,94.15,NA,NA,NA
299,10,50,HARD,37.0,False,3,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,34.282000000000004,29.614,29.112000000000002,93.00800000000001,NA,NA,NA
349,16,50,HARD,40.0,False,4,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.746,29.576,29.109,93.43100000000001,NA,NA,NA
399,55,50,MEDIUM,40.0,False,3,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,36.117000000000004,30.042,29.265,95.424,NA,NA,NA
