,Index,Year,Race,Team,Driver,TyreLife,Mean,Min,Max,NumberOfStops
0,0,2018,Australia,5,23,[20.0],18.0,18.0,18.0,1.0
1,1,2018,Australia,5,32,[28.0],26.0,26.0,26.0,1.0
2,2,2018,Australia,6,21,[22.0],23.0,23.0,23.0,1.0
3,3,2018,Australia,6,22,[23.0],24.0,24.0,24.0,1.0
4,4,2018,Australia,7,9,[26.0],24.0,24.0,24.0,1.0
5,5,2018,Australia,7,17,[24.0],22.0,22.0,22.0,1.0
6,6,2018,Australia,8,2,[25.0],26.0,26.0,26.0,1.0
7,7,2018,Australia,8,30,[24.0],25.0,25.0,25.0,1.0
8,8,2018,Australia,9,3,[27.0],25.0,25.0,25.0,1.0
9,9,2018,Australia,9,10,[20.0],19.0,19.0,19.0,1.0
10,10,2018,Australia,11,24,[28.0],26.0,26.0,26.0,1.0
11,11,2018,Australia,11,31,[23.0],21.0,21.0,21.0,1.0
12,12,2018,Australia,12,12,[26.0],24.0,24.0,24.0,1.0
13,13,2018,Australia,12,26,[24.0],22.0,22.0,22.0,1.0
14,14,2018,Australia,13,5,[5.0],6.0,6.0,6.0,1.0
15,15,2018,Australia,13,16,"[19.0, 7.0]",23.5,20.0,27.0,2.0
16,16,2018,Australia,14,7,[13.0],14.0,14.0,14.0,1.0
17,17,2018,Australia,14,11,[21.0],22.0,22.0,22.0,1.0
18,18,2018,Australia,15,28,"[24.0, 4.0]",27.0,25.0,29.0,2.0
19,19,2018,Austria,5,23,[17.0],15.0,15.0,15.0,1.0
20,20,2018,Austria,5,32,[17.0],15.0,15.0,15.0,1.0
21,21,2018,Austria,6,21,[14.0],15.0,15.0,15.0,1.0
22,22,2018,Austria,6,22,[26.0],27.0,27.0,27.0,1.0
23,23,2018,Austria,7,9,[17.0],15.0,15.0,15.0,1.0
24,24,2018,Austria,7,17,[30.0],28.0,28.0,28.0,1.0
25,25,2018,Austria,8,2,[14.0],15.0,15.0,15.0,1.0
26,26,2018,Austria,8,30,"[39.0, 25.0]",52.5,40.0,65.0,2.0
27,27,2018,Austria,9,10,"[26.0, 27.0]",38.5,25.0,52.0,2.0
28,28,2018,Austria,11,24,"[17.0, 23.0]",26.5,15.0,38.0,2.0
29,29,2018,Austria,11,31,[17.0],15.0,15.0,15.0,1.0
30,30,2018,Austria,12,26,"[17.0, 19.0]",24.5,15.0,34.0,2.0
31,31,2018,Austria,13,5,[44.0],45.0,45.0,45.0,1.0
32,32,2018,Austria,13,16,[14.0],15.0,15.0,15.0,1.0
33,33,2018,Austria,14,7,[14.0],15.0,15.0,15.0,1.0
34,34,2018,Austria,15,27,"[23.0, 36.0]",42.0,24.0,60.0,2.0
35,35,2018,Austria,15,28,"[14.0, 50.0]",40.0,15.0,65.0,2.0
36,36,2018,Azerbaijan,5,23,[38.0],40.0,40.0,40.0,1.0
37,37,2018,Azerbaijan,5,32,"[32.0, 10.0]",35.0,30.0,40.0,2.0
38,38,2018,Azerbaijan,6,22,"[4.0, 38.0]",21.0,2.0,40.0,2.0
39,39,2018,Azerbaijan,7,9,"[1.0, 38.0]",21.0,2.0,40.0,2.0
40,40,2018,Azerbaijan,7,17,[38.0],39.0,39.0,39.0,1.0
41,41,2018,Azerbaijan,8,2,[39.0],40.0,40.0,40.0,1.0
42,42,2018,Azerbaijan,8,30,"[16.0, 8.0, 14.0, 7.0]",31.75,17.0,46.0,4.0
43,43,2018,Azerbaijan,9,3,[43.0],40.0,40.0,40.0,1.0
44,44,2018,Azerbaijan,9,10,"[26.0, 18.0]",31.0,22.0,40.0,2.0
45,45,2018,Azerbaijan,11,24,[40.0],37.0,37.0,37.0,1.0
46,46,2018,Azerbaijan,11,31,[41.0],38.0,38.0,38.0,1.0
47,47,2018,Azerbaijan,12,26,"[17.0, 25.0]",27.5,15.0,40.0,2.0
48,48,2018,Azerbaijan,13,5,"[17.0, 18.0, 3.0]",31.0,18.0,39.0,3.0
49,49,2018,Azerbaijan,13,16,"[23.0, 16.0]",32.0,24.0,40.0,2.0
50,50,2018,Azerbaijan,14,7,"[11.0, 27.0]",25.5,12.0,39.0,2.0
51,51,2018,Azerbaijan,14,11,"[21.0, 17.0]",30.5,22.0,39.0,2.0
52,52,2018,Azerbaijan,15,28,"[22.0, 17.0]",31.5,23.0,40.0,2.0
53,53,2018,Bahrain,5,23,"[20.0, 15.0]",26.0,18.0,34.0,2.0
54,54,2018,Bahrain,5,32,[18.0],17.0,17.0,17.0,1.0
55,55,2018,Bahrain,6,21,"[17.0, 20.0]",25.0,15.0,35.0,2.0
56,56,2018,Bahrain,6,22,"[8.0, 23.0]",20.5,9.0,32.0,2.0
57,57,2018,Bahrain,7,9,"[17.0, 12.0, 15.0]",31.0,18.0,45.0,3.0
58,58,2018,Bahrain,7,17,"[15.0, 17.0]",20.0,13.0,27.0,2.0
59,59,2018,Bahrain,8,2,"[13.0, 25.0]",26.5,14.0,39.0,2.0
60,60,2018,Bahrain,8,30,"[9.0, 18.0]",19.0,10.0,28.0,2.0
61,61,2018,Bahrain,9,3,[21.0],19.0,19.0,19.0,1.0
62,62,2018,Bahrain,9,10,[27.0],25.0,25.0,25.0,1.0
63,63,2018,Bahrain,11,31,[1.0],2.0,2.0,2.0,1.0
64,64,2018,Bahrain,12,12,"[17.0, 24.0]",27.0,15.0,39.0,2.0
65,65,2018,Bahrain,12,26,"[18.0, 13.0]",21.0,16.0,26.0,2.0
66,66,2018,Bahrain,13,5,[22.0],23.0,23.0,23.0,1.0
67,67,2018,Bahrain,13,16,"[2.0, 31.0]",18.5,3.0,34.0,2.0
68,68,2018,Bahrain,14,7,"[17.0, 19.0]",24.5,15.0,34.0,2.0
69,69,2018,Bahrain,14,11,"[19.0, 22.0]",31.0,20.0,42.0,2.0
70,70,2018,Bahrain,15,27,"[21.0, 18.0]",31.0,22.0,40.0,2.0
71,71,2018,Bahrain,15,28,"[9.0, 19.0]",19.5,10.0,29.0,2.0
72,72,2018,Belgium,5,23,"[6.0, 7.0]",7.5,7.0,8.0,2.0
73,73,2018,Belgium,5,32,[24.0],22.0,22.0,22.0,1.0
74,74,2018,Belgium,7,9,[26.0],23.0,23.0,23.0,1.0
75,75,2018,Belgium,7,17,[29.0],26.0,26.0,26.0,1.0
76,76,2018,Belgium,8,30,"[2.0, 26.0]",15.0,2.0,28.0,2.0
77,77,2018,Belgium,9,3,"[5.0, 27.0]",15.5,2.0,29.0,2.0
78,78,2018,Belgium,9,10,[24.0],21.0,21.0,21.0,1.0
79,79,2018,Belgium,10,21,[27.0],24.0,24.0,24.0,1.0
80,80,2018,Belgium,10,22,[28.0],25.0,25.0,25.0,1.0
81,81,2018,Belgium,11,24,[27.0],28.0,28.0,28.0,1.0
82,82,2018,Belgium,11,31,[28.0],26.0,26.0,26.0,1.0
83,83,2018,Belgium,12,26,[22.0],22.0,22.0,22.0,1.0
84,84,2018,Belgium,13,5,[26.0],26.0,26.0,26.0,1.0
85,85,2018,Belgium,14,7,[25.0],25.0,25.0,25.0,1.0
86,86,2018,Belgium,14,11,[31.0],31.0,31.0,31.0,1.0
87,87,2018,Belgium,15,27,[24.0],24.0,24.0,24.0,1.0
88,88,2018,Belgium,15,28,[23.0],23.0,23.0,23.0,1.0
89,89,2018,Brazil,5,23,[34.0],31.0,31.0,31.0,1.0
90,90,2018,Brazil,5,32,"[30.0, 26.0]",40.0,27.0,53.0,2.0
91,91,2018,Brazil,7,9,[35.0],32.0,32.0,32.0,1.0
92,92,2018,Brazil,7,17,[41.0],41.0,41.0,41.0,1.0
93,93,2018,Brazil,8,2,"[15.0, 39.0]",34.5,15.0,54.0,2.0
94,94,2018,Brazil,8,30,[28.0],28.0,28.0,28.0,1.0
95,95,2018,Brazil,9,3,"[21.0, 41.0]",38.5,18.0,59.0,2.0
96,96,2018,Brazil,9,10,[22.0],19.0,19.0,19.0,1.0
97,97,2018,Brazil,10,21,"[40.0, 17.0]",48.5,40.0,57.0,2.0
98,98,2018,Brazil,10,22,[39.0],39.0,39.0,39.0,1.0
99,99,2018,Brazil,11,24,[42.0],39.0,39.0,39.0,1.0
100,100,2018,Brazil,11,31,[38.0],35.0,35.0,35.0,1.0
101,101,2018,Brazil,12,12,[32.0],32.0,32.0,32.0,1.0
102,102,2018,Brazil,12,26,"[25.0, 23.0]",36.5,25.0,48.0,2.0
103,103,2018,Brazil,13,5,"[23.0, 2.0]",19.0,18.0,20.0,2.0
104,104,2018,Brazil,13,16,[40.0],35.0,35.0,35.0,1.0
105,105,2018,Brazil,14,7,[26.0],22.0,22.0,22.0,1.0
106,106,2018,Brazil,14,11,[49.0],49.0,49.0,49.0,1.0
107,107,2018,Brazil,15,27,[16.0],16.0,16.0,16.0,1.0
108,108,2018,Brazil,15,28,"[17.0, 48.0]",41.0,17.0,65.0,2.0
109,109,2018,Canada,5,23,[34.0],32.0,32.0,32.0,1.0
110,110,2018,Canada,5,32,[38.0],37.0,37.0,37.0,1.0
111,111,2018,Canada,6,21,[13.0],11.0,11.0,11.0,1.0
112,112,2018,Canada,6,22,"[11.0, 35.0]",26.5,9.0,44.0,2.0
113,113,2018,Canada,7,9,[47.0],48.0,48.0,48.0,1.0
114,114,2018,Canada,7,17,[21.0],22.0,22.0,22.0,1.0
115,115,2018,Canada,8,2,"[17.0, 23.0]",29.5,18.0,41.0,2.0
116,116,2018,Canada,8,30,[47.0],48.0,48.0,48.0,1.0
117,117,2018,Canada,9,3,[38.0],36.0,36.0,36.0,1.0
118,118,2018,Canada,9,10,[18.0],16.0,16.0,16.0,1.0
119,119,2018,Canada,11,24,[19.0],17.0,17.0,17.0,1.0
120,120,2018,Canada,11,31,[18.0],16.0,16.0,16.0,1.0
121,121,2018,Canada,12,12,[15.0],13.0,13.0,13.0,1.0
122,122,2018,Canada,12,26,[16.0],14.0,14.0,14.0,1.0
123,123,2018,Canada,13,16,[18.0],19.0,19.0,19.0,1.0
124,124,2018,Canada,14,7,[22.0],23.0,23.0,23.0,1.0
125,125,2018,Canada,15,27,[25.0],26.0,26.0,26.0,1.0
126,126,2018,China,5,23,[29.0],27.0,27.0,27.0,1.0
127,127,2018,China,5,32,[21.0],20.0,20.0,20.0,1.0
128,128,2018,China,6,21,"[10.0, 30.0]",21.0,11.0,31.0,2.0
129,129,2018,China,6,22,"[14.0, 34.0]",22.0,12.0,32.0,2.0
130,130,2018,China,7,9,"[18.0, 48.0]",31.0,16.0,46.0,2.0
131,131,2018,China,7,17,[27.0],24.0,24.0,24.0,1.0
132,132,2018,China,8,2,[28.0],29.0,29.0,29.0,1.0
133,133,2018,China,8,30,[21.0],22.0,22.0,22.0,1.0
134,134,2018,China,9,3,[21.0],19.0,19.0,19.0,1.0
135,135,2018,China,9,10,[20.0],18.0,18.0,18.0,1.0
136,136,2018,China,11,24,"[19.0, 33.0]",24.0,17.0,31.0,2.0
137,137,2018,China,11,31,"[19.0, 33.0]",24.0,17.0,31.0,2.0
138,138,2018,China,12,12,"[15.0, 33.0]",22.0,13.0,31.0,2.0
139,139,2018,China,12,26,"[14.0, 33.0]",21.5,12.0,31.0,2.0
140,140,2018,China,13,5,[28.0],29.0,29.0,29.0,1.0
141,141,2018,China,13,16,[20.0],21.0,21.0,21.0,1.0
142,142,2018,China,14,7,"[19.0, 30.0]",25.5,20.0,31.0,2.0
143,143,2018,China,14,11,"[9.0, 29.0, 5.0]",30.333333333333332,10.0,51.0,3.0
144,144,2018,China,15,27,"[27.0, 32.0]",30.5,28.0,33.0,2.0
145,145,2018,China,15,28,[22.0],23.0,23.0,23.0,1.0
146,146,2018,France,5,23,[36.0],34.0,34.0,34.0,1.0
147,147,2018,France,5,32,[39.0],40.0,40.0,40.0,1.0
148,148,2018,France,6,22,[27.0],28.0,28.0,28.0,1.0
149,149,2018,France,7,9,[36.0],34.0,34.0,34.0,1.0
150,150,2018,France,7,17,[30.0],28.0,28.0,28.0,1.0
151,151,2018,France,8,2,"[45.0, 5.0]",48.5,46.0,51.0,2.0
152,152,2018,France,8,30,[39.0],40.0,40.0,40.0,1.0
153,153,2018,France,9,3,[38.0],39.0,39.0,39.0,1.0
154,154,2018,France,9,10,[34.0],33.0,33.0,33.0,1.0
155,155,2018,France,11,24,[32.0],28.0,28.0,28.0,1.0
156,156,2018,France,11,31,[27.0],25.0,25.0,25.0,1.0
157,157,2018,France,12,12,[36.0],37.0,37.0,37.0,1.0
158,158,2018,France,12,26,[28.0],26.0,26.0,26.0,1.0
159,159,2018,France,13,5,[34.0],35.0,35.0,35.0,1.0
160,160,2018,France,13,16,[33.0],31.0,31.0,31.0,1.0
161,161,2018,France,14,11,[37.0],38.0,38.0,38.0,1.0
162,162,2018,Germany,5,23,"[16.0, 39.0]",33.5,14.0,53.0,2.0
163,163,2018,Germany,5,32,[26.0],25.0,25.0,25.0,1.0
164,164,2018,Germany,6,21,[24.0],25.0,25.0,25.0,1.0
165,165,2018,Germany,6,22,[24.0],22.0,22.0,22.0,1.0
166,166,2018,Germany,7,9,"[24.0, 30.0, 4.0]",42.333333333333336,21.0,55.0,3.0
167,167,2018,Germany,7,17,"[23.0, 31.0, 4.0]",42.0,20.0,55.0,3.0
168,168,2018,Germany,8,2,"[30.0, 12.0, 4.0, 21.0]",46.5,31.0,65.0,4.0
169,169,2018,Germany,8,30,"[28.0, 23.0]",40.5,29.0,52.0,2.0
170,170,2018,Germany,9,3,"[30.0, 24.0]",40.0,28.0,52.0,2.0
171,171,2018,Germany,9,10,[41.0],42.0,42.0,42.0,1.0
172,172,2018,Germany,11,31,"[31.0, 17.0, 2.0]",41.0,29.0,48.0,3.0
173,173,2018,Germany,12,12,"[20.0, 33.0, 4.0]",41.333333333333336,18.0,55.0,3.0
174,174,2018,Germany,12,26,"[22.0, 30.0, 6.0]",42.0,20.0,56.0,3.0
175,175,2018,Germany,13,5,[37.0],38.0,38.0,38.0,1.0
176,176,2018,Germany,13,16,"[22.0, 23.0, 3.0]",36.333333333333336,20.0,46.0,3.0
177,177,2018,Germany,14,7,"[42.0, 3.0]",44.5,43.0,46.0,2.0
178,178,2018,Germany,14,11,"[27.0, 24.0]",40.0,28.0,52.0,2.0
179,179,2018,Germany,15,27,"[27.0, 23.0]",39.5,28.0,51.0,2.0
180,180,2018,Germany,15,28,"[26.0, 23.0, 3.0]",43.333333333333336,27.0,53.0,3.0
181,181,2018,GreatBritain,5,23,"[15.0, 20.0]",23.0,13.0,33.0,2.0
182,182,2018,GreatBritain,5,32,"[21.0, 13.0]",26.5,20.0,33.0,2.0
183,183,2018,GreatBritain,6,21,[21.0],19.0,19.0,19.0,1.0
184,184,2018,GreatBritain,6,22,"[12.0, 19.0]",22.5,13.0,32.0,2.0
185,185,2018,GreatBritain,7,9,[28.0],26.0,26.0,26.0,1.0
186,186,2018,GreatBritain,7,17,[27.0],25.0,25.0,25.0,1.0
187,187,2018,GreatBritain,8,2,"[12.0, 19.0]",22.5,13.0,32.0,2.0
188,188,2018,GreatBritain,8,30,"[20.0, 12.0]",27.0,21.0,33.0,2.0
189,189,2018,GreatBritain,9,3,[23.0],21.0,21.0,21.0,1.0
190,190,2018,GreatBritain,9,10,[28.0],25.0,25.0,25.0,1.0
191,191,2018,GreatBritain,11,24,"[20.0, 12.0]",24.0,18.0,30.0,2.0
192,192,2018,GreatBritain,11,31,"[19.0, 16.0]",25.0,17.0,33.0,2.0
193,193,2018,GreatBritain,12,12,[19.0],20.0,20.0,20.0,1.0
194,194,2018,GreatBritain,12,26,"[16.0, 15.0]",24.5,17.0,32.0,2.0
195,195,2018,GreatBritain,13,5,[23.0],24.0,24.0,24.0,1.0
196,196,2018,GreatBritain,13,16,[22.0],18.0,18.0,18.0,1.0
197,197,2018,GreatBritain,14,7,"[19.0, 12.0]",26.0,20.0,32.0,2.0
198,198,2018,GreatBritain,15,27,[20.0],21.0,21.0,21.0,1.0
199,199,2018,GreatBritain,15,28,[29.0],30.0,30.0,30.0,1.0
200,200,2018,Hungary,5,23,"[13.0, 24.0]",26.0,14.0,38.0,2.0
201,201,2018,Hungary,5,32,[38.0],39.0,39.0,39.0,1.0
202,202,2018,Hungary,6,21,[38.0],39.0,39.0,39.0,1.0
203,203,2018,Hungary,6,22,[21.0],22.0,22.0,22.0,1.0
204,204,2018,Hungary,7,9,[28.0],29.0,29.0,29.0,1.0
205,205,2018,Hungary,7,17,[30.0],31.0,31.0,31.0,1.0
206,206,2018,Hungary,8,2,[38.0],39.0,39.0,39.0,1.0
207,207,2018,Hungary,8,30,[39.0],40.0,40.0,40.0,1.0
208,208,2018,Hungary,9,3,[14.0],15.0,15.0,15.0,1.0
209,209,2018,Hungary,9,10,[23.0],25.0,25.0,25.0,1.0
210,210,2018,Hungary,11,24,[43.0],44.0,44.0,44.0,1.0
211,211,2018,Hungary,12,12,"[22.0, 27.0]",36.5,23.0,50.0,2.0
212,212,2018,Hungary,12,26,[24.0],25.0,25.0,25.0,1.0
213,213,2018,Hungary,13,5,[5.0],6.0,6.0,6.0,1.0
214,214,2018,Hungary,14,7,[31.0],32.0,32.0,32.0,1.0
215,215,2018,Hungary,14,11,[23.0],24.0,24.0,24.0,1.0
216,216,2018,Hungary,15,27,[30.0],31.0,31.0,31.0,1.0
217,217,2018,Hungary,15,28,[46.0],47.0,47.0,47.0,1.0
218,218,2018,Italy,5,23,[21.0],20.0,20.0,20.0,1.0
219,219,2018,Italy,5,32,[28.0],29.0,29.0,29.0,1.0
220,220,2018,Italy,7,9,[25.0],23.0,23.0,23.0,1.0
221,221,2018,Italy,7,17,[3.0],4.0,4.0,4.0,1.0
222,222,2018,Italy,8,2,[8.0],9.0,9.0,9.0,1.0
223,223,2018,Italy,8,30,[23.0],24.0,24.0,24.0,1.0
224,224,2018,Italy,9,3,[38.0],36.0,36.0,36.0,1.0
225,225,2018,Italy,9,10,[30.0],28.0,28.0,28.0,1.0
226,226,2018,Italy,10,21,[40.0],38.0,38.0,38.0,1.0
227,227,2018,Italy,10,22,[38.0],39.0,39.0,39.0,1.0
228,228,2018,Italy,11,31,[28.0],26.0,26.0,26.0,1.0
229,229,2018,Italy,12,12,[40.0],41.0,41.0,41.0,1.0
230,230,2018,Italy,12,26,[41.0],39.0,39.0,39.0,1.0
231,231,2018,Italy,13,5,[41.0],42.0,42.0,42.0,1.0
232,232,2018,Italy,13,16,[33.0],34.0,34.0,34.0,1.0
233,233,2018,Italy,14,7,[36.0],34.0,34.0,34.0,1.0
234,234,2018,Italy,15,27,[36.0],37.0,37.0,37.0,1.0
235,235,2018,Italy,15,28,[37.0],35.0,35.0,35.0,1.0
236,236,2018,Japan,5,23,[19.0],17.0,17.0,17.0,1.0
237,237,2018,Japan,5,32,[28.0],26.0,26.0,26.0,1.0
238,238,2018,Japan,7,9,[31.0],29.0,29.0,29.0,1.0
239,239,2018,Japan,7,17,"[1.0, 6.0]",5.0,2.0,8.0,2.0
240,240,2018,Japan,8,2,[25.0],26.0,26.0,26.0,1.0
241,241,2018,Japan,8,30,[22.0],23.0,23.0,23.0,1.0
242,242,2018,Japan,9,3,[25.0],23.0,23.0,23.0,1.0
243,243,2018,Japan,9,10,[25.0],24.0,24.0,24.0,1.0
244,244,2018,Japan,10,21,[28.0],26.0,26.0,26.0,1.0
245,245,2018,Japan,10,22,[26.0],24.0,24.0,24.0,1.0
246,246,2018,Japan,11,24,[22.0],23.0,23.0,23.0,1.0
247,247,2018,Japan,11,31,[23.0],21.0,21.0,21.0,1.0
248,248,2018,Japan,12,12,"[29.0, 7.0]",33.5,30.0,37.0,2.0
249,249,2018,Japan,12,26,[31.0],32.0,32.0,32.0,1.0
250,250,2018,Japan,13,5,[4.0],5.0,5.0,5.0,1.0
251,251,2018,Japan,13,16,"[3.0, 31.0]",19.5,4.0,35.0,2.0
252,252,2018,Japan,14,7,[31.0],29.0,29.0,29.0,1.0
253,253,2018,Japan,14,11,[30.0],28.0,28.0,28.0,1.0
254,254,2018,Japan,15,27,"[3.0, 34.0]",21.0,4.0,38.0,2.0
255,255,2018,Japan,15,28,"[13.0, 25.0]",26.5,14.0,39.0,2.0
256,256,2018,Mexico,5,23,[21.0],17.0,17.0,17.0,1.0
257,257,2018,Mexico,5,32,"[20.0, 30.0]",32.0,17.0,47.0,2.0
258,258,2018,Mexico,7,9,"[44.0, 16.0]",52.0,44.0,60.0,2.0
259,259,2018,Mexico,7,17,[43.0],43.0,43.0,43.0,1.0
260,260,2018,Mexico,8,30,[12.0],12.0,12.0,12.0,1.0
261,261,2018,Mexico,9,3,"[16.0, 37.0, 19.0]",40.333333333333336,11.0,62.0,3.0
262,262,2018,Mexico,9,10,"[14.0, 36.0]",29.0,11.0,47.0,2.0
263,263,2018,Mexico,10,21,[34.0],30.0,30.0,30.0,1.0
264,264,2018,Mexico,10,22,"[30.0, 11.0]",34.0,30.0,38.0,2.0
265,265,2018,Mexico,11,24,[15.0],12.0,12.0,12.0,1.0
266,266,2018,Mexico,11,31,"[16.0, 35.0]",30.5,13.0,48.0,2.0
267,267,2018,Mexico,12,12,[15.0],12.0,12.0,12.0,1.0
268,268,2018,Mexico,12,26,[14.0],11.0,11.0,11.0,1.0
269,269,2018,Mexico,13,5,[19.0],16.0,16.0,16.0,1.0
270,270,2018,Mexico,13,16,[16.0],13.0,13.0,13.0,1.0
271,271,2018,Mexico,14,7,"[5.0, 21.0]",15.5,5.0,26.0,2.0
272,272,2018,Mexico,14,11,[23.0],24.0,24.0,24.0,1.0
273,273,2018,Mexico,15,27,[11.0],11.0,11.0,11.0,1.0
274,274,2018,Mexico,15,28,"[10.0, 13.0]",16.5,10.0,23.0,2.0
275,275,2018,Monaco,5,23,[19.0],17.0,17.0,17.0,1.0
276,276,2018,Monaco,5,32,[18.0],16.0,16.0,16.0,1.0
277,277,2018,Monaco,6,21,[27.0],23.0,23.0,23.0,1.0
278,278,2018,Monaco,6,22,[23.0],21.0,21.0,21.0,1.0
279,279,2018,Monaco,7,9,"[14.0, 54.0]",41.5,15.0,68.0,2.0
280,280,2018,Monaco,7,17,[16.0],17.0,17.0,17.0,1.0
281,281,2018,Monaco,8,2,[23.0],19.0,19.0,19.0,1.0
282,282,2018,Monaco,8,30,"[19.0, 52.0]",46.0,20.0,72.0,2.0
283,283,2018,Monaco,9,3,[20.0],17.0,17.0,17.0,1.0
284,284,2018,Monaco,9,10,[14.0],12.0,12.0,12.0,1.0
285,285,2018,Monaco,11,24,[18.0],17.0,17.0,17.0,1.0
286,286,2018,Monaco,11,31,[46.0],47.0,47.0,47.0,1.0
287,287,2018,Monaco,12,12,[49.0],50.0,50.0,50.0,1.0
288,288,2018,Monaco,12,26,[18.0],16.0,16.0,16.0,1.0
289,289,2018,Monaco,13,5,[16.0],17.0,17.0,17.0,1.0
290,290,2018,Monaco,13,16,[13.0],14.0,14.0,14.0,1.0
291,291,2018,Monaco,14,7,[41.0],37.0,37.0,37.0,1.0
292,292,2018,Monaco,14,11,"[12.0, 58.0]",42.0,13.0,71.0,2.0
293,293,2018,Monaco,15,27,"[6.0, 19.0, 30.0]",25.0,7.0,49.0,3.0
294,294,2018,Monaco,15,28,"[8.0, 26.0, 25.0]",34.0,9.0,59.0,3.0
295,295,2018,Russia,5,23,[20.0],18.0,18.0,18.0,1.0
296,296,2018,Russia,5,32,[15.0],13.0,13.0,13.0,1.0
297,297,2018,Russia,7,9,[10.0],8.0,8.0,8.0,1.0
298,298,2018,Russia,7,17,[11.0],9.0,9.0,9.0,1.0
299,299,2018,Russia,8,2,[4.0],5.0,5.0,5.0,1.0
300,300,2018,Russia,8,30,[10.0],11.0,11.0,11.0,1.0
301,301,2018,Russia,9,3,[13.0],12.0,12.0,12.0,1.0
302,302,2018,Russia,9,10,[16.0],14.0,14.0,14.0,1.0
303,303,2018,Russia,10,21,[12.0],10.0,10.0,10.0,1.0
304,304,2018,Russia,10,22,[14.0],12.0,12.0,12.0,1.0
305,305,2018,Russia,11,24,[38.0],39.0,39.0,39.0,1.0
306,306,2018,Russia,11,31,[42.0],43.0,43.0,43.0,1.0
307,307,2018,Russia,12,12,[34.0],35.0,35.0,35.0,1.0
308,308,2018,Russia,12,26,[31.0],32.0,32.0,32.0,1.0
309,309,2018,Russia,13,5,"[13.0, 26.0]",24.0,11.0,37.0,2.0
310,310,2018,Russia,13,16,[12.0],10.0,10.0,10.0,1.0
311,311,2018,Russia,14,7,[3.0],4.0,4.0,4.0,1.0
312,312,2018,Russia,14,11,"[2.0, 1.0]",3.5,3.0,4.0,2.0
313,313,2018,Russia,15,27,[9.0],10.0,10.0,10.0,1.0
314,314,2018,Russia,15,28,[6.0],7.0,7.0,7.0,1.0
315,315,2018,Singapore,5,23,[24.0],22.0,22.0,22.0,1.0
316,316,2018,Singapore,5,32,[16.0],14.0,14.0,14.0,1.0
317,317,2018,Singapore,7,9,[18.0],16.0,16.0,16.0,1.0
318,318,2018,Singapore,7,17,"[25.0, 10.0, 12.0]",36.666666666666664,26.0,48.0,3.0
319,319,2018,Singapore,8,2,[37.0],38.0,38.0,38.0,1.0
320,320,2018,Singapore,8,30,[42.0],43.0,43.0,43.0,1.0
321,321,2018,Singapore,9,3,[18.0],16.0,16.0,16.0,1.0
322,322,2018,Singapore,9,10,[16.0],15.0,15.0,15.0,1.0
323,323,2018,Singapore,10,22,"[19.0, 16.0, 6.0]",29.666666666666668,17.0,39.0,3.0
324,324,2018,Singapore,11,24,[29.0],27.0,27.0,27.0,1.0
325,325,2018,Singapore,11,31,[19.0],17.0,17.0,17.0,1.0
326,326,2018,Singapore,12,12,[17.0],15.0,15.0,15.0,1.0
327,327,2018,Singapore,12,26,[36.0],37.0,37.0,37.0,1.0
328,328,2018,Singapore,13,5,[43.0],44.0,44.0,44.0,1.0
329,329,2018,Singapore,13,16,[37.0],38.0,38.0,38.0,1.0
330,330,2018,Singapore,14,7,[25.0],26.0,26.0,26.0,1.0
331,331,2018,Singapore,14,11,"[13.0, 22.0]",25.0,14.0,36.0,2.0
332,332,2018,Singapore,15,27,"[2.0, 42.0]",24.0,3.0,45.0,2.0
333,333,2018,Singapore,15,28,[39.0],40.0,40.0,40.0,1.0
334,334,2018,Spain,5,23,[27.0],25.0,25.0,25.0,1.0
335,335,2018,Spain,5,32,"[19.0, 24.0]",29.0,17.0,41.0,2.0
336,336,2018,Spain,6,21,[28.0],29.0,29.0,29.0,1.0
337,337,2018,Spain,6,22,"[25.0, 14.0]",33.0,26.0,40.0,2.0
338,338,2018,Spain,7,17,[35.0],32.0,32.0,32.0,1.0
339,339,2018,Spain,8,2,[23.0],21.0,21.0,21.0,1.0
340,340,2018,Spain,8,30,"[36.0, 12.0]",40.0,34.0,46.0,2.0
341,341,2018,Spain,9,3,[21.0],19.0,19.0,19.0,1.0
342,342,2018,Spain,9,10,[26.0],25.0,25.0,25.0,1.0
343,343,2018,Spain,11,24,[35.0],33.0,33.0,33.0,1.0
344,344,2018,Spain,11,31,[36.0],34.0,34.0,34.0,1.0
345,345,2018,Spain,12,26,[28.0],25.0,25.0,25.0,1.0
346,346,2018,Spain,13,5,[34.0],35.0,35.0,35.0,1.0
347,347,2018,Spain,13,16,[19.0],20.0,20.0,20.0,1.0
348,348,2018,Spain,14,11,[29.0],33.0,33.0,33.0,1.0
349,349,2018,Spain,15,27,"[20.0, 19.0]",32.5,24.0,41.0,2.0
350,350,2018,Spain,15,28,[19.0],20.0,20.0,20.0,1.0
351,351,2018,UnitedArabEmirates,5,23,[11.0],7.0,7.0,7.0,1.0
352,352,2018,UnitedArabEmirates,5,32,[18.0],15.0,15.0,15.0,1.0
353,353,2018,UnitedArabEmirates,7,9,[10.0],7.0,7.0,7.0,1.0
354,354,2018,UnitedArabEmirates,7,17,[41.0],41.0,41.0,41.0,1.0
355,355,2018,UnitedArabEmirates,8,2,[27.0],27.0,27.0,27.0,1.0
