,DriverNumberCat,LapNumber,CompoundCat,TyreLife,FreshTyre,Stint,TeamCat,Year,RACE,DriverCat,TrackStatusCat,GridPosition,Position,Points,TotalTime,GapSeconds,RaceCat,FreshTyreCat
9730,5,65.0,4,50.0,True,2.0,15,2018,Austria,28,0,14.0,14.0,0.0,4647.292,1.064,2,1
9746,6,65.0,4,25.0,True,3.0,8,2018,Austria,30,0,15.0,15.0,0.0,4729.076,11.262,2,1
10032,27,13.0,4,15.0,False,1.0,5,2018,GreatBritain,23,0,3.0,3.0,15.0,1228.573,2.1630000000000003,15,0
10040,3,13.0,4,12.0,True,1.0,8,2018,GreatBritain,2,0,13.0,8.0,4.0,1258.5430000000001,0.914,15,1
10045,2,13.0,4,12.0,True,1.0,6,2018,GreatBritain,22,0,12.0,10.0,1.0,1265.8990000000001,0.36600000000000005,15,1
10107,16,17.0,4,19.0,False,1.0,11,2018,GreatBritain,31,0,5.0,15.0,0.0,1602.2730000000001,5.824000000000001,15,0
10114,24,17.0,3,16.0,True,1.0,12,2018,GreatBritain,26,0,16.0,17.0,0.0,1637.6100000000001,3.3510000000000004,15,1
10126,14,18.0,4,20.0,False,1.0,11,2018,GreatBritain,24,0,6.0,5.0,10.0,1700.21,9.745000000000001,15,0
10131,4,18.0,4,22.0,False,1.0,13,2018,GreatBritain,16,0,9.0,19.0,0.0,1727.0810000000001,1.145,15,0
10150,15,19.0,4,21.0,False,1.0,6,2018,GreatBritain,21,1,10.0,7.0,6.0,1823.9150000000002,2.9360000000000004,15,0
10161,22,20.0,4,21.0,False,1.0,5,2018,GreatBritain,32,1,2.0,1.0,25.0,1873.6940000000002,15.814000000000002,15,0
10167,12,20.0,3,19.0,True,1.0,12,2018,GreatBritain,12,1,11.0,6.0,8.0,1915.2510000000002,7.6160000000000005,15,1
10169,1,20.0,4,19.0,True,1.0,14,2018,GreatBritain,7,1,14.0,13.0,0.0,1928.018,3.483,15,1
10179,28,21.0,4,23.0,False,1.0,9,2018,GreatBritain,3,1,4.0,4.0,12.0,1971.786,17.547,15,0
10189,6,21.0,4,20.0,True,1.0,8,2018,GreatBritain,30,0,17.0,11.0,0.0,2031.576,0.7210000000000001,15,1
10195,17,21.0,4,20.0,True,1.0,15,2018,GreatBritain,27,0,18.0,14.0,0.0,2047.94,3.3270000000000004,15,1
10241,32,24.0,4,23.0,True,1.0,13,2018,GreatBritain,5,0,15.0,18.0,0.0,2313.7540000000004,2.4080000000000004,15,1
10253,19,25.0,4,28.0,False,1.0,9,2018,GreatBritain,10,0,1.0,2.0,18.0,2366.059,4.913,15,0
10257,7,25.0,4,27.0,False,1.0,7,2018,GreatBritain,17,0,7.0,9.0,2.0,2397.295,22.841,15,0
10275,29,26.0,4,28.0,False,1.0,7,2018,GreatBritain,9,0,8.0,16.0,0.0,2501.3900000000003,22.126,15,0
10343,14,30.0,3,12.0,True,2.0,11,2018,GreatBritain,24,0,6.0,5.0,10.0,2838.135,0.115,15,1
10359,5,30.0,3,29.0,True,1.0,15,2018,GreatBritain,28,0,19.0,12.0,0.0,2919.949,0.934,15,1
10383,3,32.0,3,19.0,True,2.0,8,2018,GreatBritain,2,2,13.0,8.0,4.0,3091.416,48.721000000000004,15,1
10386,24,32.0,0,15.0,True,2.0,12,2018,GreatBritain,26,2,16.0,17.0,0.0,3095.366,1.085,15,1
10388,1,32.0,3,12.0,True,2.0,14,2018,GreatBritain,7,2,14.0,13.0,0.0,3098.4460000000004,1.913,15,1
10389,2,32.0,3,19.0,True,2.0,6,2018,GreatBritain,22,2,12.0,10.0,1.0,3101.753,3.3070000000000004,15,1
10392,22,33.0,3,13.0,True,2.0,5,2018,GreatBritain,32,2,2.0,1.0,25.0,3123.896,8.026,15,1
10394,16,33.0,3,16.0,True,2.0,11,2018,GreatBritain,31,2,5.0,15.0,0.0,3144.226,12.649000000000001,15,1
10395,27,33.0,3,20.0,True,2.0,5,2018,GreatBritain,23,2,3.0,3.0,15.0,3147.7940000000003,3.568,15,1
10406,6,33.0,3,12.0,True,2.0,8,2018,GreatBritain,30,8,17.0,11.0,0.0,3243.183,2.995,15,1
10961,27,14.0,6,16.0,False,1.0,5,2018,Germany,23,0,3.0,3.0,15.0,1108.827,1.25,14,0
11045,12,18.0,6,20.0,False,1.0,12,2018,Germany,12,0,7.0,5.0,10.0,1453.71,1.4260000000000002,14,0
11083,7,20.0,6,23.0,False,1.0,7,2018,Germany,17,0,5.0,11.0,0.0,1609.7340000000002,15.574000000000002,14,0
11087,24,20.0,6,22.0,False,1.0,12,2018,Germany,26,0,8.0,12.0,0.0,1620.419,2.3850000000000002,14,0
11089,4,20.0,6,22.0,False,1.0,13,2018,Germany,16,0,9.0,15.0,0.0,1624.0880000000002,2.004,14,0
11105,29,21.0,6,24.0,False,1.0,7,2018,Germany,9,0,6.0,6.0,8.0,1698.2620000000002,1.487,14,0
11123,2,22.0,6,24.0,False,1.0,6,2018,Germany,22,0,10.0,7.0,6.0,1774.162,24.011000000000003,14,0
11178,22,25.0,6,26.0,False,1.0,5,2018,Germany,32,0,1.0,18.0,0.0,1967.701,5.589,14,0
11190,15,25.0,6,24.0,True,1.0,6,2018,Germany,21,0,15.0,8.0,4.0,2034.8700000000001,1.778,14,1
11236,5,27.0,4,26.0,True,1.0,15,2018,Germany,28,0,18.0,17.0,0.0,2205.8940000000002,1.227,14,1
11238,28,28.0,6,30.0,False,1.0,9,2018,Germany,3,0,2.0,2.0,18.0,2210.685,2.373,14,0
11252,17,28.0,4,27.0,True,1.0,15,2018,Germany,27,1,12.0,19.0,0.0,2284.2780000000002,0.769,14,1
11253,13,28.0,4,27.0,True,1.0,14,2018,Germany,11,1,17.0,10.0,1.0,2284.947,0.669,14,1
11258,16,29.0,6,31.0,False,1.0,11,2018,Germany,31,1,4.0,4.0,12.0,2295.472,1.483,14,0
11272,6,29.0,4,28.0,True,1.0,8,2018,Germany,30,1,19.0,13.0,0.0,2369.2870000000003,2.567,14,1
11304,3,31.0,4,30.0,True,1.0,8,2018,Germany,2,0,11.0,16.0,0.0,2510.527,1.139,14,1
11441,32,38.0,4,37.0,True,1.0,13,2018,Germany,5,0,13.0,9.0,2.0,3076.215,1.1700000000000002,14,1
11499,19,42.0,4,41.0,True,1.0,9,2018,Germany,10,0,14.0,1.0,25.0,3316.838,2.744,14,1
11536,4,43.0,4,23.0,True,2.0,13,2018,Germany,16,0,9.0,15.0,0.0,3470.433,1.141,14,1
11541,3,43.0,3,12.0,True,2.0,8,2018,Germany,2,0,11.0,16.0,0.0,3486.01,0.5910000000000001,14,1
11543,1,43.0,4,42.0,True,1.0,14,2018,Germany,7,0,16.0,14.0,0.0,3491.8660000000004,1.0570000000000002,14,1
11574,16,46.0,4,17.0,True,2.0,11,2018,Germany,31,0,4.0,4.0,12.0,3638.425,9.089,14,1
11600,4,46.0,2,3.0,True,3.0,13,2018,Germany,16,0,9.0,15.0,0.0,3756.135,16.542,14,1
11612,1,46.0,8,3.0,True,2.0,14,2018,Germany,7,1,16.0,14.0,0.0,3798.3880000000004,1.5830000000000002,14,1
11618,16,48.0,2,2.0,True,3.0,11,2018,Germany,31,1,4.0,4.0,12.0,3825.943,3.427,14,1
11621,3,47.0,2,4.0,True,3.0,8,2018,Germany,2,1,11.0,16.0,0.0,3856.702,2.337,14,1
11669,24,50.0,3,30.0,True,2.0,12,2018,Germany,26,1,8.0,12.0,0.0,4061.768,1.923,14,1
11674,5,50.0,3,23.0,True,2.0,15,2018,Germany,28,1,18.0,17.0,0.0,4093.429,5.415,14,1
11677,12,51.0,3,33.0,True,2.0,12,2018,Germany,12,2,7.0,5.0,10.0,4135.617,8.161000000000001,14,1
11678,28,52.0,4,24.0,True,2.0,9,2018,Germany,3,2,2.0,2.0,18.0,4145.118,9.501000000000001,14,1
11683,29,51.0,3,30.0,True,2.0,7,2018,Germany,9,2,6.0,6.0,8.0,4152.344,0.24700000000000003,14,1
11684,7,51.0,3,31.0,True,2.0,7,2018,Germany,17,2,5.0,11.0,0.0,4153.479,1.135,14,1
11691,17,51.0,3,23.0,True,2.0,15,2018,Germany,27,2,12.0,19.0,0.0,4199.509,2.178,14,1
11697,27,53.0,4,39.0,True,2.0,5,2018,Germany,23,8,3.0,3.0,15.0,4278.631,0.8400000000000001,14,1
11708,13,52.0,3,24.0,True,2.0,14,2018,Germany,11,8,17.0,10.0,1.0,4320.1140000000005,11.494000000000002,14,1
11711,6,52.0,3,23.0,True,2.0,8,2018,Germany,30,8,19.0,13.0,0.0,4369.247,27.958000000000002,14,1
11727,5,53.0,2,3.0,True,3.0,15,2018,Germany,28,8,18.0,17.0,0.0,4456.691000000001,27.872000000000003,14,1
11745,12,55.0,2,4.0,True,3.0,12,2018,Germany,12,8,7.0,5.0,10.0,4575.566000000001,15.962000000000002,14,1
11754,29,55.0,2,4.0,True,3.0,7,2018,Germany,9,8,6.0,6.0,8.0,4616.858,0.384,14,1
11755,7,55.0,2,4.0,True,3.0,7,2018,Germany,17,8,5.0,11.0,0.0,4619.002,2.144,14,1
11769,24,56.0,2,6.0,True,3.0,12,2018,Germany,26,8,8.0,12.0,0.0,4703.3550000000005,1.83,14,1
11931,3,65.0,4,21.0,False,4.0,8,2018,Germany,2,0,11.0,16.0,0.0,5513.116,0.652,14,0
12061,32,6.0,6,5.0,True,1.0,13,2018,Hungary,5,7,14.0,15.0,0.0,550.644,0.05,18,1
12191,27,14.0,6,13.0,True,1.0,5,2018,Hungary,23,0,3.0,3.0,15.0,1197.7060000000001,4.147,18,1
12207,28,15.0,6,14.0,True,1.0,9,2018,Hungary,3,0,2.0,5.0,10.0,1276.5720000000001,8.614,18,1
12346,2,22.0,6,21.0,True,1.0,6,2018,Hungary,22,0,19.0,14.0,0.0,1917.5610000000001,3.9480000000000004,18,1
12360,12,23.0,4,22.0,True,1.0,12,2018,Hungary,12,0,13.0,12.0,0.0,1988.9330000000002,1.093,18,1
12377,13,24.0,6,23.0,True,1.0,14,2018,Hungary,11,0,8.0,11.0,0.0,2071.494,0.015000000000000001,18,1
12383,19,25.0,6,23.0,True,1.0,9,2018,Hungary,10,0,1.0,1.0,25.0,2098.201,3.8320000000000003,18,1
12393,24,25.0,4,24.0,True,1.0,12,2018,Hungary,26,0,5.0,9.0,2.0,2152.3230000000003,8.477,18,1
12465,29,29.0,6,28.0,True,1.0,7,2018,Hungary,9,0,10.0,10.0,1.0,2491.0910000000003,11.817,18,1
12500,7,31.0,6,30.0,True,1.0,7,2018,Hungary,17,0,9.0,7.0,6.0,2650.444,12.299000000000001,18,1
12509,17,31.0,4,30.0,True,1.0,15,2018,Hungary,27,0,20.0,16.0,0.0,2695.063,11.903,18,1
12517,1,32.0,6,31.0,True,1.0,14,2018,Hungary,7,0,6.0,6.0,8.0,2724.29,12.351,18,1
12619,27,38.0,4,24.0,True,2.0,5,2018,Hungary,23,0,3.0,3.0,15.0,3207.009,4.598,18,1
12629,22,39.0,4,38.0,True,1.0,5,2018,Hungary,32,0,4.0,2.0,18.0,3266.543,12.633000000000001,18,1
12644,3,39.0,4,38.0,True,1.0,8,2018,Hungary,2,0,11.0,8.0,4.0,3331.956,7.112,18,1
12649,15,39.0,4,38.0,True,1.0,6,2018,Hungary,21,0,18.0,13.0,0.0,3358.0240000000003,1.014,18,1
12662,6,40.0,4,39.0,True,1.0,8,2018,Hungary,30,0,16.0,18.0,0.0,3419.139,10.807,18,1
12726,14,44.0,4,43.0,True,1.0,11,2018,Hungary,24,0,12.0,4.0,12.0,3710.317,8.694,18,1
12804,5,47.0,3,46.0,True,1.0,15,2018,Hungary,28,0,15.0,17.0,0.0,4078.784,0.8450000000000001,18,1
12851,12,50.0,3,27.0,True,2.0,12,2018,Hungary,12,7,13.0,12.0,0.0,4309.874000000001,1.5370000000000001,18,1
13212,28,2.0,4,5.0,False,2.0,9,2018,Belgium,3,8,19.0,4.0,12.0,351.562,4.689,9,0
13214,6,2.0,4,2.0,False,2.0,8,2018,Belgium,30,8,18.0,15.0,0.0,352.447,0.526,9,0
13298,27,7.0,3,6.0,True,2.0,5,2018,Belgium,23,0,6.0,17.0,0.0,1040.52,5.535,9,1
13315,27,8.0,3,7.0,False,3.0,5,2018,Belgium,23,0,6.0,17.0,0.0,1193.4650000000001,45.11,9,0
13509,19,21.0,5,24.0,False,2.0,9,2018,Belgium,10,0,1.0,2.0,18.0,2538.474,7.972,9,0
13524,22,22.0,5,24.0,False,2.0,5,2018,Belgium,32,0,2.0,1.0,25.0,2643.4030000000002,34.568000000000005,9,0
13538,24,22.0,3,22.0,False,2.0,12,2018,Belgium,26,0,14.0,11.0,0.0,2714.9610000000002,2.488,9,0
13546,29,23.0,5,26.0,False,2.0,7,2018,Belgium,9,0,5.0,7.0,6.0,2800.762,3.111,9,0
13553,5,23.0,4,23.0,False,2.0,15,2018,Belgium,28,0,17.0,13.0,0.0,2823.922,0.20900000000000002,9,0
13560,15,24.0,5,27.0,False,2.0,10,2018,Belgium,21,0,3.0,6.0,8.0,2904.762,10.466000000000001,9,0
13567,17,24.0,4,24.0,False,2.0,15,2018,Belgium,27,0,16.0,12.0,0.0,2932.827,8.887,9,0
13575,2,25.0,5,28.0,False,2.0,10,2018,Belgium,22,0,4.0,5.0,10.0,3008.951,23.714000000000002,9,0
13582,1,25.0,5,25.0,False,2.0,14,2018,Belgium,7,0,10.0,9.0,2.0,3033.1000000000004,0.192,9,0
13590,16,26.0,5,28.0,False,2.0,11,2018,Belgium,31,0,7.0,3.0,15.0,3098.25,11.437000000000001,9,0
13595,7,26.0,5,29.0,False,2.0,7,2018,Belgium,17,0,9.0,8.0,4.0,3139.809,2.216,9,0
13597,32,26.0,4,26.0,False,2.0,13,2018,Belgium,5,0,13.0,10.0,1.0,3145.478,3.591,9,0
13635,6,28.0,3,26.0,True,3.0,8,2018,Belgium,30,0,18.0,15.0,0.0,3399.442,9.568000000000001,9,1
13639,28,29.0,5,27.0,True,3.0,9,2018,Belgium,3,0,19.0,4.0,12.0,3453.4410000000003,19.808,9,1
13658,14,28.0,4,27.0,True,3.0,11,2018,Belgium,24,0,8.0,16.0,0.0,3576.1760000000004,1.596,9,1
13680,13,31.0,4,31.0,False,2.0,14,2018,Belgium,11,0,11.0,14.0,0.0,3719.3340000000003,2.391,9,0
13948,7,4.0,4,3.0,True,1.0,7,2018,Italy,17,0,11.0,16.0,0.0,476.77900000000005,1.094,19,1
14042,3,9.0,5,8.0,True,1.0,8,2018,Italy,2,0,13.0,18.0,0.0,923.0540000000001,12.254000000000001,19,1
14224,27,20.0,5,21.0,False,1.0,5,2018,Italy,23,0,1.0,2.0,18.0,1819.229,3.612,19,0
14284,29,23.0,5,25.0,False,1.0,7,2018,Italy,9,0,6.0,20.0,0.0,2101.565,2.8150000000000004,19,0
14311,6,24.0,5,23.0,True,1.0,8,2018,Italy,30,1,17.0,12.0,0.0,2218.087,2.6820000000000004,19,1
14331,16,26.0,5,28.0,False,1.0,11,2018,Italy,31,1,5.0,5.0,10.0,2340.107,2.7960000000000003,19,0
14362,19,28.0,5,30.0,False,1.0,9,2018,Italy,10,0,3.0,1.0,25.0,2494.0190000000002,18.707,19,0
14385,22,29.0,4,28.0,True,2.0,5,2018,Italy,32,0,2.0,4.0,12.0,2612.4280000000003,0.9980000000000001,19,1
14478,1,34.0,5,36.0,False,1.0,14,2018,Italy,7,0,9.0,14.0,0.0,3078.73,4.713,19,0
14480,4,34.0,4,33.0,True,1.0,13,2018,Italy,16,0,15.0,11.0,0.0,3080.347,1.1280000000000001,19,1
14493,5,35.0,5,37.0,False,1.0,15,2018,Italy,28,0,10.0,9.0,2.0,3148.494,1.8350000000000002,19,0
14498,28,36.0,5,38.0,False,1.0,9,2018,Italy,3,0,4.0,3.0,15.0,3184.9410000000003,2.708,19,0
14526,17,37.0,5,36.0,True,1.0,15,2018,Italy,27,0,12.0,10.0,1.0,3323.817,7.007000000000001,19,1
14539,15,38.0,5,40.0,False,1.0,10,2018,Italy,21,0,8.0,6.0,8.0,3385.4440000000004,0.48300000000000004,19,0
14555,2,39.0,5,38.0,True,1.0,10,2018,Italy,22,0,14.0,7.0,6.0,3474.8880000000004,7.297000000000001,19,1
14557,24,39.0,5,41.0,False,1.0,12,2018,Italy,26,0,7.0,8.0,4.0,3486.2090000000003,2.612,19,0
14597,12,41.0,4,40.0,True,2.0,12,2018,Italy,12,0,20.0,13.0,0.0,3686.0780000000004,0.326,19,1
14615,32,42.0,5,41.0,True,2.0,13,2018,Italy,5,0,18.0,15.0,0.0,3779.543,7.4270000000000005,19,1
14855,17,3.0,6,2.0,True,1.0,15,2018,Singapore,27,8,19.0,19.0,0.0,503.15200000000004,3.6430000000000002,31,1
15049,22,14.0,1,16.0,False,1.0,5,2018,Singapore,32,0,3.0,3.0,15.0,1714.104,1.48,31,0
15063,13,14.0,1,13.0,True,1.0,14,2018,Singapore,11,0,17.0,17.0,0.0,1752.833,1.8150000000000002,31,1
15066,19,15.0,1,16.0,False,1.0,9,2018,Singapore,10,0,1.0,1.0,25.0,1814.9740000000002,0.444,31,0
15079,12,15.0,1,17.0,False,1.0,12,2018,Singapore,12,0,10.0,10.0,1.0,1856.2120000000002,1.6400000000000001,31,0
15087,28,16.0,1,18.0,False,1.0,9,2018,Singapore,3,0,4.0,4.0,12.0,1932.026,1.643,31,0
15097,29,16.0,1,18.0,False,1.0,7,2018,Singapore,9,0,8.0,15.0,0.0,1965.3680000000002,0.9780000000000001,31,0
15103,16,17.0,1,19.0,False,1.0,11,2018,Singapore,31,0,2.0,2.0,18.0,2032.2540000000001,45.644000000000005,31,0
15109,2,17.0,1,19.0,False,1.0,10,2018,Singapore,22,0,7.0,16.0,0.0,2063.984,6.835000000000001,31,0
15199,27,22.0,1,24.0,False,1.0,5,2018,Singapore,23,0,5.0,5.0,10.0,2573.396,6.066000000000001,31,0
15286,1,26.0,1,25.0,True,1.0,14,2018,Singapore,7,0,15.0,13.0,0.0,3061.483,0.5860000000000001,31,1
15288,7,26.0,6,25.0,True,1.0,7,2018,Singapore,17,0,16.0,18.0,0.0,3063.503,0.676,31,1
15294,14,27.0,1,29.0,False,1.0,11,2018,Singapore,24,0,6.0,6.0,8.0,3107.1240000000003,2.3810000000000002,31,0
15425,2,33.0,6,16.0,True,2.0,10,2018,Singapore,22,0,7.0,16.0,0.0,3842.1160000000004,9.907,31,1
15484,13,36.0,6,22.0,True,2.0,14,2018,Singapore,11,0,17.0,17.0,0.0,4172.195000000001,0.511,31,1
15486,7,36.0,4,10.0,True,2.0,7,2018,Singapore,17,0,16.0,18.0,0.0,4174.509,0.34900000000000003,31,1
15490,24,37.0,6,36.0,True,1.0,12,2018,Singapore,26,0,12.0,8.0,4.0,4219.285,12.274000000000001,31,1
15508,3,38.0,6,37.0,True,1.0,8,2018,Singapore,2,0,11.0,7.0,6.0,4322.286,20.755000000000003,31,1
15509,4,38.0,6,37.0,True,1.0,13,2018,Singapore,16,0,13.0,9.0,2.0,4343.129,20.843,31,1
15545,2,39.0,4,6.0,True,3.0,10,2018,Singapore,22,0,7.0,16.0,0.0,4513.889,2.5580000000000003,31,1
15554,5,40.0,4,39.0,True,1.0,15,2018,Singapore,28,0,20.0,14.0,0.0,4595.341,3.595,31,1
15609,6,43.0,6,42.0,True,1.0,8,2018,Singapore,30,0,18.0,12.0,0.0,4903.969,1.2610000000000001,31,1
15625,32,44.0,6,43.0,True,1.0,13,2018,Singapore,5,0,14.0,11.0,0.0,5007.869000000001,4.979,31,1
15659,17,45.0,4,42.0,True,2.0,15,2018,Singapore,27,0,19.0,19.0,0.0,5184.353,10.953000000000001,31,1
15713,7,48.0,1,12.0,True,3.0,7,2018,Singapore,17,0,16.0,18.0,0.0,5485.242,15.613000000000001,31,1
16003,13,3.0,1,2.0,True,1.0,14,2018,Russia,11,0,20.0,20.0,0.0,329.595,3.7350000000000003,29,1
16022,1,4.0,4,3.0,True,1.0,14,2018,Russia,7,1,17.0,19.0,0.0,461.34200000000004,31.741000000000003,29,1
16025,13,4.0,4,1.0,True,2.0,14,2018,Russia,11,1,20.0,20.0,0.0,502.05600000000004,0.17600000000000002,29,1
16041,3,5.0,6,4.0,True,1.0,8,2018,Russia,2,0,16.0,14.0,0.0,537.773,3.552,29,1
16076,5,7.0,6,6.0,True,1.0,15,2018,Russia,28,0,14.0,15.0,0.0,749.629,3.467,29,1
16091,29,8.0,1,10.0,False,1.0,7,2018,Russia,9,0,9.0,11.0,0.0,841.763,3.9240000000000004,29,0
16104,7,9.0,1,11.0,False,1.0,7,2018,Russia,17,0,5.0,8.0,4.0,934.2,2.528,29,0
16119,4,10.0,1,12.0,False,1.0,13,2018,Russia,16,0,7.0,7.0,6.0,1030.5990000000002,10.582,29,0
16121,15,10.0,1,12.0,False,1.0,10,2018,Russia,21,0,6.0,9.0,2.0,1035.4850000000001,2.3040000000000003,29,0
16130,17,10.0,6,9.0,True,1.0,15,2018,Russia,27,0,13.0,18.0,0.0,1073.053,3.9720000000000004,29,1
16141,32,11.0,1,13.0,False,1.0,13,2018,Russia,5,0,10.0,13.0,0.0,1149.025,2.1,29,0
16146,6,11.0,6,10.0,True,1.0,8,2018,Russia,30,0,15.0,16.0,0.0,1170.682,2.563,29,1
16152,28,12.0,6,13.0,False,1.0,9,2018,Russia,3,0,1.0,2.0,18.0,1205.353,1.653,29,0
16156,2,12.0,1,14.0,False,1.0,10,2018,Russia,22,0,8.0,10.0,1.0,1239.663,2.986,29,0
16169,22,13.0,6,15.0,False,1.0,5,2018,Russia,32,0,3.0,3.0,15.0,1308.029,6.488,29,0
16186,19,14.0,6,16.0,False,1.0,9,2018,Russia,10,0,2.0,1.0,25.0,1406.1580000000001,5.588,29,0
16258,27,18.0,6,20.0,False,1.0,5,2018,Russia,23,0,4.0,4.0,12.0,1815.1850000000002,7.516000000000001,29,0
16525,24,32.0,4,31.0,True,1.0,12,2018,Russia,26,0,11.0,17.0,0.0,3303.6400000000003,1.55,29,1
16570,12,35.0,4,34.0,True,1.0,12,2018,Russia,12,0,12.0,12.0,0.0,3562.3660000000004,21.709,29,1
16614,32,37.0,4,26.0,True,2.0,13,2018,Russia,5,0,10.0,13.0,0.0,3791.492,0.542,29,1
16638,14,39.0,4,38.0,True,1.0,11,2018,Russia,24,0,18.0,6.0,8.0,3923.8070000000002,3.1260000000000003,29,1
16703,16,43.0,4,42.0,True,1.0,11,2018,Russia,31,0,19.0,5.0,10.0,4282.765,0.35100000000000003,29,1
16931,7,2.0,4,1.0,True,1.0,7,2018,Japan,17,0,12.0,20.0,0.0,258.228,49.550000000000004,23,1
16962,4,4.0,4,3.0,True,1.0,13,2018,Japan,16,8,10.0,18.0,0.0,434.744,3.648,23,1
16968,17,4.0,4,3.0,True,1.0,15,2018,Japan,27,8,17.0,16.0,0.0,441.74100000000004,0.909,23,1
16989,32,5.0,4,4.0,True,1.0,13,2018,Japan,5,8,20.0,12.0,0.0,581.1990000000001,0.128,23,1
17051,7,8.0,3,6.0,True,2.0,7,2018,Japan,17,1,12.0,20.0,0.0,1014.8950000000001,43.777,23,1
17163,5,14.0,4,13.0,True,1.0,15,2018,Japan,28,0,14.0,17.0,0.0,1560.42,1.042,23,1
17207,27,17.0,5,19.0,False,1.0,5,2018,Japan,23,0,4.0,5.0,10.0,1822.9910000000002,8.749,23,0
17282,16,21.0,5,23.0,False,1.0,11,2018,Japan,31,0,3.0,3.0,15.0,2197.955,7.303000000000001,23,0
17319,28,23.0,4,25.0,False,1.0,9,2018,Japan,3,0,2.0,2.0,18.0,2382.2110000000002,7.883000000000001,23,0
17320,14,23.0,4,22.0,True,1.0,11,2018,Japan,24,0,15.0,4.0,12.0,2394.0130000000004,11.802000000000001,23,1
17335,6,23.0,4,22.0,True,1.0,8,2018,Japan,30,0,19.0,15.0,0.0,2444.32,5.315,23,1
17337,19,24.0,4,25.0,False,1.0,9,2018,Japan,10,0,1.0,1.0,25.0,2470.974,23.621000000000002,23,0
17345,2,24.0,5,26.0,False,1.0,10,2018,Japan,22,0,9.0,7.0,6.0,2520.126,1.479,23,0
17383,15,26.0,5,28.0,False,1.0,10,2018,Japan,21,0,11.0,9.0,2.0,2715.3650000000002,0.8130000000000001,23,0
17384,22,26.0,5,28.0,False,1.0,5,2018,Japan,32,0,8.0,6.0,8.0,2718.8140000000003,3.4490000000000003,23,0
17387,3,26.0,4,25.0,True,1.0,8,2018,Japan,2,0,18.0,14.0,0.0,2727.208,0.267,23,1
17421,13,28.0,5,30.0,False,1.0,14,2018,Japan,11,0,6.0,13.0,0.0,2918.491,9.833,23,0
17437,29,29.0,4,31.0,False,1.0,7,2018,Japan,9,0,5.0,8.0,4.0,2999.3250000000003,17.44,23,0
17439,1,29.0,5,31.0,False,1.0,14,2018,Japan,7,0,7.0,11.0,0.0,3007.7560000000003,1.3980000000000001,23,0
17464,12,30.0,3,29.0,True,1.0,12,2018,Japan,12,0,16.0,19.0,0.0,3123.7110000000002,0.221,23,1
17494,24,32.0,4,31.0,True,1.0,12,2018,Japan,26,0,13.0,10.0,1.0,3300.387,35.483000000000004,23,1
17558,4,35.0,3,31.0,True,2.0,13,2018,Japan,16,0,10.0,18.0,0.0,3608.951,0.202,23,1
17606,12,37.0,4,7.0,True,2.0,12,2018,Japan,12,0,16.0,19.0,0.0,3825.782,1.647,23,1
17621,17,38.0,3,34.0,True,2.0,15,2018,Japan,27,0,17.0,16.0,0.0,3913.5800000000004,0.77,23,1
17640,5,39.0,3,25.0,True,2.0,15,2018,Japan,28,1,14.0,17.0,0.0,4014.8360000000002,1.094,23,1
17906,29,2.0,6,5.0,False,1.0,7,2018,UnitedStates,9,1,8.0,17.0,0.0,279.257,22.433,35,0
17960,5,5.0,4,2.0,True,3.0,15,2018,UnitedStates,28,0,15.0,14.0,0.0,566.144,7.646000000000001,35,1
18042,17,10.0,5,10.0,True,1.0,15,2018,UnitedStates,27,5,14.0,13.0,0.0,1055.1280000000002,1.117,35,1
18044,6,10.0,5,10.0,True,1.0,8,2018,UnitedStates,30,5,17.0,11.0,0.0,1059.47,0.788,35,1
18045,1,10.0,5,10.0,True,1.0,14,2018,UnitedStates,7,5,19.0,12.0,0.0,1063.0790000000002,3.6090000000000004,35,1
18049,19,11.0,5,16.0,False,1.0,9,2018,UnitedStates,10,12,1.0,3.0,15.0,1142.159,14.090000000000002,35,0
18218,27,21.0,6,24.0,False,1.0,5,2018,UnitedStates,23,0,2.0,1.0,25.0,2167.654,17.733,35,0
18237,16,22.0,4,22.0,True,1.0,11,2018,UnitedStates,31,0,18.0,2.0,18.0,2272.0440000000003,1.9900000000000002,35,1
18243,15,22.0,6,25.0,False,1.0,10,2018,UnitedStates,21,0,6.0,19.0,0.0,2311.0910000000003,7.563000000000001,35,0
18253,28,23.0,5,26.0,False,1.0,9,2018,UnitedStates,3,0,3.0,5.0,10.0,2370.3720000000003,3.619,35,0
18258,12,23.0,6,26.0,False,1.0,12,2018,UnitedStates,12,0,7.0,6.0,8.0,2403.5370000000003,15.113000000000001,35,0
18275,24,24.0,5,24.0,False,1.0,12,2018,UnitedStates,26,0,11.0,7.0,6.0,2508.78,18.961000000000002,35,0
18292,2,25.0,6,28.0,False,1.0,10,2018,UnitedStates,22,0,10.0,8.0,4.0,2622.05,29.527,35,0
18306,22,26.0,5,29.0,False,1.0,5,2018,UnitedStates,32,0,5.0,4.0,12.0,2688.3340000000003,1.6400000000000001,35,0
18329,13,27.0,5,27.0,True,1.0,14,2018,UnitedStates,11,0,20.0,9.0,2.0,2836.9460000000004,1.5250000000000001,35,1
18365,17,29.0,4,19.0,True,2.0,15,2018,UnitedStates,27,0,14.0,13.0,0.0,3049.699,2.696,35,1
