,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,StartPosition,EndPosition,Points,TimeSeconds,LapTimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTimeSeconds,TotalTime,PitTime,TotalTimeWithPit,0,TotalTimeWoopWoop
402,0 days 01:06:34.870000,99,0 days 00:01:35.939000,3,NA,NA,0 days 00:00:36.016000,0 days 00:00:30.211000,0 days 00:00:29.712000,0 days 01:05:34.947000,0 days 01:06:05.158000,0 days 01:06:34.870000,281.0,318.0,307.0,323.0,False,MEDIUM,9.0,False,1,0 days 01:04:58.931000,Alfa Romeo Racing,GIO,1,True,2021-12-05 17:37:06.149,10.0,9.0,2.0,3994.8700000000003,95.93900000000001,NA,NA,36.016000000000005,30.211000000000002,29.712000000000003,3898.931,95.93900000000001,NA,NA,NA,193.28700000000003
352,0 days 01:06:36.437000,55,0 days 00:01:36.003000,3,NA,NA,0 days 00:00:36.254000,0 days 00:00:30.187000,0 days 00:00:29.562000,0 days 01:05:36.688000,0 days 01:06:06.875000,0 days 01:06:36.437000,285.0,320.0,312.0,335.0,False,HARD,3.0,True,1,0 days 01:05:00.434000,Ferrari,SAI,1,True,2021-12-05 17:37:07.652,15.0,8.0,4.0,3996.4370000000004,96.003,NA,NA,36.254000000000005,30.187,29.562,3900.434,96.003,NA,NA,NA,193.85700000000003
651,0 days 01:06:36.031000,22,0 days 00:01:36.504000,3,NA,NA,0 days 00:00:36.380000,0 days 00:00:30.458000,0 days 00:00:29.666000,0 days 01:05:35.907000,0 days 01:06:06.365000,0 days 01:06:36.031000,276.0,300.0,296.0,307.0,False,MEDIUM,10.0,False,1,0 days 01:04:59.527000,AlphaTauri,TSU,1,True,2021-12-05 17:37:06.745,8.0,14.0,0.0,3996.0310000000004,96.504,NA,NA,36.38,30.458000000000002,29.666,3899.527,96.504,NA,NA,NA,193.901
700,0 days 01:06:37.628000,7,0 days 00:01:36.194000,3,NA,NA,0 days 00:00:36.247000,0 days 00:00:30.299000,0 days 00:00:29.648000,0 days 01:05:37.681000,0 days 01:06:07.980000,0 days 01:06:37.628000,278.0,315.0,294.0,319.0,False,MEDIUM,3.0,True,1,0 days 01:05:01.434000,Alfa Romeo Racing,RAI,1,True,2021-12-05 17:37:08.652,12.0,15.0,0.0,3997.628,96.194,NA,NA,36.247,30.299000000000003,29.648000000000003,3901.434,96.19400000000002,NA,NA,NA,195.00900000000001
749,0 days 01:06:38.998000,5,0 days 00:01:36.568000,3,NA,NA,0 days 00:00:36.298000,0 days 00:00:30.563000,0 days 00:00:29.707000,0 days 01:05:38.728000,0 days 01:06:09.291000,0 days 01:06:38.998000,276.0,298.0,292.0,301.0,False,HARD,4.0,False,1,0 days 01:05:02.430000,Aston Martin,VET,1,True,2021-12-05 17:37:09.648,17.0,16.0,0.0,3998.998,96.56800000000001,NA,NA,36.298,30.563000000000002,29.707,3902.4300000000003,96.56800000000001,NA,NA,NA,195.851
823,0 days 01:06:41.975000,63,0 days 00:01:37.844000,3,NA,NA,0 days 00:00:36.431000,0 days 00:00:30.505000,0 days 00:00:30.908000,0 days 01:05:40.562000,0 days 01:06:11.067000,0 days 01:06:41.975000,281.0,312.0,295.0,232.0,False,MEDIUM,3.0,True,1,0 days 01:05:04.131000,Williams,RUS,1,True,2021-12-05 17:37:11.349,14.0,19.0,0.0,4001.9750000000004,97.84400000000001,NA,NA,36.431000000000004,30.505000000000003,30.908,3904.1310000000003,97.84400000000001,NA,NA,NA,197.46000000000004
552,0 days 01:06:43.197000,6,0 days 00:01:37.640000,3,NA,NA,0 days 00:00:37.191000,0 days 00:00:30.451000,0 days 00:00:29.998000,0 days 01:05:42.748000,0 days 01:06:13.199000,0 days 01:06:43.197000,NA,312.0,315.0,315.0,False,MEDIUM,3.0,True,1,0 days 01:05:05.557000,Williams,LAT,1,True,2021-12-05 17:37:12.775,16.0,12.0,0.0,4003.197,97.64,NA,NA,37.191,30.451,29.998,3905.5570000000002,97.64,NA,NA,NA,197.888
838,0 days 01:06:42.946000,47,0 days 00:01:37.879000,3,NA,NA,0 days 00:00:36.592000,0 days 00:00:30.844000,0 days 00:00:30.443000,0 days 01:05:41.659000,0 days 01:06:12.503000,0 days 01:06:42.946000,283.0,310.0,309.0,314.0,False,MEDIUM,3.0,True,1,0 days 01:05:05.067000,Haas F1 Team,MSC,1,True,2021-12-05 17:37:12.285,19.0,20.0,0.0,4002.9460000000004,97.879,NA,NA,36.592,30.844,30.443,3905.0670000000005,97.879,NA,NA,NA,198.05200000000002
502,0 days 01:06:42.414000,18,0 days 00:01:39.266000,3,NA,NA,0 days 00:00:36.270000,0 days 00:00:30.527000,0 days 00:00:32.469000,0 days 01:05:39.418000,0 days 01:06:09.945000,0 days 01:06:42.414000,275.0,310.0,306.0,209.0,False,MEDIUM,3.0,True,1,0 days 01:05:03.148000,Aston Martin,STR,1,True,2021-12-05 17:37:10.366,18.0,11.0,0.0,4002.414,99.266,NA,NA,36.27,30.527,32.469,3903.148,99.26599999999999,NA,NA,NA,198.516
808,0 days 01:06:45.085000,9,0 days 00:01:38.699000,3,NA,NA,0 days 00:00:37.570000,0 days 00:00:31.017000,0 days 00:00:30.112000,0 days 01:05:43.956000,0 days 01:06:14.973000,0 days 01:06:45.085000,NA,307.0,295.0,309.0,False,MEDIUM,3.0,True,1,0 days 01:05:06.386000,Haas F1 Team,MAZ,1,True,2021-12-05 17:37:13.604,20.0,18.0,0.0,4005.085,98.69900000000001,NA,NA,37.57,31.017000000000003,30.112000000000002,3906.3860000000004,98.69900000000001,NA,NA,NA,198.75500000000002
3,0 days 01:07:54.534000,44,0 days 00:01:33.792000,4,NA,NA,0 days 00:00:34.661000,0 days 00:00:29.805000,0 days 00:00:29.326000,0 days 01:06:55.403000,0 days 01:07:25.208000,0 days 01:07:54.534000,NA,290.0,294.0,295.0,False,MEDIUM,13.0,False,1,0 days 01:06:20.742000,Mercedes,HAM,1,True,2021-12-05 17:38:27.960,1.0,1.0,26.0,4074.534,93.792,NA,NA,34.661,29.805000000000003,29.326,3980.742,93.792,NA,NA,NA,281.59400000000005
103,0 days 01:07:55.738000,77,0 days 00:01:33.585000,4,NA,NA,0 days 00:00:34.739000,0 days 00:00:29.566000,0 days 00:00:29.280000,0 days 01:06:56.892000,0 days 01:07:26.458000,0 days 01:07:55.738000,283.0,300.0,297.0,303.0,False,MEDIUM,11.0,False,1,0 days 01:06:22.153000,Mercedes,BOT,1,True,2021-12-05 17:38:29.371,2.0,3.0,15.0,4075.7380000000003,93.58500000000001,NA,NA,34.739000000000004,29.566000000000003,29.28,3982.1530000000002,93.58500000000001,NA,NA,NA,281.771
53,0 days 01:07:56.995000,33,0 days 00:01:33.654000,4,NA,NA,0 days 00:00:34.738000,0 days 00:00:29.674000,0 days 00:00:29.242000,0 days 01:06:58.079000,0 days 01:07:27.753000,0 days 01:07:56.995000,289.0,302.0,297.0,307.0,False,MEDIUM,8.0,False,1,0 days 01:06:23.341000,Red Bull Racing,VER,1,True,2021-12-05 17:38:30.559,3.0,2.0,18.0,4076.9950000000003,93.65400000000001,NA,NA,34.738,29.674000000000003,29.242,3983.3410000000003,93.65400000000001,NA,NA,NA,282.375
303,0 days 01:08:00.115000,16,0 days 00:01:34.414000,4,NA,NA,0 days 00:00:34.990000,0 days 00:00:29.991000,0 days 00:00:29.433000,0 days 01:07:00.691000,0 days 01:07:30.682000,0 days 01:08:00.115000,285.0,304.0,292.0,308.0,False,MEDIUM,9.0,False,1,0 days 01:06:25.701000,Ferrari,LEC,1,True,2021-12-05 17:38:32.919,4.0,7.0,6.0,4080.1150000000002,94.414,NA,NA,34.99,29.991000000000003,29.433000000000003,3985.701,94.41400000000002,NA,NA,NA,283.91700000000003
794,0 days 01:08:01.015000,11,0 days 00:01:34.474000,4,NA,NA,0 days 00:00:35.174000,0 days 00:00:29.970000,0 days 00:00:29.330000,0 days 01:07:01.715000,0 days 01:07:31.685000,0 days 01:08:01.015000,284.0,304.0,306.0,308.0,False,MEDIUM,11.0,False,1,0 days 01:06:26.541000,Red Bull Racing,PER,1,True,2021-12-05 17:38:33.759,5.0,17.0,0.0,4081.0150000000003,94.474,NA,NA,35.174,29.970000000000002,29.330000000000002,3986.541,94.474,NA,NA,NA,284.23800000000006
453,0 days 01:08:04.719000,4,0 days 00:01:35.385000,4,NA,NA,0 days 00:00:35.476000,0 days 00:00:30.270000,0 days 00:00:29.639000,0 days 01:07:04.810000,0 days 01:07:35.080000,0 days 01:08:04.719000,282.0,299.0,295.0,300.0,False,SOFT,8.0,False,1,0 days 01:06:29.334000,McLaren,NOR,1,True,2021-12-05 17:38:36.552,7.0,10.0,1.0,4084.719,95.385,NA,NA,35.476,30.270000000000003,29.639000000000003,3989.3340000000003,95.38500000000002,NA,NA,NA,286.85200000000003
153,0 days 01:08:06.355000,31,0 days 00:01:35.587000,4,NA,NA,0 days 00:00:35.479000,0 days 00:00:30.451000,0 days 00:00:29.657000,0 days 01:07:06.247000,0 days 01:07:36.698000,0 days 01:08:06.355000,NA,298.0,294.0,304.0,False,MEDIUM,11.0,False,1,0 days 01:06:30.768000,Alpine,OCO,1,True,2021-12-05 17:38:37.986,9.0,4.0,12.0,4086.3550000000005,95.587,NA,NA,35.479,30.451,29.657000000000004,3990.768,95.58700000000002,NA,NA,NA,287.45000000000005
253,0 days 01:08:07.484000,10,0 days 00:01:35.490000,4,NA,NA,0 days 00:00:35.435000,0 days 00:00:30.281000,0 days 00:00:29.774000,0 days 01:07:07.429000,0 days 01:07:37.710000,0 days 01:08:07.484000,NA,297.0,294.0,301.0,False,MEDIUM,11.0,False,1,0 days 01:06:31.994000,AlphaTauri,GAS,1,True,2021-12-05 17:38:39.212,6.0,6.0,8.0,4087.4840000000004,95.49000000000001,NA,NA,35.435,30.281000000000002,29.774,3991.994,95.49000000000001,NA,NA,NA,287.85400000000004
603,0 days 01:08:09.733000,14,0 days 00:01:35.464000,4,NA,NA,0 days 00:00:35.482000,0 days 00:00:30.144000,0 days 00:00:29.838000,0 days 01:07:09.751000,0 days 01:07:39.895000,0 days 01:08:09.733000,281.0,312.0,295.0,305.0,False,MEDIUM,4.0,True,1,0 days 01:06:34.269000,Alpine,ALO,1,True,2021-12-05 17:38:41.487,13.0,13.0,0.0,4089.733,95.46400000000001,NA,NA,35.482,30.144000000000002,29.838,3994.2690000000002,95.464,NA,NA,NA,288.11400000000003
203,0 days 01:08:08.281000,3,0 days 00:01:35.324000,4,NA,NA,0 days 00:00:35.635000,0 days 00:00:30.151000,0 days 00:00:29.538000,0 days 01:07:08.592000,0 days 01:07:38.743000,0 days 01:08:08.281000,283.0,307.0,310.0,309.0,False,HARD,4.0,True,1,0 days 01:06:32.957000,McLaren,RIC,1,True,2021-12-05 17:38:40.175,11.0,5.0,10.0,4088.2810000000004,95.32400000000001,NA,NA,35.635000000000005,30.151000000000003,29.538,3992.9570000000003,95.324,NA,NA,NA,288.39
403,0 days 01:08:10.507000,99,0 days 00:01:35.637000,4,NA,NA,0 days 00:00:35.856000,0 days 00:00:30.250000,0 days 00:00:29.531000,0 days 01:07:10.726000,0 days 01:07:40.976000,0 days 01:08:10.507000,282.0,306.0,307.0,323.0,False,MEDIUM,10.0,False,1,0 days 01:06:34.870000,Alfa Romeo Racing,GIO,1,True,2021-12-05 17:38:42.088,10.0,9.0,2.0,4090.507,95.637,NA,NA,35.856,30.250000000000004,29.531000000000002,3994.8700000000003,95.63700000000001,NA,NA,NA,288.92400000000004
353,0 days 01:08:12.056000,55,0 days 00:01:35.619000,4,NA,NA,0 days 00:00:35.641000,0 days 00:00:30.286000,0 days 00:00:29.692000,0 days 01:07:12.078000,0 days 01:07:42.364000,0 days 01:08:12.056000,284.0,304.0,297.0,308.0,False,HARD,4.0,True,1,0 days 01:06:36.437000,Ferrari,SAI,1,True,2021-12-05 17:38:43.655,15.0,8.0,4.0,4092.056,95.619,NA,NA,35.641000000000005,30.286,29.692,3996.4370000000004,95.619,NA,NA,NA,289.476
652,0 days 01:08:13.125000,22,0 days 00:01:37.094000,4,NA,NA,0 days 00:00:36.962000,0 days 00:00:30.420000,0 days 00:00:29.712000,0 days 01:07:12.993000,0 days 01:07:43.413000,0 days 01:08:13.125000,278.0,299.0,296.0,303.0,False,MEDIUM,11.0,False,1,0 days 01:06:36.031000,AlphaTauri,TSU,1,True,2021-12-05 17:38:43.249,8.0,14.0,0.0,4093.1250000000005,97.09400000000001,NA,NA,36.962,30.42,29.712000000000003,3996.0310000000004,97.09400000000001,NA,NA,NA,290.995
701,0 days 01:08:13.702000,7,0 days 00:01:36.074000,4,NA,NA,0 days 00:00:36.064000,0 days 00:00:30.338000,0 days 00:00:29.672000,0 days 01:07:13.692000,0 days 01:07:44.030000,0 days 01:08:13.702000,286.0,322.0,310.0,331.0,False,MEDIUM,4.0,True,1,0 days 01:06:37.628000,Alfa Romeo Racing,RAI,1,True,2021-12-05 17:38:44.846,12.0,15.0,0.0,4093.702,96.07400000000001,NA,NA,36.064,30.338,29.672,3997.628,96.074,NA,NA,NA,291.083
750,0 days 01:08:15.234000,5,0 days 00:01:36.236000,4,NA,NA,0 days 00:00:35.914000,0 days 00:00:30.472000,0 days 00:00:29.850000,0 days 01:07:14.912000,0 days 01:07:45.384000,0 days 01:08:15.234000,279.0,298.0,293.0,301.0,False,HARD,5.0,False,1,0 days 01:06:38.998000,Aston Martin,VET,1,True,2021-12-05 17:38:46.216,17.0,16.0,0.0,4095.2340000000004,96.236,NA,NA,35.914,30.472,29.85,3998.998,96.23599999999999,NA,NA,NA,292.087
503,0 days 01:08:18.266000,18,0 days 00:01:35.852000,4,NA,NA,0 days 00:00:35.195000,0 days 00:00:30.581000,0 days 00:00:30.076000,0 days 01:07:17.609000,0 days 01:07:48.190000,0 days 01:08:18.266000,273.0,290.0,291.0,292.0,False,MEDIUM,4.0,True,1,0 days 01:06:42.414000,Aston Martin,STR,1,True,2021-12-05 17:38:49.632,18.0,11.0,0.0,4098.2660000000005,95.852,NA,NA,35.195,30.581000000000003,30.076,4002.414,95.852,NA,NA,NA,294.368
824,0 days 01:08:19.499000,63,0 days 00:01:37.524000,4,NA,NA,0 days 00:00:37.102000,0 days 00:00:30.532000,0 days 00:00:29.890000,0 days 01:07:19.077000,0 days 01:07:49.609000,0 days 01:08:19.499000,277.0,299.0,297.0,302.0,False,MEDIUM,4.0,True,1,0 days 01:06:41.975000,Williams,RUS,1,True,2021-12-05 17:38:49.193,14.0,19.0,0.0,4099.499000000001,97.524,NA,NA,37.102000000000004,30.532000000000004,29.89,4001.9750000000004,97.52400000000002,NA,NA,NA,294.98400000000004
839,0 days 01:08:20.200000,47,0 days 00:01:37.254000,4,NA,NA,0 days 00:00:36.801000,0 days 00:00:30.707000,0 days 00:00:29.746000,0 days 01:07:19.747000,0 days 01:07:50.454000,0 days 01:08:20.200000,284.0,320.0,305.0,326.0,False,MEDIUM,4.0,True,1,0 days 01:06:42.946000,Haas F1 Team,MSC,1,True,2021-12-05 17:38:50.164,19.0,20.0,0.0,4100.2,97.254,NA,NA,36.801,30.707,29.746000000000002,4002.9460000000004,97.25400000000002,NA,NA,NA,295.30600000000004
553,0 days 01:08:21.018000,6,0 days 00:01:37.821000,4,NA,NA,0 days 00:00:37.160000,0 days 00:00:30.656000,0 days 00:00:30.005000,0 days 01:07:20.357000,0 days 01:07:51.013000,0 days 01:08:21.018000,278.0,316.0,307.0,317.0,False,MEDIUM,4.0,True,1,0 days 01:06:43.197000,Williams,LAT,1,True,2021-12-05 17:38:50.415,16.0,12.0,0.0,4101.018,97.82100000000001,NA,NA,37.160000000000004,30.656000000000002,30.005000000000003,4003.197,97.821,NA,NA,NA,295.709
809,0 days 01:08:22.716000,9,0 days 00:01:37.631000,4,NA,NA,0 days 00:00:36.788000,0 days 00:00:30.814000,0 days 00:00:30.029000,0 days 01:07:21.873000,0 days 01:07:52.687000,0 days 01:08:22.716000,NA,313.0,295.0,314.0,False,MEDIUM,4.0,True,1,0 days 01:06:45.085000,Haas F1 Team,MAZ,1,True,2021-12-05 17:38:52.303,20.0,18.0,0.0,4102.716,97.631,NA,NA,36.788000000000004,30.814000000000004,30.029000000000003,4005.085,97.631,NA,NA,NA,296.386
4,0 days 01:09:27.931000,44,0 days 00:01:33.397000,5,NA,NA,0 days 00:00:34.495000,0 days 00:00:29.674000,0 days 00:00:29.228000,0 days 01:08:29.029000,0 days 01:08:58.703000,0 days 01:09:27.931000,282.0,297.0,294.0,299.0,False,MEDIUM,14.0,False,1,0 days 01:07:54.534000,Mercedes,HAM,1,True,2021-12-05 17:40:01.752,1.0,1.0,26.0,4167.9310000000005,93.397,NA,NA,34.495000000000005,29.674000000000003,29.228,4074.534,93.39700000000002,NA,NA,NA,374.99100000000004
104,0 days 01:09:29.414000,77,0 days 00:01:33.676000,5,NA,NA,0 days 00:00:34.806000,0 days 00:00:29.694000,0 days 00:00:29.176000,0 days 01:08:30.544000,0 days 01:09:00.238000,0 days 01:09:29.414000,285.0,302.0,297.0,306.0,False,MEDIUM,12.0,False,1,0 days 01:07:55.738000,Mercedes,BOT,1,True,2021-12-05 17:40:02.956,2.0,3.0,15.0,4169.414000000001,93.676,NA,NA,34.806000000000004,29.694000000000003,29.176000000000002,4075.7380000000003,93.676,NA,NA,NA,375.447
54,0 days 01:09:30.718000,33,0 days 00:01:33.723000,5,NA,NA,0 days 00:00:34.746000,0 days 00:00:29.779000,0 days 00:00:29.198000,0 days 01:08:31.741000,0 days 01:09:01.520000,0 days 01:09:30.718000,287.0,301.0,298.0,305.0,False,MEDIUM,9.0,False,1,0 days 01:07:56.995000,Red Bull Racing,VER,1,True,2021-12-05 17:40:04.213,3.0,2.0,18.0,4170.718,93.723,NA,NA,34.746,29.779000000000003,29.198,4076.9950000000003,93.72300000000001,NA,NA,NA,376.098
304,0 days 01:09:34.265000,16,0 days 00:01:34.150000,5,NA,NA,0 days 00:00:34.802000,0 days 00:00:29.910000,0 days 00:00:29.438000,0 days 01:08:34.917000,0 days 01:09:04.827000,0 days 01:09:34.265000,284.0,308.0,291.0,310.0,False,MEDIUM,10.0,False,1,0 days 01:08:00.115000,Ferrari,LEC,1,True,2021-12-05 17:40:07.333,4.0,7.0,6.0,4174.265,94.15,NA,NA,34.802,29.91,29.438000000000002,4080.1150000000002,94.15,NA,NA,NA,378.067
795,0 days 01:09:35.371000,11,0 days 00:01:34.356000,5,NA,NA,0 days 00:00:35.125000,0 days 00:00:29.889000,0 days 00:00:29.342000,0 days 01:08:36.140000,0 days 01:09:06.029000,0 days 01:09:35.371000,282.0,304.0,296.0,306.0,False,MEDIUM,12.0,False,1,0 days 01:08:01.015000,Red Bull Racing,PER,1,True,2021-12-05 17:40:08.233,5.0,17.0,0.0,4175.371,94.35600000000001,NA,NA,35.125,29.889000000000003,29.342000000000002,4081.0150000000003,94.35600000000001,NA,NA,NA,378.59400000000005
454,0 days 01:09:40.065000,4,0 days 00:01:35.346000,5,NA,NA,0 days 00:00:35.453000,0 days 00:00:30.303000,0 days 00:00:29.590000,0 days 01:08:40.172000,0 days 01:09:10.475000,0 days 01:09:40.065000,278.0,298.0,294.0,298.0,False,SOFT,9.0,False,1,0 days 01:08:04.719000,McLaren,NOR,1,True,2021-12-05 17:40:11.937,7.0,10.0,1.0,4180.0650000000005,95.346,NA,NA,35.453,30.303,29.590000000000003,4084.719,95.346,NA,NA,NA,382.19800000000004
154,0 days 01:09:41.682000,31,0 days 00:01:35.327000,5,NA,NA,0 days 00:00:35.427000,0 days 00:00:30.391000,0 days 00:00:29.509000,0 days 01:08:41.782000,0 days 01:09:12.173000,0 days 01:09:41.682000,281.0,299.0,294.0,303.0,False,MEDIUM,12.0,False,1,0 days 01:08:06.355000,Alpine,OCO,1,True,2021-12-05 17:40:13.573,9.0,4.0,12.0,4181.682000000001,95.32700000000001,NA,NA,35.427,30.391000000000002,29.509,4086.3550000000005,95.327,NA,NA,NA,382.77700000000004
254,0 days 01:09:42.915000,10,0 days 00:01:35.431000,5,NA,NA,0 days 00:00:35.631000,0 days 00:00:30.227000,0 days 00:00:29.573000,0 days 01:08:43.115000,0 days 01:09:13.342000,0 days 01:09:42.915000,278.0,298.0,292.0,301.0,False,MEDIUM,12.0,False,1,0 days 01:08:07.484000,AlphaTauri,GAS,1,True,2021-12-05 17:40:14.702,6.0,6.0,8.0,4182.915,95.43100000000001,NA,NA,35.631,30.227,29.573,4087.4840000000004,95.43100000000001,NA,NA,NA,383.285
204,0 days 01:09:43.663000,3,0 days 00:01:35.382000,5,NA,NA,0 days 00:00:35.901000,0 days 00:00:30.076000,0 days 00:00:29.405000,0 days 01:08:44.182000,0 days 01:09:14.258000,0 days 01:09:43.663000,282.0,310.0,310.0,310.0,False,HARD,5.0,True,1,0 days 01:08:08.281000,McLaren,RIC,1,True,2021-12-05 17:40:15.499,11.0,5.0,10.0,4183.6630000000005,95.382,NA,NA,35.901,30.076,29.405,4088.2810000000004,95.382,NA,NA,NA,383.77200000000005
604,0 days 01:09:45.481000,14,0 days 00:01:35.748000,5,NA,NA,0 days 00:00:35.656000,0 days 00:00:30.398000,0 days 00:00:29.694000,0 days 01:08:45.389000,0 days 01:09:15.787000,0 days 01:09:45.481000,NA,299.0,295.0,306.0,False,MEDIUM,5.0,True,1,0 days 01:08:09.733000,Alpine,ALO,1,True,2021-12-05 17:40:16.951,13.0,13.0,0.0,4185.481000000001,95.748,NA,NA,35.656,30.398000000000003,29.694000000000003,4089.733,95.748,NA,NA,NA,383.862
404,0 days 01:09:45.951000,99,0 days 00:01:35.444000,5,NA,NA,0 days 00:00:35.796000,0 days 00:00:30.155000,0 days 00:00:29.493000,0 days 01:08:46.303000,0 days 01:09:16.458000,0 days 01:09:45.951000,283.0,319.0,311.0,323.0,False,MEDIUM,11.0,False,1,0 days 01:08:10.507000,Alfa Romeo Racing,GIO,1,True,2021-12-05 17:40:17.725,10.0,9.0,2.0,4185.951,95.444,NA,NA,35.796,30.155,29.493000000000002,4090.507,95.44399999999999,NA,NA,NA,384.36800000000005
354,0 days 01:09:47.201000,55,0 days 00:01:35.145000,5,NA,NA,0 days 00:00:35.485000,0 days 00:00:30.115000,0 days 00:00:29.545000,0 days 01:08:47.541000,0 days 01:09:17.656000,0 days 01:09:47.201000,NA,307.0,297.0,311.0,False,HARD,5.0,True,1,0 days 01:08:12.056000,Ferrari,SAI,1,True,2021-12-05 17:40:19.274,15.0,8.0,4.0,4187.201,95.14500000000001,NA,NA,35.485,30.115000000000002,29.545,4092.056,95.145,NA,NA,NA,384.621
653,0 days 01:09:48.952000,22,0 days 00:01:35.827000,5,NA,NA,0 days 00:00:35.645000,0 days 00:00:30.397000,0 days 00:00:29.785000,0 days 01:08:48.770000,0 days 01:09:19.167000,0 days 01:09:48.952000,279.0,297.0,293.0,302.0,False,MEDIUM,12.0,False,1,0 days 01:08:13.125000,AlphaTauri,TSU,1,True,2021-12-05 17:40:20.343,8.0,14.0,0.0,4188.952,95.82700000000001,NA,NA,35.645,30.397000000000002,29.785,4093.1250000000005,95.827,NA,NA,NA,386.822
702,0 days 01:09:49.711000,7,0 days 00:01:36.009000,5,NA,NA,0 days 00:00:36.144000,0 days 00:00:30.189000,0 days 00:00:29.676000,0 days 01:08:49.846000,0 days 01:09:20.035000,0 days 01:09:49.711000,281.0,312.0,307.0,321.0,False,MEDIUM,5.0,True,1,0 days 01:08:13.702000,Alfa Romeo Racing,RAI,1,True,2021-12-05 17:40:20.920,12.0,15.0,0.0,4189.711,96.009,NA,NA,36.144000000000005,30.189000000000004,29.676000000000002,4093.702,96.00900000000001,NA,NA,NA,387.09200000000004
751,0 days 01:09:51.239000,5,0 days 00:01:36.005000,5,NA,NA,0 days 00:00:35.804000,0 days 00:00:30.449000,0 days 00:00:29.752000,0 days 01:08:51.038000,0 days 01:09:21.487000,0 days 01:09:51.239000,278.0,298.0,292.0,300.0,False,HARD,6.0,False,1,0 days 01:08:15.234000,Aston Martin,VET,1,True,2021-12-05 17:40:22.452,17.0,16.0,0.0,4191.2390000000005,96.00500000000001,NA,NA,35.804,30.449,29.752000000000002,4095.2340000000004,96.005,NA,NA,NA,388.092
504,0 days 01:09:54.817000,18,0 days 00:01:36.551000,5,NA,NA,0 days 00:00:36.227000,0 days 00:00:30.361000,0 days 00:00:29.963000,0 days 01:08:54.493000,0 days 01:09:24.854000,0 days 01:09:54.817000,NA,290.0,290.0,293.0,False,MEDIUM,5.0,True,1,0 days 01:08:18.266000,Aston Martin,STR,1,True,2021-12-05 17:40:25.484,18.0,11.0,0.0,4194.817,96.551,NA,NA,36.227000000000004,30.361,29.963,4098.2660000000005,96.55100000000002,NA,NA,NA,390.919
825,0 days 01:09:56.167000,63,0 days 00:01:36.668000,5,NA,NA,0 days 00:00:36.287000,0 days 00:00:30.442000,0 days 00:00:29.939000,0 days 01:08:55.786000,0 days 01:09:26.228000,0 days 01:09:56.167000,279.0,301.0,296.0,302.0,False,MEDIUM,5.0,True,1,0 days 01:08:19.499000,Williams,RUS,1,True,2021-12-05 17:40:26.717,14.0,19.0,0.0,4196.167,96.668,NA,NA,36.287,30.442,29.939000000000004,4099.499000000001,96.668,NA,NA,NA,391.65200000000004
840,0 days 01:09:56.739000,47,0 days 00:01:36.539000,5,NA,NA,0 days 00:00:36.382000,0 days 00:00:30.453000,0 days 00:00:29.704000,0 days 01:08:56.582000,0 days 01:09:27.035000,0 days 01:09:56.739000,NA,320.0,305.0,327.0,False,MEDIUM,5.0,True,1,0 days 01:08:20.200000,Haas F1 Team,MSC,1,True,2021-12-05 17:40:27.418,19.0,20.0,0.0,4196.7390000000005,96.539,NA,NA,36.382000000000005,30.453000000000003,29.704,4100.2,96.53900000000002,NA,NA,NA,391.845
554,0 days 01:09:58.479000,6,0 days 00:01:37.461000,5,NA,NA,0 days 00:00:36.324000,0 days 00:00:30.823000,0 days 00:00:30.314000,0 days 01:08:57.342000,0 days 01:09:28.165000,0 days 01:09:58.479000,NA,299.0,293.0,299.0,False,MEDIUM,5.0,True,1,0 days 01:08:21.018000,Williams,LAT,1,True,2021-12-05 17:40:28.236,16.0,12.0,0.0,4198.479,97.46100000000001,NA,NA,36.324000000000005,30.823,30.314000000000004,4101.018,97.46100000000001,NA,NA,NA,393.17
810,0 days 01:09:59.944000,9,0 days 00:01:37.228000,5,NA,NA,0 days 00:00:36.395000,0 days 00:00:30.661000,0 days 00:00:30.172000,0 days 01:08:59.111000,0 days 01:09:29.772000,0 days 01:09:59.944000,281.0,310.0,293.0,315.0,False,MEDIUM,5.0,True,1,0 days 01:08:22.716000,Haas F1 Team,MAZ,1,True,2021-12-05 17:40:29.934,20.0,18.0,0.0,4199.944,97.22800000000001,NA,NA,36.395,30.661,30.172,4102.716,97.22800000000001,NA,NA,NA,393.61400000000003
5,0 days 01:11:01.191000,44,0 days 00:01:33.260000,6,NA,NA,0 days 00:00:34.455000,0 days 00:00:29.639000,0 days 00:00:29.166000,0 days 01:10:02.386000,0 days 01:10:32.025000,0 days 01:11:01.191000,NA,299.0,292.0,299.0,False,MEDIUM,15.0,False,1,0 days 01:09:27.931000,Mercedes,HAM,1,True,2021-12-05 17:41:35.149,1.0,1.0,26.0,4261.191000000001,93.26,NA,NA,34.455000000000005,29.639000000000003,29.166,4167.9310000000005,93.26,NA,NA,NA,468.25100000000003
